FlowCell Text Data File: 20241104_i287_2.csv
Software Version: 1.56A
Date: 2024-11-05
Time: 15:34:01
User: subramaniam_lab

Experiment name: 20241104_i287_polysomes

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 40 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 1:45
w2t:  x 10^0
Number of Tubes: 6
Sample Volume: 0.4 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 1
Distance/fraction: 78.30 mm
Start Distance: 0.00 mm
Volume/fraction: 11.166 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
Sample A Zero: 794270
Source A Zero: 325212.3

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
839875, 330835, 59.77, -0.087064, , 
839441, 330697, 59.86, -0.086840, , 
839752, 330786, 59.96, -0.087068, , 
839465, 330694, 60.06, -0.086925, , 
839998, 330798, 60.16, -0.087645, , 
839766, 330821, 60.26, -0.086867, , 
839829, 330838, 60.35, -0.086921, , 
839457, 330706, 60.46, -0.086822, , 
840114, 330763, 60.56, -0.088194, , 
840182, 330846, 60.65, -0.087812, , 
840204, 330849, 60.75, -0.087850, , 
839959, 330759, 60.85, -0.087806, , 
840548, 330726, 60.95, -0.089608, , 
840322, 330770, 61.05, -0.088704, , 
840354, 330773, 61.15, -0.088769, , 
840826, 330982, 61.25, -0.088611, , 
840788, 330923, 61.34, -0.088911, , 
840419, 330747, 61.44, -0.089120, , 
841042, 330823, 61.54, -0.090271, , 
841223, 330951, 61.64, -0.089884, , 
841397, 330909, 61.74, -0.090635, , 
841324, 330860, 61.84, -0.090773, , 
841897, 331024, 61.94, -0.091190, , 
841389, 330858, 62.04, -0.090961, , 
841350, 330810, 62.14, -0.091183, , 
841344, 330750, 62.24, -0.091575, , 
841623, 330923, 62.33, -0.091145, , 
842169, 331022, 62.43, -0.091931, , 
842058, 331049, 62.53, -0.091451, , 
841780, 330901, 62.63, -0.091714, , 
841396, 330776, 62.73, -0.091537, , 
841776, 330860, 62.82, -0.091982, , 
841655, 330810, 62.92, -0.091999, , 
842490, 331025, 63.03, -0.092768, , 
841955, 330982, 63.12, -0.091631, , 
841899, 330951, 63.22, -0.091692, , 
842033, 330953, 63.32, -0.092037, , 
842574, 331033, 63.42, -0.092938, , 
842172, 330968, 63.52, -0.092306, , 
842453, 331061, 63.61, -0.092425, , 
842454, 331021, 63.71, -0.092699, , 
842796, 331013, 63.81, -0.093667, , 
842761, 331108, 63.91, -0.092928, , 
842996, 331191, 64.01, -0.092991, , 
842742, 331116, 64.11, -0.092823, , 
842719, 331096, 64.21, -0.092897, , 
842910, 331097, 64.31, -0.093400, , 
842910, 331008, 64.40, -0.094005, , 
842898, 331064, 64.51, -0.093593, , 
843323, 331095, 64.60, -0.094516, , 
843416, 331136, 64.70, -0.094486, , 
842896, 330844, 64.80, -0.095083, , 
842708, 330846, 64.90, -0.094568, , 
843129, 330952, 65.00, -0.094971, , 
842917, 330849, 65.10, -0.095105, , 
842824, 330889, 65.20, -0.094585, , 
843233, 330850, 65.29, -0.095942, , 
843267, 330951, 65.39, -0.095346, , 
843903, 331125, 65.50, -0.095860, , 
843504, 330962, 65.59, -0.095903, , 
843771, 330935, 65.69, -0.096799, , 
843771, 330985, 65.79, -0.096459, , 
843807, 330858, 65.89, -0.097419, , 
843367, 330920, 65.99, -0.095823, , 
843068, 330791, 66.09, -0.095903, , 
843348, 330825, 66.18, -0.096419, , 
843657, 330806, 66.28, -0.097373, , 
843326, 330819, 66.38, -0.096401, , 
843273, 330803, 66.48, -0.096368, , 
843422, 330786, 66.58, -0.096882, , 
843752, 330719, 66.68, -0.098218, , 
843509, 330794, 66.78, -0.097059, , 
843077, 330674, 66.88, -0.096723, , 
843071, 330710, 66.97, -0.096462, , 
843890, 331045, 67.08, -0.096369, , 
843561, 330787, 67.17, -0.097246, , 
843699, 330810, 67.27, -0.097457, , 
843463, 330755, 67.37, -0.097202, , 
844154, 330913, 67.47, -0.097970, , 
844249, 330945, 67.57, -0.098006, , 
844618, 331047, 67.67, -0.098296, , 
844212, 330986, 67.77, -0.097628, , 
844094, 330961, 67.86, -0.097484, , 
844262, 330939, 67.97, -0.098081, , 
843835, 330919, 68.06, -0.097079, , 
844668, 331089, 68.16, -0.098143, , 
844280, 331046, 68.26, -0.097402, , 
844301, 330982, 68.36, -0.097893, , 
844061, 330912, 68.46, -0.097729, , 
844520, 330947, 68.56, -0.098714, , 
844042, 330880, 68.66, -0.097896, , 
844364, 330777, 68.75, -0.099455, , 
843910, 330877, 68.86, -0.097564, , 
843854, 330884, 68.95, -0.097367, , 
843972, 330934, 69.05, -0.097342, , 
844530, 330993, 69.15, -0.098428, , 
844609, 331113, 69.25, -0.097823, , 
844615, 331124, 69.35, -0.097764, , 
844459, 331069, 69.45, -0.097722, , 
844957, 331014, 69.55, -0.099423, , 
844441, 331017, 69.64, -0.098028, , 
844563, 331104, 69.74, -0.097762, , 
844173, 331041, 69.84, -0.097150, , 
844244, 331052, 69.94, -0.097265, , 
844497, 331053, 70.04, -0.097932, , 
844778, 331049, 70.14, -0.098708, , 
844618, 331086, 70.24, -0.098031, , 
844866, 331144, 70.34, -0.098297, , 
845240, 331343, 70.44, -0.097941, , 
845252, 331319, 70.53, -0.098136, , 
844884, 331257, 70.63, -0.097577, , 
844594, 331189, 70.73, -0.097267, , 
844800, 331214, 70.83, -0.097646, , 
844349, 331144, 70.93, -0.096919, , 
845113, 331286, 71.03, -0.097990, , 
844668, 331188, 71.13, -0.097471, , 
844680, 331143, 71.23, -0.097808, , 
844332, 331043, 71.32, -0.097561, , 
844548, 331095, 71.42, -0.097783, , 
844527, 331095, 71.52, -0.097727, , 
844606, 331009, 71.62, -0.098522, , 
844480, 331132, 71.72, -0.097350, , 
844263, 331096, 71.82, -0.097016, , 
844542, 331098, 71.92, -0.097746, , 
844488, 331009, 72.01, -0.098208, , 
844372, 331036, 72.11, -0.097715, , 
844798, 331238, 72.21, -0.097477, , 
844994, 331139, 72.31, -0.098672, , 
844785, 331047, 72.41, -0.098741, , 
844873, 331126, 72.51, -0.098438, , 
844737, 331099, 72.61, -0.098259, , 
844759, 331113, 72.71, -0.098223, , 
844556, 331055, 72.80, -0.098076, , 
845193, 331118, 72.90, -0.099345, , 
845096, 331031, 73.00, -0.099678, , 
845529, 331171, 73.10, -0.099879, , 
845984, 331309, 73.20, -0.100152, , 
846207, 331368, 73.30, -0.100344, , 
846262, 331359, 73.40, -0.100552, , 
846068, 331357, 73.50, -0.100049, , 
845524, 331129, 73.60, -0.100151, , 
845798, 331178, 73.69, -0.100547, , 
845616, 331223, 73.79, -0.099757, , 
845651, 331064, 73.89, -0.100931, , 
845782, 331214, 73.99, -0.100260, , 
846076, 331216, 74.09, -0.101028, , 
845780, 331142, 74.19, -0.100744, , 
846232, 331192, 74.29, -0.101606, , 
846151, 331147, 74.39, -0.101697, , 
846671, 331335, 74.48, -0.101802, , 
845754, 331171, 74.58, -0.100478, , 
845297, 331036, 74.68, -0.100179, , 
846112, 331131, 74.78, -0.101702, , 
846437, 331182, 74.88, -0.102219, , 
846587, 331298, 74.98, -0.101830, , 
846660, 331320, 75.08, -0.101875, , 
847529, 331333, 75.17, -0.104095, , 
847374, 331146, 75.27, -0.104954, , 
847324, 331178, 75.37, -0.104604, , 
846999, 331169, 75.47, -0.103802, , 
847803, 331457, 75.57, -0.103980, , 
847540, 331372, 75.67, -0.103859, , 
848095, 331328, 75.77, -0.105631, , 
848253, 331321, 75.87, -0.106098, , 
848469, 331383, 75.96, -0.106250, 1, 10.816
848768, 331442, 76.07, -0.106642, , 
848680, 331239, 76.17, -0.107788, , 
848883, 331250, 76.26, -0.108251, , 
848704, 331313, 76.36, -0.107349, , 
848712, 331351, 76.46, -0.107112, , 
849004, 331194, 76.56, -0.108953, , 
848625, 331242, 76.66, -0.107622, , 
849639, 331278, 76.76, -0.110064, , 
848665, 331154, 76.86, -0.108326, , 
849220, 331294, 76.96, -0.108846, , 
848693, 331246, 77.05, -0.107775, , 
849201, 331291, 77.15, -0.108816, , 
848813, 331285, 77.25, -0.107828, , 
847937, 331170, 77.35, -0.106286, , 
847590, 331263, 77.45, -0.104733, , 
847937, 331170, 79.54, -0.106286, A, 0.299
