sample_name,treatment,control,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPL2,4,0.75781,0.76458,NA,1668,1,0.064473,0.14815,0.232551,322,3,0.16752,0.14815,0.232551,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RIGI,4,0.81212,0.81319,NA,1772,0,0.064489,0.14819,NA,323,2,0.16041,0.14819,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CCDC9,4,0.26528,0.40332,NA,901,1,0.064548,0.14828,0.232551,324,3,0.11258,0.14828,0.232551,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ZMAT2,4,0.92875,0.92942,NA,2020,0,0.064722,0.14856,NA,325,2,0.084137,0.14856,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,OSGEP,4,0.16801,0.29887,NA,677,1,0.065339,0.14974,NA,326,2,0.054079,0.14974,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TOP3B,4,5.2937e-4,0.0021084,NA,5,2,0.065371,0.14983,NA,327,1,-0.16859,0.0021084,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPL18,4,0.46685,0.58988,NA,1266,1,0.065455,0.14999,0.233543,328,3,0.20213,0.14999,0.233543,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RBMS1,4,0.03908,0.097857,NA,214,2,0.06571,0.15046,NA,329,2,-0.083342,0.097857,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,GAS2,4,0.58661,0.64995,NA,1401,1,0.06576,0.15054,0.233543,330,3,0.1675,0.15054,0.233543,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF3K,4,0.85554,0.85616,NA,1868,0,0.065812,0.15062,NA,331,2,0.21524,0.15062,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PABPC1L,4,0.87305,0.87358,NA,1903,0,0.065834,0.15067,NA,332,2,0.18283,0.15067,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF3L,4,0.39264,0.5402,NA,1158,1,0.066829,0.15247,NA,333,2,0.11659,0.15247,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,LMF2,4,0.16017,0.29073,NA,658,2,0.067134,0.15312,NA,334,2,0.03957,0.15312,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RBMY1A1,4,0.26918,0.40748,NA,912,2,0.067574,0.15394,NA,335,1,-0.0072632,0.40748,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,KRT18,4,0.81684,0.8178,NA,1782,0,0.067829,0.15435,NA,336,2,0.2691,0.15435,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CELF1,4,0.23765,0.37337,NA,836,1,0.068014,0.15463,NA,337,1,0.022462,0.15463,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,WBP4,4,0.50487,0.60776,NA,1303,1,0.068378,0.15527,0.238504,338,3,0.15913,0.15527,0.238504,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ELAVL3,4,0.12563,0.25431,NA,570,2,0.068454,0.1554,NA,339,1,-0.098022,0.25431,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TIA1,4,0.016368,0.050508,NA,120,1,0.068456,0.1554,0.238504,340,3,0.12637,0.1554,0.238504,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RBMXL1,4,0.7245,0.7385,NA,1608,1,0.068924,0.15634,0.238674,341,3,0.11496,0.15634,0.238674,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF4G2,4,0.25454,0.39137,NA,876,1,0.069975,0.15836,0.239235,342,3,0.14621,0.15836,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SNRPD2,4,0.87345,0.874,NA,1904,0,0.070213,0.15879,NA,343,2,0.11007,0.15879,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NOP10,4,0.9366,0.93703,NA,2036,0,0.070342,0.159,0.239235,344,3,0.19071,0.159,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,LSG1,4,0.85036,0.85092,NA,1858,0,0.070484,0.15931,NA,345,2,0.09934,0.15931,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SON,4,0.25081,0.38751,NA,865,1,0.070612,0.15955,NA,346,2,0.10978,0.15955,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SUMO2,4,0.34535,0.48958,NA,1063,1,0.070652,0.1596,NA,347,2,0.06339,0.1596,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RNF17,4,0.9435,0.94408,NA,2044,0,0.070898,0.1601,0.239235,348,3,0.081765,0.1601,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,WDR43,4,0.69915,0.72022,NA,1565,1,0.071091,0.16045,NA,349,1,-0.010627,0.72022,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SUB1,4,0.91551,0.91636,NA,1993,0,0.071122,0.1605,NA,350,2,0.16093,0.1605,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,BLTP2,4,0.034117,0.088038,NA,197,2,0.07153,0.16119,NA,351,2,0.01136,0.16119,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ENO1,4,0.87147,0.87187,NA,1898,0,0.071969,0.16207,NA,352,1,0.011515,0.16207,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PHRF1,4,0.37522,0.52129,NA,1126,1,0.072407,0.163,0.239235,353,3,0.2485,0.163,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DARS2,4,0.58132,0.64709,NA,1392,1,0.072663,0.1634,NA,354,2,0.12538,0.1634,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,FDPS,4,0.95628,0.95659,NA,2076,0,0.073065,0.16412,0.239235,355,3,0.28185,0.16412,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CHGA,4,0.069773,0.1574,NA,339,1,0.073146,0.16431,0.239235,356,3,0.11256,0.16431,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPS10,4,0.1987,0.33157,NA,749,2,0.073284,0.16453,NA,357,2,0.23033,0.16453,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,FN1,4,0.78727,0.78959,NA,1728,1,0.073309,0.16459,0.239235,358,3,0.16494,0.16459,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,METTL25B,4,0.73288,0.74477,NA,1620,1,0.073722,0.16542,NA,359,1,0.11303,0.16542,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,R3HDM2,4,0.33209,0.47466,NA,1038,1,0.07396,0.16586,0.239235,360,3,0.36556,0.16586,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TRMT10C,4,0.95244,0.95273,NA,2062,0,0.074123,0.16615,0.239235,361,3,0.35037,0.16615,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,LRRFIP2,4,0.77068,0.77521,NA,1689,1,0.074368,0.16659,0.239235,362,3,0.11352,0.16659,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPS27A,4,0.8883,0.88946,NA,1941,0,0.074598,0.16711,NA,363,2,0.31504,0.16711,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPTOR,4,0.68904,0.71327,NA,1551,1,0.074737,0.1674,0.239235,364,3,0.26386,0.1674,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SAMD4B,4,0.77872,0.78217,NA,1710,1,0.075354,0.16861,0.239235,365,3,0.11622,0.16861,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SMNDC1,4,0.33908,0.48228,NA,1054,2,0.075473,0.16887,NA,366,1,-0.031941,0.48228,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPL23,4,0.59562,0.6551,NA,1408,1,0.075519,0.16895,0.239235,367,3,0.22748,0.16895,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TP53RK,4,0.51492,0.61271,NA,1313,1,0.075602,0.16914,0.239235,368,3,0.11689,0.16914,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DLD,4,0.44182,0.5787,NA,1241,1,0.075891,0.16971,0.239235,369,3,0.12624,0.16971,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CRYZ,4,0.3888,0.53601,NA,1153,1,0.07591,0.16974,NA,370,2,0.10557,0.16974,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NOC3L,4,0.18526,0.31704,NA,722,1,0.075916,0.16975,NA,371,2,0.15125,0.16975,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,YLPM1,3,0.049777,0.11098,NA,261,1,0.076098,0.14875,NA,372,1,0.086113,0.14875,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,YWHAE,4,0.69859,0.71987,NA,1562,1,0.076347,0.17048,NA,373,2,0.05144,0.17048,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SRFBP1,4,0.88142,0.8822,NA,1919,0,0.076431,0.17066,0.239235,374,3,0.26184,0.17066,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MEX3A,4,0.28604,0.42564,NA,948,1,0.076573,0.17097,NA,375,2,0.103,0.17097,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TSR3,4,0.80075,0.80213,NA,1747,1,0.076705,0.17125,NA,376,2,0.13265,0.17125,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PABPN1L,4,0.84053,0.84097,NA,1839,0,0.076931,0.1717,0.239235,377,3,0.14586,0.1717,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PDE12,4,0.94329,0.94389,NA,2043,0,0.077516,0.17288,0.239235,378,3,0.1716,0.17288,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TSR2,4,0.82261,0.82329,NA,1796,0,0.077658,0.17318,NA,379,2,0.065786,0.17318,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CPSF1,4,0.42852,0.57302,NA,1228,1,0.077684,0.17324,0.239235,380,3,0.25733,0.17324,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DAZ4,3,0.26741,0.39471,NA,907,1,0.077747,0.15106,NA,381,1,0.044864,0.15106,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TRMT2B,4,0.4625,0.58791,NA,1262,1,0.077762,0.17338,0.239235,382,3,0.20358,0.17338,0.239235,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,GSPT1,4,0.88403,0.88486,NA,1927,0,0.078531,0.17475,NA,383,1,-0.040226,0.88486,1,0
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HERC5,4,0.85738,0.85799,NA,1873,0,0.078695,0.1751,0.239915,384,3,0.11717,0.1751,0.239915,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DIDO1,4,0.78973,0.79186,NA,1732,1,0.078967,0.17555,0.239915,385,3,0.10625,0.17555,0.239915,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MNEONGREEN,4,0.40813,0.55621,NA,1194,2,0.079224,0.17598,NA,386,2,0.073817,0.17598,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPS15,4,0.5475,0.62895,NA,1347,1,0.079885,0.17719,0.241008,387,3,0.14397,0.17719,0.241008,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,IGF2BP3,4,0.0011593,0.0044455,NA,12,1,0.080563,0.17828,NA,388,2,0.08767,0.17828,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NSUN5,4,0.80878,0.80972,NA,1762,1,0.080711,0.17854,NA,389,1,0.012244,0.17854,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RAE1,4,0.98286,0.98301,NA,2145,0,0.080827,0.17874,0.241327,390,3,0.17046,0.17874,0.241327,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,UBTF,4,0.98425,0.9843,NA,2148,0,0.080999,0.1791,0.241327,391,3,0.23703,0.1791,0.241327,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MOV10L1,4,0.31673,0.45843,NA,1002,2,0.081582,0.18011,NA,392,2,0.10381,0.18011,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PSMA4,3,0.74177,0.74237,NA,1640,0,0.081698,0.15657,NA,393,1,-0.020544,0.74237,1,0
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ZC3H12A,4,0.41467,0.56296,NA,1208,1,0.082181,0.18135,NA,394,2,0.064417,0.18135,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SRP54,4,0.82948,0.82993,NA,1810,0,0.082452,0.18179,NA,395,1,-0.017846,0.82993,1,0
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CSTF1,3,0.61146,0.62122,NA,1431,1,0.082735,0.15807,NA,396,2,0.14778,0.15807,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TRMT11,4,0.81878,0.81963,NA,1789,0,0.082859,0.18257,NA,397,2,0.16758,0.18257,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DNAAF2,4,0.73545,0.74664,NA,1624,1,0.082887,0.18263,NA,398,2,0.12618,0.18263,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,H4C6,4,0.62268,0.67057,NA,1438,1,0.083812,0.18433,NA,399,2,0.075998,0.18433,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,GEMIN2,4,0.64174,0.68205,NA,1474,1,0.083867,0.18443,0.246809,400,3,0.26386,0.18443,0.246809,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RIOK1,4,0.90518,0.90616,NA,1973,0,0.08413,0.18489,0.246809,401,3,0.16446,0.18489,0.246809,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MKRN1,4,0.12138,0.24968,NA,555,2,0.08419,0.185,NA,402,1,-0.098619,0.24968,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SEPTIN7,4,0.56541,0.63851,NA,1372,1,0.084624,0.18584,NA,403,1,-0.022323,0.63851,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NUP93,4,0.81052,0.81158,NA,1768,1,0.084768,0.18609,NA,404,2,0.28308,0.18609,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MACROH2A1,4,0.76399,0.76958,NA,1679,1,0.085012,0.18656,0.247881,405,3,0.21192,0.18656,0.247881,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NOB1,4,0.091019,0.19745,NA,436,2,0.085455,0.18735,NA,406,2,0.059306,0.18735,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ALKBH1,4,0.62933,0.67479,NA,1448,1,0.085492,0.18745,0.247919,407,3,0.22138,0.18745,0.247919,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TNRC6A,4,0.35483,0.49958,NA,1080,2,0.08573,0.18791,NA,408,2,0.093979,0.18791,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NDUFV3,3,0.83537,0.83507,NA,1826,0,0.085964,0.1623,NA,409,2,0.067196,0.1623,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TPD52L2,4,0.18207,0.31379,NA,715,1,0.086281,0.18894,NA,410,2,-0.01431,0.31379,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DAZAP1,4,0.13936,0.26842,NA,603,1,0.08636,0.1891,NA,411,2,0.43687,0.1891,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NCL,4,0.13575,0.26461,NA,592,2,0.086793,0.18991,NA,412,2,-0.27911,0.26461,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NMD3,4,0.80636,0.80735,NA,1757,1,0.086882,0.19003,0.249102,413,3,0.21004,0.19003,0.249102,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,FSCN1,4,0.08573,0.18754,NA,410,2,0.087248,0.19078,NA,414,2,-0.0012702,0.18754,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SNRPA,4,0.77601,0.77985,NA,1701,1,0.087387,0.19103,NA,415,2,0.055758,0.19103,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PARP4,4,0.090688,0.19685,NA,435,1,0.087421,0.19109,0.249102,416,3,0.086571,0.19109,0.249102,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RBM7,4,0.40058,0.54834,NA,1175,1,0.087526,0.19131,NA,417,2,0.063861,0.19131,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NOM1,4,0.39232,0.53983,NA,1157,1,0.088081,0.19242,0.249102,418,3,0.11984,0.19242,0.249102,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CLP1,4,0.066253,0.1509,NA,325,2,0.088093,0.19244,NA,419,1,-0.024657,0.1509,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CELF5,4,0.96748,0.96742,NA,2103,0,0.088775,0.19373,0.249102,420,3,0.10128,0.19373,0.249102,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DDX20,4,0.78317,0.78583,NA,1716,1,0.088958,0.1941,NA,421,1,-0.035607,0.78583,1,1
