sample_name,treatment,control,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HADHB,4,0.96581,0.96585,NA,2096,0,0.038673,0.097871,0.205015,221,3,0.17488,0.097871,0.205015,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,APEH,4,0.86744,0.86805,NA,1890,0,0.03908,0.098663,NA,222,2,0.095883,0.098663,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MTAGBFP2,4,0.62491,0.67195,NA,1441,1,0.039229,0.098931,0.205015,223,3,0.35809,0.098931,0.205015,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DKC1,4,0.67449,0.70323,NA,1523,1,0.039253,0.09898,0.205015,224,3,0.1633,0.09898,0.205015,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PCDHGA9,4,0.26969,0.40804,NA,914,1,0.039452,0.099293,0.205015,225,3,0.24808,0.099293,0.205015,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,LRP1,4,0.34011,0.4834,NA,1056,2,0.03953,0.099433,NA,226,1,-0.026982,0.4834,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,URB2,4,0.35141,0.49596,NA,1075,1,0.039653,0.099687,NA,227,2,0.23668,0.099687,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DENR,4,0.95407,0.95439,NA,2068,0,0.040256,0.10084,0.205326,228,3,0.29425,0.10084,0.205326,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TUBGCP3,4,0.067829,0.1538,NA,331,2,0.04043,0.1012,NA,229,1,-0.1011,0.1538,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,YTHDC2,4,0.93146,0.93229,NA,2024,0,0.04044,0.10123,0.205326,230,3,0.16739,0.10123,0.205326,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PARP12,4,0.20731,0.34069,NA,772,1,0.04088,0.10207,NA,231,2,0.018018,0.10207,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HNRNPR,4,0.28026,0.41939,NA,936,1,0.040982,0.10227,0.205326,232,3,0.13028,0.10227,0.205326,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RCL1,4,0.81761,0.81853,NA,1785,0,0.041066,0.10247,0.205326,233,3,0.17638,0.10247,0.205326,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DCAF13,4,0.98414,0.98425,NA,2147,0,0.041329,0.10302,0.205326,234,3,0.28155,0.10302,0.205326,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TARDBP,4,0.13687,0.26567,NA,597,1,0.042089,0.10459,NA,235,2,0.099049,0.10459,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TRMT10A,4,0.72697,0.74041,NA,1610,1,0.042295,0.105,NA,236,2,0.095933,0.105,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TRMT5,4,0.98478,0.98482,NA,2150,0,0.042605,0.10566,0.207458,237,3,0.21085,0.10566,0.207458,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HNRNPD,4,0.42393,0.57105,NA,1225,1,0.04284,0.10613,0.207458,238,3,0.15701,0.10613,0.207458,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CAPRIN1,4,0.86101,0.86173,NA,1879,0,0.042899,0.10626,0.207458,239,3,0.22725,0.10626,0.207458,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CTNND1,4,0.049422,0.11848,0.213516,257,3,0.043126,0.10668,NA,240,1,-0.13373,0.11848,0.213516,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,AHNAK,4,0.055632,0.13047,NA,285,1,0.043331,0.10704,NA,241,2,0.096313,0.10704,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPL53,4,0.97816,0.97812,NA,2136,0,0.043643,0.10762,0.208172,242,3,0.17136,0.10762,0.208172,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,LARP4,4,0.97782,0.97772,NA,2134,0,0.043848,0.10808,0.208172,243,3,0.40126,0.10808,0.208172,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MARK2,4,0.84505,0.84556,NA,1847,0,0.044023,0.10841,NA,244,2,0.080654,0.10841,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HMGB3,4,0.10955,0.231,NA,508,1,0.044387,0.10922,0.208976,245,3,0.14167,0.10922,0.208976,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SMAD5,4,0.9347,0.93534,NA,2031,0,0.04492,0.11043,0.2099,246,3,0.17448,0.11043,0.2099,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,FLNA,4,0.82614,0.82669,NA,1803,0,0.045222,0.11105,NA,247,2,0.16203,0.11105,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,FLUC,4,0.29299,0.433,NA,961,2,0.045328,0.11125,NA,248,2,0.076469,0.11125,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NOC2L,4,0.81132,0.8123,NA,1771,1,0.045368,0.11132,NA,249,2,0.043734,0.11132,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,FBXO17,4,0.41436,0.56254,NA,1207,1,0.04554,0.11162,NA,250,2,0.19504,0.11162,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ASH1L,4,0.94661,0.94715,NA,2052,0,0.045661,0.11186,0.211204,251,3,0.20506,0.11186,0.211204,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,GDI2,4,0.022377,0.063521,0.177088,149,3,0.046264,0.11298,NA,252,1,-0.22136,0.063521,0.177088,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CNOT4,4,0.15183,0.2819,NA,634,2,0.046711,0.11375,NA,253,1,-0.088241,0.2819,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,IFIH1,4,0.30141,0.44233,NA,979,1,0.046824,0.11397,NA,254,2,0.16908,0.11397,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPL39L,4,0.88029,0.8811,NA,1918,0,0.047159,0.11462,NA,255,2,0.035889,0.11462,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ABT1,4,0.58421,0.64876,NA,1397,1,0.04758,0.11541,NA,256,2,0.14247,0.11541,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,UBE2O,4,0.63241,0.67655,NA,1453,1,0.047606,0.11548,NA,257,2,0.27791,0.11548,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,GGCT,4,0.44032,0.57806,NA,1240,1,0.048054,0.11641,NA,258,2,0.05632,0.11641,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,IREB2,4,0.90074,0.90172,NA,1958,0,0.048465,0.11725,0.219396,259,3,0.17195,0.11725,0.219396,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,INTS3,4,0.49438,0.60257,NA,1291,1,0.048668,0.11756,NA,260,2,0.2989,0.11756,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SERBP1,3,0.91142,0.91148,NA,1983,0,0.048745,0.11179,NA,261,2,0.35243,0.11179,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PES1,4,0.14597,0.2754,NA,616,2,0.048947,0.11822,NA,262,1,-0.047653,0.2754,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CAPRIN2,4,0.92041,0.92137,NA,2002,0,0.049038,0.11842,0.219396,263,3,0.13978,0.11842,0.219396,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,KAT8,4,0.90746,0.90845,NA,1977,0,0.049436,0.11918,0.219396,264,3,0.19405,0.11918,0.219396,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ACO1,4,0.96327,0.96339,NA,2090,0,0.049487,0.11925,0.219396,265,3,0.12953,0.11925,0.219396,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRM3,4,0.2882,0.4278,NA,952,1,0.049841,0.11997,NA,266,2,0.14392,0.11997,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF4E2,4,0.50075,0.60556,NA,1298,1,0.05021,0.12072,0.220673,267,3,0.17844,0.12072,0.220673,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ARCN1,4,0.93607,0.93652,NA,2035,0,0.050847,0.12199,0.221596,268,3,0.28848,0.12199,0.221596,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ZC3H7B,4,0.63937,0.68061,NA,1469,1,0.0511,0.12252,NA,269,2,0.10557,0.12252,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,INTS10,4,0.091983,0.19929,NA,440,1,0.051179,0.12262,NA,270,1,0.025141,0.12262,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NXF5,4,0.21855,0.35303,NA,791,2,0.051625,0.12351,NA,271,2,-0.036152,0.35303,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ARC,4,0.94121,0.94175,NA,2041,0,0.051766,0.12383,0.222929,272,3,0.15013,0.12383,0.222929,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TRUB2,4,0.26485,0.40283,NA,899,2,0.051771,0.12384,NA,273,2,0.056425,0.12384,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,AKAP8L,4,0.67148,0.70121,NA,1518,1,0.05203,0.12428,0.222929,274,3,0.12007,0.12428,0.222929,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ASCC1,4,0.11675,0.24355,NA,543,1,0.052071,0.12436,NA,275,1,-0.093398,0.24355,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DHX32,4,0.98404,0.98415,NA,2146,0,0.052517,0.12517,0.223135,276,3,0.15059,0.12517,0.223135,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPL9,4,0.95444,0.95476,NA,2070,0,0.053126,0.12644,NA,277,2,0.1188,0.12644,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DUSP14,4,0.86111,0.86178,NA,1880,0,0.053836,0.12781,0.224856,278,3,0.25439,0.12781,0.224856,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MTIF2,4,0.051179,0.12194,NA,265,1,0.053922,0.12804,NA,279,2,0.088129,0.12804,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DZIP1,4,0.045368,0.1106,NA,240,1,0.054298,0.12872,0.224856,280,3,0.23,0.12872,0.224856,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SAMHD1,4,0.97982,0.97996,NA,2140,0,0.054855,0.12977,0.224856,281,3,0.15109,0.12977,0.224856,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DDX52,4,0.52429,0.61722,NA,1326,1,0.055129,0.13022,0.224856,282,3,0.23999,0.13022,0.224856,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PIH1D2,4,0.40875,0.55691,NA,1196,2,0.055187,0.1303,NA,283,2,0.056299,0.1303,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SYNE2,4,0.66866,0.69932,NA,1512,1,0.055335,0.13054,0.224856,284,3,0.14701,0.13054,0.224856,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,LIN7C,4,0.89479,0.89604,NA,1948,0,0.055472,0.13084,0.224856,285,3,0.21228,0.13084,0.224856,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MTHFD1,4,0.10784,0.22799,NA,499,2,0.055632,0.13112,NA,286,2,0.061402,0.13112,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MTIF3,4,0.38655,0.53361,NA,1149,1,0.055955,0.13176,0.225072,287,3,0.16869,0.13176,0.225072,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,GATB,4,0.32555,0.46769,NA,1019,1,0.056076,0.13201,NA,288,2,-0.010342,0.46769,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PNISR,4,0.87773,0.87837,NA,1916,0,0.056719,0.13319,0.225072,290,3,0.16625,0.13319,0.225072,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PRRC2C,4,0.91068,0.91161,NA,1982,0,0.056925,0.13359,NA,291,2,0.13462,0.13359,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ELAC2,4,0.90605,0.90703,NA,1975,0,0.057042,0.13377,NA,292,2,0.099275,0.13377,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CSDE1,4,0.89775,0.8989,NA,1955,0,0.057393,0.13442,NA,293,2,0.16852,0.13442,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,UBAP2,4,0.33037,0.47266,NA,1033,1,0.057408,0.13444,NA,294,2,0.089956,0.13444,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SLTM,4,0.77267,0.77706,NA,1694,1,0.057559,0.13472,0.225072,295,3,0.11104,0.13472,0.225072,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,QRSL1,4,0.68124,0.70783,NA,1534,1,0.057852,0.13535,NA,296,1,-3.7953e-4,0.70783,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RNPC3,4,0.96354,0.96362,NA,2091,0,0.057911,0.13544,0.225072,297,3,0.1851,0.13544,0.225072,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,COL14A1,4,0.7092,0.72737,NA,1580,1,0.05798,0.13557,NA,298,2,0.19385,0.13557,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SRP14,4,0.19632,0.32887,NA,742,2,0.058295,0.13621,NA,299,1,-0.11749,0.32887,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,UNK,4,0.77646,0.78019,NA,1702,1,0.058336,0.13628,0.225072,300,3,0.1448,0.13628,0.225072,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SNRPB2,4,0.10315,0.21924,NA,475,1,0.058549,0.13659,0.225072,301,3,0.18121,0.13659,0.225072,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PABPC5,4,0.58685,0.65012,NA,1402,1,0.058688,0.13689,0.225072,302,3,0.22068,0.13689,0.225072,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF3CL,4,0.66561,0.69743,NA,1504,1,0.058739,0.13702,NA,303,1,0.027854,0.13702,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NDRG2,4,0.97583,0.97579,NA,2128,0,0.058869,0.13724,0.225072,304,3,0.24894,0.13724,0.225072,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,AARS1,4,0.48118,0.59645,NA,1278,1,0.058925,0.13733,NA,305,2,0.14367,0.13733,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SEC63,4,0.83532,0.83574,NA,1825,0,0.060068,0.13947,NA,306,2,0.11893,0.13947,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,WDR12,4,0.16599,0.29683,NA,671,2,0.060511,0.14044,NA,307,2,0.20918,0.14044,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ILF3,4,0.32565,0.46781,NA,1020,2,0.060954,0.14131,NA,308,2,-0.021903,0.46781,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,UTP14A,4,0.9561,0.95643,NA,2074,0,0.06114,0.14164,0.229768,309,3,0.22642,0.14164,0.229768,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MAP4,4,0.057852,0.13471,NA,290,2,0.061838,0.143,NA,310,1,-0.11464,0.13471,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,XRCC5,4,0.93942,0.93992,NA,2038,0,0.061945,0.14318,0.229768,311,3,0.18549,0.14318,0.229768,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,VIL1,4,0.79045,0.79257,NA,1734,1,0.062092,0.1435,0.229768,312,3,0.28271,0.1435,0.229768,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SNTB1,4,0.71594,0.73247,NA,1591,1,0.062239,0.1438,0.229768,313,3,0.17658,0.1438,0.229768,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PSMD1,4,0.97703,0.97693,NA,2132,0,0.062387,0.14411,0.229768,314,3,0.17838,0.14411,0.229768,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,FAU,4,0.71738,0.73343,NA,1594,1,0.062723,0.1447,NA,315,2,0.051825,0.1447,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,AATF,4,0.96431,0.96431,NA,2094,0,0.062904,0.14498,0.229892,316,3,0.19924,0.14498,0.229892,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DDX60,4,0.25863,0.39605,NA,885,1,0.06313,0.14541,NA,317,2,0.11526,0.14541,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SRP68,4,0.92655,0.9273,NA,2015,0,0.063164,0.14548,NA,318,1,0.087397,0.14548,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,METTL2A,4,0.12248,0.25091,NA,560,2,0.063618,0.1464,NA,319,2,-0.0044669,0.25091,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,OSGEPL1,4,0.25081,0.3875,NA,864,2,0.063986,0.14719,NA,320,2,0.17197,0.14719,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PPID,4,0.078095,0.17353,NA,374,1,0.064048,0.14731,NA,321,2,0.072186,0.14731,1,2
