treatment,control,rep,gene,lfc,fdr,p_value,day,lfc.fitness,fdr.fitness
heavy,mono,rep1,NOL11,-0.42311,0.034023,0.022264,day7,-0.84518,0.105888
heavy,mono,rep1,EXOSC8,-0.1391,0.197028,0.18582,day13,-5.0663,0.01192
heavy,mono,rep1,EXOSC8,-0.1391,0.197028,0.18582,day7,-1.2636,0.007939
heavy,mono,rep1,MRPL13,-0.13299,0.158502,0.13805,day13,-2.2285,0.071042
heavy,mono,rep1,MRPL13,-0.13299,0.158502,0.13805,day7,-0.62079,0.188597
heavy,mono,rep1,ATP1A1,-0.061624,1,0.53383,day13,-0.83169,0.362744
heavy,mono,rep1,ATP1A1,-0.061624,1,0.53383,day7,-0.34893,NA
heavy,mono,rep1,STXBP1,-0.10147,1,0.35027,day13,0.43896,NA
heavy,mono,rep1,STXBP1,-0.10147,1,0.35027,day7,-0.21269,NA
heavy,mono,rep1,MRPS36,-0.05019,1,0.76397,day13,0.37211,NA
heavy,mono,rep1,MRPS36,-0.05019,1,0.76397,day7,-0.26322,NA
heavy,mono,rep1,NHP2,-0.13585,0.127375,0.10419,day13,-3.9618,0.018493
heavy,mono,rep1,NHP2,-0.13585,0.127375,0.10419,day7,-0.22424,NA
heavy,mono,rep1,EXOSC10,-0.10978,1,0.50447,day13,-2.8767,0.150279
heavy,mono,rep1,EXOSC10,-0.10978,1,0.50447,day7,-0.41656,NA
heavy,mono,rep1,EIF4A3,-0.29529,0.09847,0.076008,day13,-6.1821,0.036935
heavy,mono,rep1,EIF4A3,-0.29529,0.09847,0.076008,day7,-3.0647,0.018626
heavy,mono,rep1,EIF3F,-0.46614,0.096564,0.074092,day13,-4.8689,0.024534
heavy,mono,rep1,EIF3F,-0.46614,0.096564,0.074092,day7,-1.6402,0.043144
heavy,mono,rep1,CDK5RAP1,-0.12684,0.162929,0.14303,day13,1.2109,0.119777
heavy,mono,rep1,CDK5RAP1,-0.12684,0.162929,0.14303,day7,0.57862,0.173231
heavy,mono,rep1,RPP14,-0.10498,0.19313,0.17889,day13,-1.9178,0.306492
heavy,mono,rep1,RPP14,-0.10498,0.19313,0.17889,day7,-0.45398,NA
heavy,mono,rep1,IFIH1,-0.12477,1,0.38249,day13,1.3588,0.069028
heavy,mono,rep1,IFIH1,-0.12477,1,0.38249,day7,0.31995,NA
heavy,mono,rep1,TUT7,-0.11666,0.153886,0.13226,day13,0.73727,NA
heavy,mono,rep1,TUT7,-0.11666,0.153886,0.13226,day7,0.39301,0.154529
heavy,mono,rep1,PRPF40B,-0.16864,1,0.24841,day13,-0.16016,NA
heavy,mono,rep1,PRPF40B,-0.16864,1,0.24841,day7,-0.24369,NA
heavy,mono,rep1,FNDC3A,-0.22556,0.205538,0.19843,day13,1.6371,0.04042
heavy,mono,rep1,FNDC3A,-0.22556,0.205538,0.19843,day7,0.48926,0.225692
heavy,mono,rep1,MRPL35,-0.091603,1,0.50693,day13,-1.5967,0.253928
heavy,mono,rep1,MRPL35,-0.091603,1,0.50693,day7,-0.37769,NA
heavy,mono,rep1,MRPL47,-0.16053,1,0.1609,day13,-1.5329,0.100048
heavy,mono,rep1,MRPL47,-0.16053,1,0.1609,day7,-0.14201,NA
heavy,mono,rep1,ZNF474,-0.15732,0.195619,0.183,day13,1.0718,0.127981
heavy,mono,rep1,ZNF474,-0.15732,0.195619,0.183,day7,0.16097,NA
heavy,mono,rep1,TPX2,-0.26648,1,0.39193,day13,-1.9767,NA
heavy,mono,rep1,TPX2,-0.26648,1,0.39193,day7,-1.393,0.132985
heavy,mono,rep1,C1D,-0.12526,1,0.33981,day13,-0.65313,NA
heavy,mono,rep1,C1D,-0.12526,1,0.33981,day7,0.16971,NA
heavy,mono,rep1,EIF4G2,-0.096936,0.145449,0.12165,day13,-0.45008,NA
heavy,mono,rep1,EIF4G2,-0.096936,0.145449,0.12165,day7,-0.096566,NA
heavy,mono,rep1,FUBP3,-0.15609,0.08926,0.067665,day13,0.9063,NA
heavy,mono,rep1,FUBP3,-0.15609,0.08926,0.067665,day7,0.28692,0.289711
heavy,mono,rep1,NAA50,-0.46825,0.063244,0.045757,day13,-2.0816,0.113212
heavy,mono,rep1,NAA50,-0.46825,0.063244,0.045757,day7,-0.85058,0.034751
heavy,mono,rep1,DDX6,-0.11782,0.213178,0.20974,day13,-0.91861,0.348204
heavy,mono,rep1,DDX6,-0.11782,0.213178,0.20974,day7,-0.50217,0.084037
heavy,mono,rep1,RPGR,-0.12621,1,0.50982,day13,0.68305,NA
heavy,mono,rep1,RPGR,-0.12621,1,0.50982,day7,0.16929,NA
heavy,mono,rep1,MRPL51,-0.13025,0.195442,0.18222,day13,-2.7239,0.135824
heavy,mono,rep1,MRPL51,-0.13025,0.195442,0.18222,day7,-0.60611,NA
heavy,mono,rep1,PSMD11,-0.47,0.098194,0.075569,day13,-3.3268,0.112791
heavy,mono,rep1,PSMD11,-0.47,0.098194,0.075569,day7,-1.4038,0.058352
heavy,mono,rep1,SNRNP27,-0.09543,0.217777,0.21677,day13,0.36297,NA
heavy,mono,rep1,SNRNP27,-0.09543,0.217777,0.21677,day7,0.015247,NA
heavy,mono,rep1,CS,-0.10398,0.166685,0.14825,day13,0.063658,NA
heavy,mono,rep1,CS,-0.10398,0.166685,0.14825,day7,0.011976,NA
heavy,mono,rep1,PIH1D1,-0.078402,1,0.42501,day13,0.49506,NA
heavy,mono,rep1,PIH1D1,-0.078402,1,0.42501,day7,0.23139,NA
heavy,mono,rep1,NOM1,-0.25813,0.066497,0.048724,day13,-2.2506,0.173315
heavy,mono,rep1,NOM1,-0.25813,0.066497,0.048724,day7,-0.27918,NA
heavy,mono,rep1,MRPL50,-0.16479,0.104723,0.082041,day13,-1.239,0.311967
heavy,mono,rep1,MRPL50,-0.16479,0.104723,0.082041,day7,-0.54399,NA
heavy,mono,rep1,LARS1,-0.21062,0.06934,0.051437,day13,-0.1723,NA
heavy,mono,rep1,LARS1,-0.21062,0.06934,0.051437,day7,-0.62003,NA
heavy,mono,rep1,DUSP9,-0.076625,1,0.36021,day13,0.91971,NA
heavy,mono,rep1,DUSP9,-0.076625,1,0.36021,day7,0.22976,NA
heavy,mono,rep1,CTIF,-0.29711,0.041085000000000003,0.028211,day13,0.74461,NA
heavy,mono,rep1,CTIF,-0.29711,0.041085000000000003,0.028211,day7,0.20883,NA
heavy,mono,rep1,HSPA5,-1.1145,1,0.03567,day13,-3.7572,0.081573
heavy,mono,rep1,HSPA5,-1.1145,1,0.03567,day7,-2.558,0.03091
heavy,mono,rep1,CDK17,-0.14884,0.145449,0.1214,day13,1.2558,0.122274
heavy,mono,rep1,CDK17,-0.14884,0.145449,0.1214,day7,0.48696,0.181711
heavy,mono,rep1,PSMB3,-0.57093,0.066248,0.048388,day13,-3.3813,0.042298
heavy,mono,rep1,PSMB3,-0.57093,0.066248,0.048388,day7,-3.3067,0.005501
heavy,mono,rep1,PSMA6,-0.64303,0.195442,0.18238,day13,-5.3082,0.028488
heavy,mono,rep1,PSMA6,-0.64303,0.195442,0.18238,day7,-6.0096,3.49e-4
heavy,mono,rep1,WDR36,-0.26805,0.063244,0.045725,day13,-2.8622,0.059156
heavy,mono,rep1,WDR36,-0.26805,0.063244,0.045725,day7,-1.2538,0.015843
heavy,mono,rep1,NOL7,-0.18787,0.16756,0.14941,day13,0.48718,NA
heavy,mono,rep1,NOL7,-0.18787,0.16756,0.14941,day7,-0.078647,NA
heavy,mono,rep1,MRPL28,-0.1507,0.192592,0.17795,day13,-2.0968,0.108167
heavy,mono,rep1,MRPL28,-0.1507,0.192592,0.17795,day7,-0.20146,NA
heavy,mono,rep1,RC3H2,-0.093737,0.198663,0.18813,day13,0.66053,NA
heavy,mono,rep1,RC3H2,-0.093737,0.198663,0.18813,day7,0.1894,NA
heavy,mono,rep1,PTDSS1,-0.11674,0.205179,0.19761,day13,-0.44692,NA
heavy,mono,rep1,PTDSS1,-0.11674,0.205179,0.19761,day7,0.33633,0.276496
heavy,mono,rep1,RPS14,-2.0613,1,0.028414,day13,-3.7313,0.131698
heavy,mono,rep1,RPS14,-2.0613,1,0.028414,day7,-3.3534,0.046103
heavy,mono,rep1,HSP90AB1,-0.11455,0.124056,0.099759,day13,0.40972,NA
heavy,mono,rep1,HSP90AB1,-0.11455,0.124056,0.099759,day7,0.27288,NA
heavy,mono,rep1,RPS27,-0.55979,0.042299,0.029239,day13,-5.8288,0.006022
heavy,mono,rep1,RPS27,-0.55979,0.042299,0.029239,day7,-3.1991,0.002308
heavy,mono,rep1,RPL29,-0.83313,0.09384,0.071569,day13,-0.73755,NA
heavy,mono,rep1,RPL29,-0.83313,0.09384,0.071569,day7,-1.0202,NA
heavy,mono,rep1,IPO7,-0.58647,0.063948,0.046414,day13,-1.7676,0.267718
heavy,mono,rep1,IPO7,-0.58647,0.063948,0.046414,day7,-1.1755,0.169635
heavy,mono,rep1,PELO,-0.31181,0.053007,0.03774,day13,-0.69,NA
heavy,mono,rep1,PELO,-0.31181,0.053007,0.03774,day7,-0.30301,0.309424
heavy,mono,rep1,WDR46,-0.71252,0.017174,0.008943,day13,-3.745,0.088524
heavy,mono,rep1,WDR46,-0.71252,0.017174,0.008943,day7,-0.79179,0.123871
heavy,mono,rep1,RPS5,-1.9251,1,0.022318,day13,-4.8994,NA
heavy,mono,rep1,RPS5,-1.9251,1,0.022318,day7,-2.4635,NA
heavy,mono,rep1,DHX29,-0.14452,0.14863,0.12569,day13,-1.1885,0.320388
heavy,mono,rep1,DHX29,-0.14452,0.14863,0.12569,day7,-0.27396,NA
heavy,mono,rep1,GFM1,-0.16351,0.215183,0.2132,day13,-2.2461,0.190193
heavy,mono,rep1,GFM1,-0.16351,0.215183,0.2132,day7,-0.71658,NA
heavy,mono,rep1,IARS1,-0.5096,0.035482,0.023545,day13,-4.8852,0.017865
heavy,mono,rep1,IARS1,-0.5096,0.035482,0.023545,day7,-1.2453,0.047039
heavy,mono,rep1,YTHDC1,-0.24423,0.099928,0.077503,day13,-2.2877,0.26262
heavy,mono,rep1,YTHDC1,-0.24423,0.099928,0.077503,day7,-1.0405,0.113398
heavy,mono,rep1,SMAD2,-0.13213,0.188547,0.17291,day13,1.0648,NA
heavy,mono,rep1,SMAD2,-0.13213,0.188547,0.17291,day7,0.35244,0.289711
heavy,mono,rep1,UTP14A,-0.41354,0.052082,0.036961,day13,-2.849,0.059016
heavy,mono,rep1,UTP14A,-0.41354,0.052082,0.036961,day7,-0.96488,0.032458
heavy,mono,rep1,MRPL57,-0.24602,0.052082,0.036916,day13,-3.675,0.030156
heavy,mono,rep1,MRPL57,-0.24602,0.052082,0.036916,day7,-0.68142,0.091429
heavy,mono,rep1,INTS8,-0.26037,0.050264,0.035439,day13,-3.9833,0.024273
heavy,mono,rep1,INTS8,-0.26037,0.050264,0.035439,day7,-1.893,0.005501
heavy,mono,rep1,TNPO3,-0.26956,0.049055,0.034248,day13,-3.8067,0.028993
heavy,mono,rep1,TNPO3,-0.26956,0.049055,0.034248,day7,-0.50013,NA
heavy,mono,rep1,PRIM1,-0.36224,0.04841,0.033686,day13,-4.9202,0.040167
heavy,mono,rep1,PRIM1,-0.36224,0.04841,0.033686,day7,-1.0209,0.052751
heavy,mono,rep1,MRTO4,-0.89561,0.02273,0.01325,day13,-3.2327,0.076836
heavy,mono,rep1,MRTO4,-0.89561,0.02273,0.01325,day7,-0.91831,0.04067
heavy,mono,rep1,PSMD7,-0.82863,0.017262,0.0091106,day13,-5.2327,0.02088
heavy,mono,rep1,PSMD7,-0.82863,0.017262,0.0091106,day7,-2.7328,0.001393
heavy,mono,rep1,URM1,-0.24586,0.035962,0.02403,day13,-1.3142,0.10751
heavy,mono,rep1,URM1,-0.24586,0.035962,0.02403,day7,0.20155,NA
heavy,mono,rep1,PNO1,-0.72211,0.034023,0.022182,day13,-1.862,0.083354
heavy,mono,rep1,PNO1,-0.72211,0.034023,0.022182,day7,-1.2015,0.082131
heavy,mono,rep1,PSMA4,-0.85263,0.034023,0.022064,day13,-5.7719,0.02359
heavy,mono,rep1,PSMA4,-0.85263,0.034023,0.022064,day7,-3.7854,0.001091
heavy,mono,rep1,KRT18,-0.38139,0.038656,0.026453,day13,-4.9787,0.03639
heavy,mono,rep1,KRT18,-0.38139,0.038656,0.026453,day7,-2.1188,0.038333
heavy,mono,rep1,TBL3,-0.53235,0.037803,0.025783,day13,-2.8145,0.116093
heavy,mono,rep1,TBL3,-0.53235,0.037803,0.025783,day7,-0.72006,0.063956
heavy,mono,rep1,PWP2,-0.82046,0.018312,0.0099576,day13,-3.7365,0.123192
heavy,mono,rep1,PWP2,-0.82046,0.018312,0.0099576,day7,-1.3167,0.049901
heavy,mono,rep1,PCBP2,-0.2012,0.036708,0.024782,day13,-0.68863,NA
heavy,mono,rep1,PCBP2,-0.2012,0.036708,0.024782,day7,0.15262,NA
heavy,mono,rep1,SRP19,-0.15291,0.036483,0.024546,day13,-2.2736,0.245755
heavy,mono,rep1,SRP19,-0.15291,0.036483,0.024546,day7,-0.20839,NA
heavy,mono,rep1,ZNHIT6,-0.3959,0.036001,0.024139,day13,-3.2779,0.167012
heavy,mono,rep1,ZNHIT6,-0.3959,0.036001,0.024139,day7,-0.19989,NA
heavy,mono,rep1,TSR1,-0.59335,0.017262,0.0091876,day13,-2.1265,0.287294
heavy,mono,rep1,TSR1,-0.59335,0.017262,0.0091876,day7,-0.59714,0.230434
heavy,mono,rep1,SRFBP1,-0.33392,0.035835,0.023862,day13,-0.90664,NA
heavy,mono,rep1,SRFBP1,-0.33392,0.035835,0.023862,day7,-1.0124,0.034782
heavy,mono,rep1,EIF2B1,-0.20477,0.034818,0.023025,day13,-3.6614,0.104425
heavy,mono,rep1,EIF2B1,-0.20477,0.034818,0.023025,day7,-0.24823,NA
heavy,mono,rep1,TRA2A,-0.13382,0.034499,0.022734999999999998,day13,0.98475,NA
heavy,mono,rep1,TRA2A,-0.13382,0.034499,0.022734999999999998,day7,0.49343,0.150573
heavy,mono,rep1,RPS28,-1.0963,0.027524,0.017123,day13,-6.0474,0.012757
heavy,mono,rep1,RPS28,-1.0963,0.027524,0.017123,day7,-2.0188,0.006217
heavy,mono,rep1,CNOT2,-0.14217,0.034207,0.022463,day13,-0.24024,NA
heavy,mono,rep1,CNOT2,-0.14217,0.034207,0.022463,day7,0.15538,NA
heavy,mono,rep1,HSPA8,-0.19329,0.034023,0.022241,day13,-2.5852,0.087388
heavy,mono,rep1,HSPA8,-0.19329,0.034023,0.022241,day7,-0.85625,0.172329
heavy,mono,rep1,RRP7A,-0.4817,0.034023,0.022191,day13,-2.4367,0.10717
heavy,mono,rep1,RRP7A,-0.4817,0.034023,0.022191,day7,-1.905,0.101743
heavy,mono,rep1,MRPL49,-0.17219,0.034023,0.022055,day13,-1.9309,0.116988
heavy,mono,rep1,MRPL49,-0.17219,0.034023,0.022055,day7,-0.50297,0.088983
heavy,mono,rep1,C9ORF129,-0.16464,0.034023,0.021806,day13,0.6366,NA
heavy,mono,rep1,C9ORF129,-0.16464,0.034023,0.021806,day7,0.35937,0.304616
heavy,mono,rep1,SMG7,-0.25636,0.032377,0.020665,day13,-0.33026,NA
heavy,mono,rep1,SMG7,-0.25636,0.032377,0.020665,day7,-0.18786,NA
heavy,mono,rep1,FARSB,-0.2714,0.032377,0.020601,day13,-3.1983,0.162034
heavy,mono,rep1,FARSB,-0.2714,0.032377,0.020601,day7,-0.79479,0.189983
heavy,mono,rep1,BCCIP,-0.21787,0.02653,0.016444,day13,-1.9982,NA
heavy,mono,rep1,BCCIP,-0.21787,0.02653,0.016444,day7,-0.34546,NA
heavy,mono,rep1,PSMC4,-0.96024,0.032084,0.02033,day13,-4.4325,0.028993
heavy,mono,rep1,PSMC4,-0.96024,0.032084,0.02033,day7,-4.1721,0.008073
heavy,mono,rep1,SMG1,-0.13545,0.030824,0.01946,day13,-1.9501,0.056457
heavy,mono,rep1,SMG1,-0.13545,0.030824,0.01946,day7,-0.51523,0.221128
heavy,mono,rep1,ZC3H15,-0.17632,0.029106,0.018242,day13,0.70792,NA
heavy,mono,rep1,ZC3H15,-0.17632,0.029106,0.018242,day7,0.15478,NA
heavy,mono,rep1,EMB,-0.20725,0.028764,0.017961,day13,-0.27494,NA
heavy,mono,rep1,EMB,-0.20725,0.028764,0.017961,day7,-0.62413,0.17868
heavy,mono,rep1,EXOSC6,-0.2305,0.023554,0.013948,day13,-2.984,0.10717
heavy,mono,rep1,EXOSC6,-0.2305,0.023554,0.013948,day7,-2.076,0.014338
heavy,mono,rep1,NARS1,-0.55736,0.022114,0.012739,day13,-5.3874,0.03367
heavy,mono,rep1,NARS1,-0.55736,0.022114,0.012739,day7,-1.3524,0.052942
heavy,mono,rep1,PHB1,-0.68823,0.013207,0.0065425,day13,-4.0307,0.023049
heavy,mono,rep1,PHB1,-0.68823,0.013207,0.0065425,day7,-1.4045,0.018116
heavy,mono,rep1,STRBP,-0.23121,0.025837,0.015954,day13,0.48475,NA
heavy,mono,rep1,STRBP,-0.23121,0.025837,0.015954,day7,0.5343,0.231772
heavy,mono,rep1,NSUN2,-0.16532,0.025602,0.015751,day13,1.2829,0.078079
heavy,mono,rep1,NSUN2,-0.16532,0.025602,0.015751,day7,0.5706,0.166675
heavy,mono,rep1,ACTR1A,-0.2605,0.025528,0.015587,day13,-2.6423,0.150386
heavy,mono,rep1,ACTR1A,-0.2605,0.025528,0.015587,day7,-0.32423,NA
heavy,mono,rep1,POP4,-0.23765,0.024642,0.01499,day13,-1.1343,0.365093
heavy,mono,rep1,POP4,-0.23765,0.024642,0.01499,day7,-0.36164,0.299585
heavy,mono,rep1,ESF1,-0.60557,0.024541,0.014872,day13,-2.5624,0.154238
heavy,mono,rep1,ESF1,-0.60557,0.024541,0.014872,day7,-2.2926,0.047971
heavy,mono,rep1,NAT10,-0.41706,0.024541,0.014845,day13,-4.6716,0.017419
heavy,mono,rep1,NAT10,-0.41706,0.024541,0.014845,day7,-1.1687,0.068871
heavy,mono,rep1,MRRF,-0.15004,0.024541,0.014777,day13,0.19038,NA
heavy,mono,rep1,MRRF,-0.15004,0.024541,0.014777,day7,0.41648,NA
heavy,mono,rep1,KRR1,-0.40191,0.024541,0.014722,day13,-4.9913,0.053152
heavy,mono,rep1,KRR1,-0.40191,0.024541,0.014722,day7,-0.75094,0.091429
heavy,mono,rep1,NOLC1,-0.25046,0.020632,0.011647,day13,-0.96603000000000006,0.20017
heavy,mono,rep1,NOLC1,-0.25046,0.020632,0.011647,day7,0.12369,NA
heavy,mono,rep1,PSMC1,-0.42244,0.024002,0.014324,day13,-3.7049,0.036698
heavy,mono,rep1,PSMC1,-0.42244,0.024002,0.014324,day7,-1.7231,0.015727
heavy,mono,rep1,LONP1,-0.35962,0.023988,0.01426,day13,-4.0874,0.093164
heavy,mono,rep1,LONP1,-0.35962,0.023988,0.01426,day7,-0.99743,0.149225
heavy,mono,rep1,NOB1,-0.38949,0.023485,0.013853,day13,-3.1763,0.047683
heavy,mono,rep1,NOB1,-0.38949,0.023485,0.013853,day7,-0.83572,0.098899
heavy,mono,rep1,RNF113A,-0.32489,0.023037,0.013536,day13,-2.8096,NA
heavy,mono,rep1,RNF113A,-0.32489,0.023037,0.013536,day7,-1.2131,0.089785
heavy,mono,rep1,COPS2,-0.42311,0.023027,0.013477,day13,-2.9937,0.035606
heavy,mono,rep1,COPS2,-0.42311,0.023027,0.013477,day7,-0.55169,0.299585
heavy,mono,rep1,FCF1,-0.56318,0.022555,0.013096,day13,-4.5403,0.023717
heavy,mono,rep1,FCF1,-0.56318,0.022555,0.013096,day7,-1.3795,0.011677
heavy,mono,rep1,RPS3A,-1.7907,0.018789,0.010347,day13,-5.4197,0.028172
heavy,mono,rep1,RPS3A,-1.7907,0.018789,0.010347,day7,-2.4382,0.014832
heavy,mono,rep1,LSM1,-0.21452,0.022378,0.012942,day13,0.31252,NA
heavy,mono,rep1,LSM1,-0.21452,0.022378,0.012942,day7,0.18386,NA
heavy,mono,rep1,RRP9,-0.49208,0.016502,0.0084856,day13,-4.7921,0.017865
heavy,mono,rep1,RRP9,-0.49208,0.016502,0.0084856,day7,-1.2429,0.014499
heavy,mono,rep1,DDX47,-1.6543,0.018298,0.0098987,day13,-3.3508,0.063585
heavy,mono,rep1,DDX47,-1.6543,0.018298,0.0098987,day7,-1.4067,0.192996
heavy,mono,rep1,WDR5,-0.5875,0.010505,0.0048667,day13,-2.8495,0.111118
heavy,mono,rep1,WDR5,-0.5875,0.010505,0.0048667,day7,-0.43956,NA
heavy,mono,rep1,BCLAF1,-0.2797,0.021492,0.012331,day13,0.55728,NA
heavy,mono,rep1,BCLAF1,-0.2797,0.021492,0.012331,day7,0.083886,NA
heavy,mono,rep1,ZNF622,-0.70397,0.021119,0.012068,day13,-0.58672,NA
heavy,mono,rep1,ZNF622,-0.70397,0.021119,0.012068,day7,0.34009,NA
heavy,mono,rep1,MRPS12,-0.23594,0.021101,0.012009,day13,-3.0135,0.056962
heavy,mono,rep1,MRPS12,-0.23594,0.021101,0.012009,day7,-0.4744,0.099071
heavy,mono,rep1,POP7,-0.36251,0.021101,0.011964,day13,-3.8392,0.119495
heavy,mono,rep1,POP7,-0.36251,0.021101,0.011964,day7,-0.48532,NA
heavy,mono,rep1,RRP15,-1.4825,0.017262,0.0091786,day13,-1.6246,NA
heavy,mono,rep1,RRP15,-1.4825,0.017262,0.0091786,day7,-0.37382,NA
heavy,mono,rep1,IARS2,-0.63322,0.020632,0.011642,day13,-5.42,0.047477
heavy,mono,rep1,IARS2,-0.63322,0.020632,0.011642,day7,-1.5851,0.044914
heavy,mono,rep1,ABT1,-0.77862,0.020268,0.011348,day13,-3.415,0.055219
heavy,mono,rep1,ABT1,-0.77862,0.020268,0.011348,day7,-1.2328,0.091429
heavy,mono,rep1,DDX18,-0.66503,0.020085,0.011153,day13,-3.7999,0.028993
heavy,mono,rep1,DDX18,-0.66503,0.020085,0.011153,day7,-1.1575,0.018635
heavy,mono,rep1,CNOT7,-0.21398,0.019432,0.010746,day13,1.459,0.04741
heavy,mono,rep1,CNOT7,-0.21398,0.019432,0.010746,day7,0.65022,0.189938
heavy,mono,rep1,FYTTD1,-0.12259,0.018367,0.01003,day13,0.90618,NA
heavy,mono,rep1,FYTTD1,-0.12259,0.018367,0.01003,day7,0.32269,NA
heavy,mono,rep1,RARS1,-0.59664,0.018298,0.0099078,day13,-4.2408,0.022987
heavy,mono,rep1,RARS1,-0.59664,0.018298,0.0099078,day7,-1.0872,0.028674
heavy,mono,rep1,KARS1,-0.39003,0.018298,0.0098534,day13,-5.5204,0.010618
heavy,mono,rep1,KARS1,-0.39003,0.018298,0.0098534,day7,-2.1731,0.006754
heavy,mono,rep1,PSMA1,-0.55679,0.017262,0.0091333,day13,-4.1249,0.027509
heavy,mono,rep1,PSMA1,-0.55679,0.017262,0.0091333,day7,-2.2277,0.003579
heavy,mono,rep1,MPHOSPH6,-0.71209,0.005607,0.0021446,day13,-0.52,NA
heavy,mono,rep1,MPHOSPH6,-0.71209,0.005607,0.0021446,day7,-0.44658,NA
heavy,mono,rep1,WDR3,-0.43548,0.016682,0.0086486,day13,-5.6515,0.023331
heavy,mono,rep1,WDR3,-0.43548,0.016682,0.0086486,day7,-1.3601,0.014494
heavy,mono,rep1,DDX21,-0.49179,0.016502,0.0085173,day13,-4.026,0.099386
heavy,mono,rep1,DDX21,-0.49179,0.016502,0.0085173,day7,-1.3009,0.056661
heavy,mono,rep1,DNM1,-0.36846,0.016403,0.0083905,day13,0.75521,NA
heavy,mono,rep1,DNM1,-0.36846,0.016403,0.0083905,day7,-0.08134,NA
heavy,mono,rep1,RPSA,-1.3469,0.016166,0.008232,day13,-4.3742,0.017865
heavy,mono,rep1,RPSA,-1.3469,0.016166,0.008232,day7,-2.905,0.002456
heavy,mono,rep1,DHX37,-0.88924,0.013207,0.0065425,day13,-4.4971,0.052872
heavy,mono,rep1,DHX37,-0.88924,0.013207,0.0065425,day7,-1.6556,0.034782
heavy,mono,rep1,ENDOG,-0.40647,0.015274,0.0077428,day13,1.0609,NA
heavy,mono,rep1,ENDOG,-0.40647,0.015274,0.0077428,day7,0.57431,0.209151
heavy,mono,rep1,FBP2,-0.28612,0.014581,0.0073578,day13,0.41673,NA
heavy,mono,rep1,FBP2,-0.28612,0.014581,0.0073578,day7,0.033199,NA
heavy,mono,rep1,RPP38,-0.28203,0.013999,0.0070317,day13,-3.4299,0.145916
heavy,mono,rep1,RPP38,-0.28203,0.013999,0.0070317,day7,-0.26338,NA
heavy,mono,rep1,RPS7,-0.95225,0.013411,0.0067056,day13,-3.645,0.046584
heavy,mono,rep1,RPS7,-0.95225,0.013411,0.0067056,day7,-1.7181,0.003806
heavy,mono,rep1,RPL39,-0.54319,0.013291,0.006615,day13,-4.3932,0.069235
heavy,mono,rep1,RPL39,-0.54319,0.013291,0.006615,day7,-1.6544,0.032503
heavy,mono,rep1,RPL8,-3.9892,8.2e-5,6.7939e-6,day13,-7.0793,0.006022
heavy,mono,rep1,RPL8,-3.9892,8.2e-5,6.7939e-6,day7,-2.6988,0.001715
heavy,mono,rep1,EIF2B2,-0.36168,0.013183,0.0064701,day13,-3.4832,0.040167
heavy,mono,rep1,EIF2B2,-0.36168,0.013183,0.0064701,day7,-0.8033,0.031004
heavy,mono,rep1,BUD23,-0.71458,0.00957,0.0042779,day13,-4.487,0.011473
heavy,mono,rep1,BUD23,-0.71458,0.00957,0.0042779,day7,-0.93882,0.031524
heavy,mono,rep1,HSPA9,-0.62821,0.011827,0.0057499,day13,-5.4675,0.019505
heavy,mono,rep1,HSPA9,-0.62821,0.011827,0.0057499,day7,-2.4284,0.00609
heavy,mono,rep1,ELP2,-0.15144,0.011677,0.0056457,day13,-1.9422,0.237913
heavy,mono,rep1,ELP2,-0.15144,0.011677,0.0056457,day7,0.071464,NA
heavy,mono,rep1,ISCU,-0.56811,0.011544,0.0055325,day13,-3.3514,0.030156
heavy,mono,rep1,ISCU,-0.56811,0.011544,0.0055325,day7,-0.9053,0.155048
heavy,mono,rep1,RPS10,-1.4646,0.009783,0.0044183,day13,-4.1114,0.046127
heavy,mono,rep1,RPS10,-1.4646,0.009783,0.0044183,day7,-2.2976,0.028325
heavy,mono,rep1,NUTF2,-0.29756,0.011296,0.0053876,day13,-6.8483,0.006165
heavy,mono,rep1,NUTF2,-0.29756,0.011296,0.0053876,day7,-2.4922,0.002456
heavy,mono,rep1,RBM47,-0.32315,0.011198,0.0053151,day13,1.4105,0.092457
heavy,mono,rep1,RBM47,-0.32315,0.011198,0.0053151,day7,0.86524,0.116948
heavy,mono,rep1,RIOK2,-0.52709,0.011195,0.0052879,day13,-0.66281,NA
heavy,mono,rep1,RIOK2,-0.52709,0.011195,0.0052879,day7,0.23678,NA
heavy,mono,rep1,RPL41,-0.39683,0.010899,0.0050977,day13,-0.62509,NA
heavy,mono,rep1,RPL41,-0.39683,0.010899,0.0050977,day7,-0.086812,NA
heavy,mono,rep1,XRCC5,-0.48081,0.010505,0.0048893,day13,-3.583,0.03639
heavy,mono,rep1,XRCC5,-0.48081,0.010505,0.0048893,day7,-0.45042,0.295923
heavy,mono,rep1,BYSL,-0.46845,0.010505,0.0048576,day13,-3.2709,0.124798
heavy,mono,rep1,BYSL,-0.46845,0.010505,0.0048576,day7,-1.0723,0.110062
heavy,mono,rep1,TUBA1B,-0.4882,0.010446,0.0047897,day13,-4.8716,0.058835
heavy,mono,rep1,TUBA1B,-0.4882,0.010446,0.0047897,day7,-1.6037,0.005758
heavy,mono,rep1,POLR1G,-0.7726,0.01033,0.0047127,day13,-3.7209,0.072764
heavy,mono,rep1,POLR1G,-0.7726,0.01033,0.0047127,day7,-0.31461,NA
