treatment,control,rep,gene,lfc,fdr,p_value,day,lfc.fitness,fdr.fitness
heavy,mono,rep1,CAVIN1,0.0023174,1,0.59071,day13,0.14562,NA
heavy,mono,rep1,CAVIN1,0.0023174,1,0.59071,day5,0.057147,NA
heavy,mono,rep1,MYH14,-0.021186,1,0.7057,day13,1.1319,NA
heavy,mono,rep1,MYH14,-0.021186,1,0.7057,day5,0.18887,NA
heavy,mono,rep1,ZCCHC14,0.0053085,1,0.59176,day13,1.897,NA
heavy,mono,rep1,ZCCHC14,0.0053085,1,0.59176,day5,0.46762,NA
heavy,mono,rep1,SEC61B,-0.066105,1,0.50542,day13,1.0777,NA
heavy,mono,rep1,SEC61B,-0.066105,1,0.50542,day5,0.27914,NA
heavy,mono,rep1,FAM98A,0.017918,1,0.59364,day13,0.9306,NA
heavy,mono,rep1,FAM98A,0.017918,1,0.59364,day5,0.078542,NA
heavy,mono,rep1,ZC3H12D,0.031357,1,0.54694,day13,-1.0338,0.347456
heavy,mono,rep1,ZC3H12D,0.031357,1,0.54694,day5,-0.98394,0.338665
heavy,mono,rep1,RBM5,-0.42003,1,0.24071,day13,-0.67411,0.511183
heavy,mono,rep1,RBM5,-0.42003,1,0.24071,day5,-1.3691,0.409015
heavy,mono,rep1,EEF1G,-0.028025,1,0.42787,day13,-2.5369,0.050101
heavy,mono,rep1,EEF1G,-0.028025,1,0.42787,day5,0.20617,NA
heavy,mono,rep1,DHX32,-0.058344,1,0.39356,day13,0.5643,NA
heavy,mono,rep1,DHX32,-0.058344,1,0.39356,day5,0.16077,NA
heavy,mono,rep1,APEX1,-0.028729,1,0.49363,day13,0.3902,NA
heavy,mono,rep1,APEX1,-0.028729,1,0.49363,day5,-0.066443,NA
heavy,mono,rep1,BZW2,0.023069,1,0.59803,day13,1.3061,NA
heavy,mono,rep1,BZW2,0.023069,1,0.59803,day5,0.71369,NA
heavy,mono,rep1,C1ORF204,0.020276,1,0.59836,day13,0.56661,NA
heavy,mono,rep1,C1ORF204,0.020276,1,0.59836,day5,0.12761,NA
heavy,mono,rep1,CKAP4,0.024125,1,0.59863,day13,0.84005,NA
heavy,mono,rep1,CKAP4,0.024125,1,0.59863,day5,0.56257,NA
heavy,mono,rep1,SMG5,-0.061338,1,0.62079,day13,-1.7593,NA
heavy,mono,rep1,SMG5,-0.061338,1,0.62079,day5,0.12406,NA
heavy,mono,rep1,RBM12B,0.0068922,1,0.60185,day13,0.4347,NA
heavy,mono,rep1,RBM12B,0.0068922,1,0.60185,day5,0.088028,NA
heavy,mono,rep1,FMR1,-0.1113,0.161559,0.14108,day13,0.84834,NA
heavy,mono,rep1,FMR1,-0.1113,0.161559,0.14108,day5,0.42574,NA
heavy,mono,rep1,LENG9,0.027172,1,0.60294,day13,1.4946,NA
heavy,mono,rep1,LENG9,0.027172,1,0.60294,day5,0.26822,NA
heavy,mono,rep1,MSL3,0.073198,1,0.60362,day13,1.0015,NA
heavy,mono,rep1,MSL3,0.073198,1,0.60362,day5,0.92579,NA
heavy,mono,rep1,MECP2,-0.012291,1,0.8783,day13,0.41179,NA
heavy,mono,rep1,MECP2,-0.012291,1,0.8783,day5,-0.56776,0.404839
heavy,mono,rep1,NAPA,0.053829,1,0.60394,day13,-1.9805,0.062649
heavy,mono,rep1,NAPA,0.053829,1,0.60394,day5,-0.89337,0.257323
heavy,mono,rep1,DAZ4,0.089735,1,0.56163,day13,-0.91769,0.494482
heavy,mono,rep1,DAZ4,0.089735,1,0.56163,day5,-1.6194,0.231464
heavy,mono,rep1,C1QBP,0.013565,1,0.56254,day13,-1.7448,NA
heavy,mono,rep1,C1QBP,0.013565,1,0.56254,day5,-0.30542,0.333004
heavy,mono,rep1,MRPL52,0.013382,1,0.60475,day13,-1.4882,0.262341
heavy,mono,rep1,MRPL52,0.013382,1,0.60475,day5,-0.075216,0.506592
heavy,mono,rep1,RBM4B,-0.19685,0.207187,0.20194,day13,1.4942,NA
heavy,mono,rep1,RBM4B,-0.19685,0.207187,0.20194,day5,0.83718,NA
heavy,mono,rep1,CADM1,-0.060625,1,0.52159,day13,-0.045179,0.513283
heavy,mono,rep1,CADM1,-0.060625,1,0.52159,day5,-0.20141,NA
heavy,mono,rep1,PABPC5,7.4882e-4,1,0.60538,day13,0.048234,NA
heavy,mono,rep1,PABPC5,7.4882e-4,1,0.60538,day5,0.26545,NA
heavy,mono,rep1,MOV10L1,0.01704,1,0.60614,day13,1.0601,NA
heavy,mono,rep1,MOV10L1,0.01704,1,0.60614,day5,-0.012762,NA
heavy,mono,rep1,MPP4,0.048171,1,0.60704,day13,0.7497,NA
heavy,mono,rep1,MPP4,0.048171,1,0.60704,day5,-0.56256,0.36387
heavy,mono,rep1,GEMIN4,0.040363,1,0.60717,day13,-1.8494,0.165368
heavy,mono,rep1,GEMIN4,0.040363,1,0.60717,day5,0.63297,NA
heavy,mono,rep1,R3HCC1,0.014466,1,0.60881,day13,1.6974,NA
heavy,mono,rep1,R3HCC1,0.014466,1,0.60881,day5,0.17231,NA
heavy,mono,rep1,EPRS1,-0.070874,1,0.37233,day13,-2.2719,0.222637
heavy,mono,rep1,EPRS1,-0.070874,1,0.37233,day5,0.38129,NA
heavy,mono,rep1,LLPH,0.08551,1,0.57142,day13,-0.60844,NA
heavy,mono,rep1,LLPH,0.08551,1,0.57142,day5,-0.40118,0.326037
heavy,mono,rep1,APEH,0.018127,1,0.61166,day13,1.1246,NA
heavy,mono,rep1,APEH,0.018127,1,0.61166,day5,-0.34004,NA
heavy,mono,rep1,SUMO1,-0.068262,1,0.4954,day13,0.60856,NA
heavy,mono,rep1,SUMO1,-0.068262,1,0.4954,day5,0.49298,NA
heavy,mono,rep1,WARS2,-0.048583,1,0.79793,day13,-2.1145,0.094936
heavy,mono,rep1,WARS2,-0.048583,1,0.79793,day5,0.16627,NA
heavy,mono,rep1,TNS1,0.049829,1,0.61235,day13,1.0271,NA
heavy,mono,rep1,TNS1,0.049829,1,0.61235,day5,0.47228,NA
heavy,mono,rep1,DGCR8,0.01064,1,0.61323,day13,-3.1004,0.065698
heavy,mono,rep1,DGCR8,0.01064,1,0.61323,day5,-0.6758,0.404235
heavy,mono,rep1,MANF,-0.053052,1,0.42745,day13,-0.058174,NA
heavy,mono,rep1,MANF,-0.053052,1,0.42745,day5,0.35513,NA
heavy,mono,rep1,MRPS28,-0.066836,1,0.48315,day13,0.18715,NA
heavy,mono,rep1,MRPS28,-0.066836,1,0.48315,day5,-0.099211,NA
heavy,mono,rep1,SETD7,0.0077918,1,0.61363,day13,0.93398,NA
heavy,mono,rep1,SETD7,0.0077918,1,0.61363,day5,0.047403,NA
heavy,mono,rep1,HAS1,0.0088703,1,0.57632,day13,2.0417,0.004631
heavy,mono,rep1,HAS1,0.0088703,1,0.57632,day5,0.67231,NA
heavy,mono,rep1,ANP32A,-0.10885,1,0.53501,day13,-1.0515,0.401796
heavy,mono,rep1,ANP32A,-0.10885,1,0.53501,day5,-1.5714,0.186119
heavy,mono,rep1,FBN1,0.038732,1,0.61509,day13,1.0597,NA
heavy,mono,rep1,FBN1,0.038732,1,0.61509,day5,0.39192,NA
heavy,mono,rep1,POLR2B,0.0067239,1,0.61582,day13,-0.38366,0.527108
heavy,mono,rep1,POLR2B,0.0067239,1,0.61582,day5,-0.29745,NA
heavy,mono,rep1,PURA,0.087779,1,0.61725,day13,1.2335,NA
heavy,mono,rep1,PURA,0.087779,1,0.61725,day5,0.56469,NA
heavy,mono,rep1,RPN1,0.0080031,1,0.6174,day13,-3.0975,NA
heavy,mono,rep1,RPN1,0.0080031,1,0.6174,day5,-0.046043,NA
heavy,mono,rep1,PRR3,0.043589,1,0.61784,day13,1.0074,NA
heavy,mono,rep1,PRR3,0.043589,1,0.61784,day5,0.32116,NA
heavy,mono,rep1,HARS1,-0.41711,0.089621,0.068145,day13,-2.2635,0.109683
heavy,mono,rep1,HARS1,-0.41711,0.089621,0.068145,day5,-0.59247,0.299004
heavy,mono,rep1,PATL2,-0.026836,1,0.65336,day13,1.3634,NA
heavy,mono,rep1,PATL2,-0.026836,1,0.65336,day5,0.085874,NA
heavy,mono,rep1,NONO,0.023719,1,0.61875,day13,-0.46272,NA
heavy,mono,rep1,NONO,0.023719,1,0.61875,day5,-0.09046,NA
heavy,mono,rep1,TARS1,-0.22727,0.100463,0.078472,day13,-2.3683,0.136989
heavy,mono,rep1,TARS1,-0.22727,0.100463,0.078472,day5,0.10563,NA
heavy,mono,rep1,STAU2,-0.020932,1,0.78349,day13,-0.37107,0.517661
heavy,mono,rep1,STAU2,-0.020932,1,0.78349,day5,-0.028124,NA
heavy,mono,rep1,WDR6,0.015114,1,0.62062,day13,-0.14637,NA
heavy,mono,rep1,WDR6,0.015114,1,0.62062,day5,-0.087923,0.194899
heavy,mono,rep1,TCEA1,-0.036221,1,0.47692,day13,0.64714,NA
heavy,mono,rep1,TCEA1,-0.036221,1,0.47692,day5,0.19776,NA
heavy,mono,rep1,HTATSF1,0.044613,1,0.62166,day13,-0.0017546,NA
heavy,mono,rep1,HTATSF1,0.044613,1,0.62166,day5,0.45296,NA
heavy,mono,rep1,MDH2,0.018758,1,0.58788,day13,0.35438,NA
heavy,mono,rep1,MDH2,0.018758,1,0.58788,day5,0.084479,NA
heavy,mono,rep1,MRPS15,-0.052353,1,0.80467,day13,-0.41591,0.468667
heavy,mono,rep1,MRPS15,-0.052353,1,0.80467,day5,0.30938,NA
heavy,mono,rep1,MTHFD1,0.021269,1,0.62349,day13,-0.23881,0.481928
heavy,mono,rep1,MTHFD1,0.021269,1,0.62349,day5,0.049109,NA
heavy,mono,rep1,SUPV3L1,-0.020987,1,0.50368,day13,-0.85609,0.269576
heavy,mono,rep1,SUPV3L1,-0.020987,1,0.50368,day5,0.2107,NA
heavy,mono,rep1,WDR4,0.013026,1,0.62386,day13,-0.3288,NA
heavy,mono,rep1,WDR4,0.013026,1,0.62386,day5,-0.53684,0.162232
heavy,mono,rep1,PPIG,-0.028582,1,0.80453,day13,0.11554,NA
heavy,mono,rep1,PPIG,-0.028582,1,0.80453,day5,-0.24653,NA
heavy,mono,rep1,EIF1AD,0.041584,1,0.59052,day13,-0.95525,NA
heavy,mono,rep1,EIF1AD,0.041584,1,0.59052,day5,-1.6577,NA
heavy,mono,rep1,LSM12,0.0056574,1,0.62646,day13,-1.5398,0.383461
heavy,mono,rep1,LSM12,0.0056574,1,0.62646,day5,0.21883,NA
heavy,mono,rep1,SRBD1,0.018293,1,0.62694,day13,0.099144,NA
heavy,mono,rep1,SRBD1,0.018293,1,0.62694,day5,0.47272,NA
heavy,mono,rep1,SNRPC,0.049136,1,0.62785,day13,-1.0102,NA
heavy,mono,rep1,SNRPC,0.049136,1,0.62785,day5,-0.73454,NA
heavy,mono,rep1,OASL,-0.04211,1,0.7029,day13,1.1347,NA
heavy,mono,rep1,OASL,-0.04211,1,0.7029,day5,-0.28558,NA
heavy,mono,rep1,YWHAE,0.017702,1,0.62866,day13,1.0306,NA
heavy,mono,rep1,YWHAE,0.017702,1,0.62866,day5,0.3039,NA
heavy,mono,rep1,KPNA2,-0.030055,1,0.82074,day13,1.1696,NA
heavy,mono,rep1,KPNA2,-0.030055,1,0.82074,day5,0.47263,NA
heavy,mono,rep1,ADAD1,0.022398,1,0.63108,day13,-0.3629,NA
heavy,mono,rep1,ADAD1,0.022398,1,0.63108,day5,-0.2182,NA
heavy,mono,rep1,CTU1,0.0085974,1,0.6315,day13,-0.44481,0.231931
heavy,mono,rep1,CTU1,0.0085974,1,0.6315,day5,0.15213,NA
heavy,mono,rep1,GANAB,0.026179,1,0.63163,day13,0.3648,NA
heavy,mono,rep1,GANAB,0.026179,1,0.63163,day5,-0.76419,0.404235
heavy,mono,rep1,OSGEPL1,0.0068292,1,0.63313,day13,-0.54215,NA
heavy,mono,rep1,OSGEPL1,0.0068292,1,0.63313,day5,0.57743,NA
heavy,mono,rep1,EED,-0.022759,1,0.4252,day13,0.89395,NA
heavy,mono,rep1,EED,-0.022759,1,0.4252,day5,-0.28884,0.470794
heavy,mono,rep1,TRMT12,0.065781,1,0.63458,day13,1.6311,NA
heavy,mono,rep1,TRMT12,0.065781,1,0.63458,day5,0.10167,NA
heavy,mono,rep1,XIRP1,0.062531,1,0.63637,day13,1.7347,NA
heavy,mono,rep1,XIRP1,0.062531,1,0.63637,day5,0.62828,NA
heavy,mono,rep1,PCNP,0.045013,1,0.63665,day13,-0.45325,0.422431
heavy,mono,rep1,PCNP,0.045013,1,0.63665,day5,-0.12817,0.48166
heavy,mono,rep1,DUT,-0.0050442,1,0.88232,day13,-3.1459,0.040892
heavy,mono,rep1,DUT,-0.0050442,1,0.88232,day5,0.065708,NA
heavy,mono,rep1,RPRD1B,0.021752,1,0.60774,day13,0.10787,NA
heavy,mono,rep1,RPRD1B,0.021752,1,0.60774,day5,-0.35502,NA
heavy,mono,rep1,NPM3,0.025892,1,0.63801,day13,0.73529,NA
heavy,mono,rep1,NPM3,0.025892,1,0.63801,day5,0.10821,NA
heavy,mono,rep1,EIF2S2,-0.25969,1,0.19982,day13,-1.5788,0.392727
heavy,mono,rep1,EIF2S2,-0.25969,1,0.19982,day5,-0.67919,0.426118
heavy,mono,rep1,RNASE4,0.068307,1,0.63829,day13,0.71452,NA
heavy,mono,rep1,RNASE4,0.068307,1,0.63829,day5,0.13257,NA
heavy,mono,rep1,ATXN2,-0.050513,1,0.45567,day13,-0.27284,0.47357
heavy,mono,rep1,ATXN2,-0.050513,1,0.45567,day5,-0.54167,0.451822
heavy,mono,rep1,DBT,0.064059,1,0.63967,day13,-0.32106,NA
heavy,mono,rep1,DBT,0.064059,1,0.63967,day5,0.20434,NA
heavy,mono,rep1,DND1,0.013236,1,0.63981,day13,1.2423,NA
heavy,mono,rep1,DND1,0.013236,1,0.63981,day5,0.19996,NA
heavy,mono,rep1,NANOS1,-0.072922,1,0.80693,day13,0.1103,NA
heavy,mono,rep1,NANOS1,-0.072922,1,0.80693,day5,0.11265,NA
heavy,mono,rep1,APOBEC3B,0.027454,1,0.64055,day13,1.2845,NA
heavy,mono,rep1,APOBEC3B,0.027454,1,0.64055,day5,0.34989,NA
heavy,mono,rep1,IDH1,-0.064856,1,0.26931,day13,0.89762,NA
heavy,mono,rep1,IDH1,-0.064856,1,0.26931,day5,-1.0058,0.303446
heavy,mono,rep1,RNASE1,0.0041523,1,0.64098,day13,0.65459,NA
heavy,mono,rep1,RNASE1,0.0041523,1,0.64098,day5,-0.16155,NA
heavy,mono,rep1,GSPT1,-0.46286,0.128171,0.10514,day13,-1.3952,0.388089
heavy,mono,rep1,GSPT1,-0.46286,0.128171,0.10514,day5,-0.53478,NA
heavy,mono,rep1,ANKHD1,-0.049719,1,0.70617,day13,0.97262,NA
heavy,mono,rep1,ANKHD1,-0.049719,1,0.70617,day5,-0.17611,NA
heavy,mono,rep1,HNRNPA0,-0.14545,1,0.52615,day13,-0.7684,0.404771
heavy,mono,rep1,HNRNPA0,-0.14545,1,0.52615,day5,-0.66434,NA
heavy,mono,rep1,KHSRP,-0.038546,1,0.54021,day13,-1.1101,0.335775
heavy,mono,rep1,KHSRP,-0.038546,1,0.54021,day5,-1.2218,0.323016
heavy,mono,rep1,USB1,-0.08949,1,0.31306,day13,0.3683,NA
heavy,mono,rep1,USB1,-0.08949,1,0.31306,day5,-0.40487,0.525338
heavy,mono,rep1,H4C5,-0.011949,1,0.42564,day13,0.60895,NA
heavy,mono,rep1,H4C5,-0.011949,1,0.42564,day5,0.88167,NA
heavy,mono,rep1,DUSP11,0.022256,1,0.64425,day13,0.41439,NA
heavy,mono,rep1,DUSP11,0.022256,1,0.64425,day5,-0.36299,0.400859
heavy,mono,rep1,PRPF3,0.047848,1,0.64515,day13,-0.87032,0.244937
heavy,mono,rep1,PRPF3,0.047848,1,0.64515,day5,-0.33445,0.514751
heavy,mono,rep1,AIMP1,0.022732,1,0.64526,day13,0.48261,NA
heavy,mono,rep1,AIMP1,0.022732,1,0.64526,day5,0.024631,NA
heavy,mono,rep1,RPL22L1,-0.097836,1,0.40712,day13,-0.52387,0.203174
heavy,mono,rep1,RPL22L1,-0.097836,1,0.40712,day5,0.02376,NA
heavy,mono,rep1,EEF1E1,-0.054123,1,0.78321,day13,0.81312,NA
heavy,mono,rep1,EEF1E1,-0.054123,1,0.78321,day5,-0.64883,NA
heavy,mono,rep1,SSB,0.010204,1,0.64655,day13,0.79203,NA
heavy,mono,rep1,SSB,0.010204,1,0.64655,day5,0.31755,NA
heavy,mono,rep1,HNRNPD,-0.023431,1,0.83401,day13,1.2401,NA
heavy,mono,rep1,HNRNPD,-0.023431,1,0.83401,day5,0.71734,NA
heavy,mono,rep1,MRPL3,-0.055454,1,0.64292,day13,-3.1696,0.051987
heavy,mono,rep1,MRPL3,-0.055454,1,0.64292,day5,-0.8947,0.323109
heavy,mono,rep1,ERH,-0.10492,0.215038,0.21256,day13,-1.6627,0.35528
heavy,mono,rep1,ERH,-0.10492,0.215038,0.21256,day5,-0.26869,NA
heavy,mono,rep1,HRH1,0.01212,1,0.64764,day13,1.275,NA
heavy,mono,rep1,HRH1,0.01212,1,0.64764,day5,0.074664,NA
heavy,mono,rep1,TRMT5,0.042085,1,0.64796,day13,-0.91197,0.425767
heavy,mono,rep1,TRMT5,0.042085,1,0.64796,day5,0.12604,NA
heavy,mono,rep1,BCDIN3D,0.01691,1,0.64809,day13,1.1334,NA
heavy,mono,rep1,BCDIN3D,0.01691,1,0.64809,day5,0.18681,NA
heavy,mono,rep1,FAS,0.03081,1,0.65029,day13,0.9936,NA
heavy,mono,rep1,FAS,0.03081,1,0.65029,day5,0.19653,NA
heavy,mono,rep1,LRRC59,-0.035066,1,0.77235,day13,1.0784,NA
heavy,mono,rep1,LRRC59,-0.035066,1,0.77235,day5,0.047456,NA
heavy,mono,rep1,CPSF4L,0.03982,1,0.65092,day13,0.47645,NA
heavy,mono,rep1,CPSF4L,0.03982,1,0.65092,day5,-0.23692,NA
heavy,mono,rep1,PUS7,-0.004339,1,0.53724,day13,0.32927,NA
heavy,mono,rep1,PUS7,-0.004339,1,0.53724,day5,-0.481,NA
heavy,mono,rep1,ASCC1,0.021917,1,0.65287,day13,0.95442,NA
heavy,mono,rep1,ASCC1,0.021917,1,0.65287,day5,0.054645,NA
heavy,mono,rep1,APOBEC3F,-0.046833,1,0.81601,day13,1.6709,NA
heavy,mono,rep1,APOBEC3F,-0.046833,1,0.81601,day5,0.30921,NA
heavy,mono,rep1,XPO7,0.061876,1,0.65515,day13,0.68689,NA
heavy,mono,rep1,XPO7,0.061876,1,0.65515,day5,-0.29489,NA
heavy,mono,rep1,TENT4A,0.061409,1,0.6572,day13,1.369,NA
heavy,mono,rep1,TENT4A,0.061409,1,0.6572,day5,0.38208,NA
heavy,mono,rep1,TASOR,-0.10368,0.217625,0.21612,day13,0.94495,NA
heavy,mono,rep1,TASOR,-0.10368,0.217625,0.21612,day5,-0.077453,NA
heavy,mono,rep1,METTL2A,-0.30836,0.134,0.11053,day13,-0.23303,0.527108
heavy,mono,rep1,METTL2A,-0.30836,0.134,0.11053,day5,-0.97081,0.378931
heavy,mono,rep1,MRPL10,0.031453,1,0.6591,day13,-1.913,0.10349
heavy,mono,rep1,MRPL10,0.031453,1,0.6591,day5,-0.42098,0.460446
heavy,mono,rep1,NOL3,0.055934,1,0.63784,day13,0.34405,NA
heavy,mono,rep1,NOL3,0.055934,1,0.63784,day5,0.58548,NA
heavy,mono,rep1,PNRC2,-0.094469,1,0.27048,day13,-0.83701,NA
heavy,mono,rep1,PNRC2,-0.094469,1,0.27048,day5,-0.41414,0.300585
heavy,mono,rep1,METTL5,0.064728,1,0.66044,day13,0.76792,NA
heavy,mono,rep1,METTL5,0.064728,1,0.66044,day5,0.4205,NA
heavy,mono,rep1,RRP36,-0.13518,1,0.15628,day13,-1.5005,0.339177
heavy,mono,rep1,RRP36,-0.13518,1,0.15628,day5,-0.40374,NA
heavy,mono,rep1,PSTK,-0.02952,1,0.62438,day13,0.70829,NA
heavy,mono,rep1,PSTK,-0.02952,1,0.62438,day5,0.80485,NA
heavy,mono,rep1,MRPL32,-0.059384,1,0.25223,day13,-0.97589,0.416031
heavy,mono,rep1,MRPL32,-0.059384,1,0.25223,day5,-0.30897,NA
heavy,mono,rep1,RBM38,0.038961,1,0.66168,day13,2.0613,0.004631
heavy,mono,rep1,RBM38,0.038961,1,0.66168,day5,1.1574,NA
heavy,mono,rep1,MRPL53,0.031671,1,0.66194,day13,-1.7278,0.104509
heavy,mono,rep1,MRPL53,0.031671,1,0.66194,day5,0.069188,NA
heavy,mono,rep1,UBE2L3,0.073072,1,0.66232,day13,-1.7172,0.262525
heavy,mono,rep1,UBE2L3,0.073072,1,0.66232,day5,-0.59779,0.400936
heavy,mono,rep1,PUS10,0.033712,1,0.66245,day13,0.48887,NA
heavy,mono,rep1,PUS10,0.033712,1,0.66245,day5,-0.1808,NA
heavy,mono,rep1,RAC1,-0.088965,1,0.4528,day13,0.49807,NA
heavy,mono,rep1,RAC1,-0.088965,1,0.4528,day5,0.687,NA
heavy,mono,rep1,PRPF19,-0.18004,0.14019,0.11629,day13,-4.2876,0.002769
heavy,mono,rep1,PRPF19,-0.18004,0.14019,0.11629,day5,-0.48206,0.372465
heavy,mono,rep1,SECISBP2,-0.077131,1,0.46994,day13,0.20544,NA
heavy,mono,rep1,SECISBP2,-0.077131,1,0.46994,day5,0.16094,NA
heavy,mono,rep1,EZR,0.081312,1,0.6641,day13,1.1679,NA
heavy,mono,rep1,EZR,0.081312,1,0.6641,day5,-0.096914,0.493021
heavy,mono,rep1,UCHL5,0.062833,1,0.64423,day13,1.5475,NA
heavy,mono,rep1,UCHL5,0.062833,1,0.64423,day5,0.79819,NA
heavy,mono,rep1,NUFIP1,-0.22268,1,0.22957,day13,-0.21828,NA
heavy,mono,rep1,NUFIP1,-0.22268,1,0.22957,day5,-0.28576,NA
heavy,mono,rep1,POLR2E,-0.21747,1,0.50626,day13,-2.004,0.110576
heavy,mono,rep1,POLR2E,-0.21747,1,0.50626,day5,-0.5037,0.375992
heavy,mono,rep1,CCAR1,-0.062336,1,0.6295,day13,-0.36425,0.491594
heavy,mono,rep1,CCAR1,-0.062336,1,0.6295,day5,0.094996,NA
heavy,mono,rep1,MACROH2A1,-0.032769,1,0.61905,day13,1.0754,NA
heavy,mono,rep1,MACROH2A1,-0.032769,1,0.61905,day5,0.02412,NA
heavy,mono,rep1,RBM7,-0.001516,1,0.86923,day13,0.25744,NA
heavy,mono,rep1,RBM7,-0.001516,1,0.86923,day5,-1.5522,0.185858
heavy,mono,rep1,G3BP2,0.058347,1,0.65005,day13,0.66441,NA
heavy,mono,rep1,G3BP2,0.058347,1,0.65005,day5,0.10262,NA
heavy,mono,rep1,RBM20,0.0035907,1,0.66835,day13,1.2943,NA
heavy,mono,rep1,RBM20,0.0035907,1,0.66835,day5,0.5166,NA
heavy,mono,rep1,THUMPD2,0.018551,1,0.66862,day13,1.0152,NA
heavy,mono,rep1,THUMPD2,0.018551,1,0.66862,day5,0.3073,NA
heavy,mono,rep1,SRP68,-0.090212,1,0.44883,day13,-0.85384,0.38276
heavy,mono,rep1,SRP68,-0.090212,1,0.44883,day5,-0.10239,NA
heavy,mono,rep1,AFP,-0.025468,1,0.64616,day13,0.94099,NA
heavy,mono,rep1,AFP,-0.025468,1,0.64616,day5,0.069527,NA
heavy,mono,rep1,MRPL19,-0.074172,1,0.62063,day13,-1.5714,0.167474
heavy,mono,rep1,MRPL19,-0.074172,1,0.62063,day5,-0.22026,NA
heavy,mono,rep1,COPZ1,0.032206,1,0.6533,day13,-2.7323,0.207903
heavy,mono,rep1,COPZ1,0.032206,1,0.6533,day5,-0.99242,0.369658
heavy,mono,rep1,MRPS35,-0.047873,1,0.71569,day13,-0.24009,NA
heavy,mono,rep1,MRPS35,-0.047873,1,0.71569,day5,0.86764,NA
heavy,mono,rep1,TFAM,-0.051563,1,0.49802,day13,-0.44641,NA
heavy,mono,rep1,TFAM,-0.051563,1,0.49802,day5,0.46222,NA
heavy,mono,rep1,PNN,-0.0075492,1,0.60764,day13,-1.6715,0.217558
heavy,mono,rep1,PNN,-0.0075492,1,0.60764,day5,-1.161,0.21408
heavy,mono,rep1,KIN,0.025058,1,0.67246,day13,0.28139,NA
heavy,mono,rep1,KIN,0.025058,1,0.67246,day5,0.77874,NA
heavy,mono,rep1,LSM11,0.054976,1,0.67425,day13,-0.3294,0.482923
heavy,mono,rep1,LSM11,0.054976,1,0.67425,day5,0.61988,NA
heavy,mono,rep1,TSEN2,-0.065053,1,0.44651,day13,-0.25531,NA
heavy,mono,rep1,TSEN2,-0.065053,1,0.44651,day5,-0.21019,0.508529
heavy,mono,rep1,CPLX2,0.066496,1,0.6587,day13,0.45389,NA
heavy,mono,rep1,CPLX2,0.066496,1,0.6587,day5,-0.83839,0.232154
heavy,mono,rep1,PEBP1,0.030745,1,0.67517,day13,0.50214,NA
heavy,mono,rep1,PEBP1,0.030745,1,0.67517,day5,-0.10336,NA
heavy,mono,rep1,TCF20,0.015188,1,0.67538,day13,0.46821,NA
heavy,mono,rep1,TCF20,0.015188,1,0.67538,day5,0.14987,NA
heavy,mono,rep1,ANKRD17,0.0038474,1,0.6755,day13,0.82901,NA
heavy,mono,rep1,ANKRD17,0.0038474,1,0.6755,day5,0.41937,NA
heavy,mono,rep1,RBFOX2,0.04069,1,0.67582,day13,0.87553,NA
heavy,mono,rep1,RBFOX2,0.04069,1,0.67582,day5,-0.0020609,NA
heavy,mono,rep1,CANX,-0.044042,1,0.54225,day13,0.2733,NA
heavy,mono,rep1,CANX,-0.044042,1,0.54225,day5,-0.4074,0.357761
heavy,mono,rep1,DHX40,0.033375,1,0.67716,day13,-0.14553,0.496283
heavy,mono,rep1,DHX40,0.033375,1,0.67716,day5,-0.41183,0.369658
heavy,mono,rep1,XPOT,-0.031101,1,0.49119,day13,1.1288,NA
heavy,mono,rep1,XPOT,-0.031101,1,0.49119,day5,-0.0038833,NA
heavy,mono,rep1,EIF4E3,0.064815,1,0.67765,day13,0.48823,NA
heavy,mono,rep1,EIF4E3,0.064815,1,0.67765,day5,-0.22643,0.46458
heavy,mono,rep1,GPR161,-0.11255,1,0.31961,day13,1.1651,NA
heavy,mono,rep1,GPR161,-0.11255,1,0.31961,day5,-0.48104,0.443463
heavy,mono,rep1,AGO4,0.026027,1,0.67899,day13,0.76771,NA
heavy,mono,rep1,AGO4,0.026027,1,0.67899,day5,0.38266,NA
heavy,mono,rep1,TRNT1,-0.21124,1,0.2939,day13,-0.56454,NA
heavy,mono,rep1,TRNT1,-0.21124,1,0.2939,day5,-0.34406,NA
heavy,mono,rep1,CTNND1,-0.019243,1,0.67448,day13,1.8,NA
heavy,mono,rep1,CTNND1,-0.019243,1,0.67448,day5,0.52093,NA
heavy,mono,rep1,PRORP,-6.5397e-4,1,0.80006,day13,-2.3639,0.144599
heavy,mono,rep1,PRORP,-6.5397e-4,1,0.80006,day5,-0.2885,0.525419
heavy,mono,rep1,OAS1,0.031557,1,0.68008,day13,0.53274,NA
heavy,mono,rep1,OAS1,0.031557,1,0.68008,day5,-0.18214,0.400936
heavy,mono,rep1,XPO5,-0.11696,0.165142,0.14536,day13,-1.0843,0.154829
heavy,mono,rep1,XPO5,-0.11696,0.165142,0.14536,day5,-0.61665,0.369658
heavy,mono,rep1,AGO1,-0.11229,1,0.49905,day13,0.22823,NA
heavy,mono,rep1,AGO1,-0.11229,1,0.49905,day5,-0.070076,NA
heavy,mono,rep1,TUBB,-0.85335,0.041664,0.028704,day13,-1.7973,0.321628
heavy,mono,rep1,TUBB,-0.85335,0.041664,0.028704,day5,0.014906,NA
