treatment,control,rep,gene,lfc,fdr,p_value,day,lfc.fitness,fdr.fitness
heavy,mono,rep1,CTTN,0.11252,1,0.039067,day5,-0.012598,NA
heavy,mono,rep1,PRPF38A,0.26995,0.089698,0.03928,day13,-2.0244,0.112139
heavy,mono,rep1,PRPF38A,0.26995,0.089698,0.03928,day5,-0.49219,0.394556
heavy,mono,rep1,PPID,0.17134,0.089698,0.03938,day13,0.91608,NA
heavy,mono,rep1,PPID,0.17134,0.089698,0.03938,day5,0.35135,NA
heavy,mono,rep1,ADARB2,0.15916,0.089715,0.039661,day13,1.302,NA
heavy,mono,rep1,ADARB2,0.15916,0.089715,0.039661,day5,0.096588,NA
heavy,mono,rep1,LAGE3,0.13594,1,0.040091,day13,-0.26585,NA
heavy,mono,rep1,LAGE3,0.13594,1,0.040091,day5,0.33206,NA
heavy,mono,rep1,QTRT1,0.17063,0.091156,0.040575,day13,0.70737,NA
heavy,mono,rep1,QTRT1,0.17063,0.091156,0.040575,day5,0.082467,NA
heavy,mono,rep1,ELAVL4,0.076728,1,0.041971,day13,1.6812,NA
heavy,mono,rep1,ELAVL4,0.076728,1,0.041971,day5,0.54772,NA
heavy,mono,rep1,SKIC2,0.12191,0.093246,0.042668,day13,0.47898,NA
heavy,mono,rep1,SKIC2,0.12191,0.093246,0.042668,day5,-0.23892,0.512167
heavy,mono,rep1,RPTOR,0.13292,0.093246,0.043058,day13,-2.871,0.122121
heavy,mono,rep1,RPTOR,0.13292,0.093246,0.043058,day5,0.20258,NA
heavy,mono,rep1,LMF2,0.19844,0.093246,0.043071,day13,1.5535,NA
heavy,mono,rep1,LMF2,0.19844,0.093246,0.043071,day5,0.49421,NA
heavy,mono,rep1,MTRF1L,0.20321,0.093246,0.043125,day13,0.51026,NA
heavy,mono,rep1,MTRF1L,0.20321,0.093246,0.043125,day5,-0.074866,0.467504
heavy,mono,rep1,PPARGC1B,0.14605,1,0.038361,day13,1.4333,NA
heavy,mono,rep1,PPARGC1B,0.14605,1,0.038361,day5,0.68417,NA
heavy,mono,rep1,ALDOA,0.29315,0.093246,0.043212,day13,-2.7978,0.038548
heavy,mono,rep1,ALDOA,0.29315,0.093246,0.043212,day5,-0.21404,0.50942
heavy,mono,rep1,RUVBL2,0.19131,0.093308,0.04356,day13,-2.6638,0.183789
heavy,mono,rep1,RUVBL2,0.19131,0.093308,0.04356,day5,-0.82411,0.216517
heavy,mono,rep1,ATXN2L,0.12718,0.093308,0.043809,day13,0.1698,NA
heavy,mono,rep1,ATXN2L,0.12718,0.093308,0.043809,day5,-0.16602,0.442724
heavy,mono,rep1,HDLBP,0.20277,0.094278,0.044552,day13,1.7624,NA
heavy,mono,rep1,HDLBP,0.20277,0.094278,0.044552,day5,0.85703,NA
heavy,mono,rep1,SNRPB,0.088548,1,0.045789,day13,-2.7211,0.076664
heavy,mono,rep1,SNRPB,0.088548,1,0.045789,day5,-0.98074,0.270386
heavy,mono,rep1,C1ORF52,0.16955,0.097407,0.046328,day13,0.056441,NA
heavy,mono,rep1,C1ORF52,0.16955,0.097407,0.046328,day5,0.37959,NA
heavy,mono,rep1,DNAAF2,0.13532,1,0.046332,day13,-0.19163,NA
heavy,mono,rep1,DNAAF2,0.13532,1,0.046332,day5,-0.18675,NA
heavy,mono,rep1,SCAMP2,0.19394,0.097716,0.046921,day13,-0.69788,NA
heavy,mono,rep1,SCAMP2,0.19394,0.097716,0.046921,day5,-0.50859,0.137614
heavy,mono,rep1,YAP1,0.12399,0.097716,0.04707,day13,0.51344,NA
heavy,mono,rep1,YAP1,0.12399,0.097716,0.04707,day5,-0.54937,0.408462
heavy,mono,rep1,RANBP6,0.14875,0.093246,0.0427,day13,1.074,NA
heavy,mono,rep1,RANBP6,0.14875,0.093246,0.0427,day5,-0.38983,NA
heavy,mono,rep1,ENSA,0.13029,1,0.048044,day13,0.98998,NA
heavy,mono,rep1,ENSA,0.13029,1,0.048044,day5,0.82068,NA
heavy,mono,rep1,TOE1,0.11974,0.099586,0.048493,day13,-0.9683,0.366408
heavy,mono,rep1,TOE1,0.11974,0.099586,0.048493,day5,0.39588,NA
heavy,mono,rep1,DCTN2,-0.15768,1,0.21334,day13,-2.0523,0.057401
heavy,mono,rep1,DCTN2,-0.15768,1,0.21334,day5,-0.36138,0.466633
heavy,mono,rep1,CLNS1A,0.128,0.099586,0.048728,day13,-1.2805,0.231191
heavy,mono,rep1,CLNS1A,0.128,0.099586,0.048728,day5,0.49736,NA
heavy,mono,rep1,MCHERRY,0.15813,0.099586,0.048882,day13,0.97488,NA
heavy,mono,rep1,MCHERRY,0.15813,0.099586,0.048882,day5,-0.15814,NA
heavy,mono,rep1,TEP1,0.13485,0.10086,0.049815,day13,0.46116,NA
heavy,mono,rep1,TEP1,0.13485,0.10086,0.049815,day5,-0.12014,0.402644
heavy,mono,rep1,TTF2,0.060025,1,0.050594,day13,-2.1691,0.157914
heavy,mono,rep1,TTF2,0.060025,1,0.050594,day5,-0.67425,0.332761
heavy,mono,rep1,TAF2,0.20913,0.102732,0.051591,day13,-1.0525,0.459452
heavy,mono,rep1,TAF2,0.20913,0.102732,0.051591,day5,0.46933,NA
heavy,mono,rep1,CSDC2,0.17351,0.102732,0.051754,day13,-0.08562,NA
heavy,mono,rep1,CSDC2,0.17351,0.102732,0.051754,day5,-0.34641,0.46458
heavy,mono,rep1,MATR3,0.16894,0.102732,0.051962,day13,0.24478,NA
heavy,mono,rep1,MATR3,0.16894,0.102732,0.051962,day5,-0.038054,0.516923
heavy,mono,rep1,DIO1,0.14495,0.102732,0.052152,day13,1.4045,NA
heavy,mono,rep1,DIO1,0.14495,0.102732,0.052152,day5,0.49505,NA
heavy,mono,rep1,SRSF9,0.12148,0.102732,0.052619,day13,0.29316,NA
heavy,mono,rep1,SRSF9,0.12148,0.102732,0.052619,day5,-0.26586,NA
heavy,mono,rep1,GTF2F1,0.041512,1,0.053747,day13,-0.13499,0.47357
heavy,mono,rep1,GTF2F1,0.041512,1,0.053747,day5,0.47781,NA
heavy,mono,rep1,APOBEC1,0.08932,1,0.053824,day13,-1.1124,0.343031
heavy,mono,rep1,APOBEC1,0.08932,1,0.053824,day5,-0.42566,0.493021
heavy,mono,rep1,PRPF4B,0.1485,0.104197,0.053905,day13,-1.0359,0.433542
heavy,mono,rep1,PRPF4B,0.1485,0.104197,0.053905,day5,-0.78842,0.332761
heavy,mono,rep1,KHDC1,0.14138,0.104197,0.054005,day13,1.063,NA
heavy,mono,rep1,KHDC1,0.14138,0.104197,0.054005,day5,0.12078,NA
heavy,mono,rep1,S100A16,0.16287,1,0.05444,day13,0.49028,NA
heavy,mono,rep1,S100A16,0.16287,1,0.05444,day5,0.026165,NA
heavy,mono,rep1,SART3,0.15201,0.107098,0.055835,day13,-1.3295,0.196642
heavy,mono,rep1,SART3,0.15201,0.107098,0.055835,day5,-0.10996,NA
heavy,mono,rep1,NUP153,0.20449,1,0.055862,day13,0.26898,NA
heavy,mono,rep1,NUP153,0.20449,1,0.055862,day5,-0.84699,NA
heavy,mono,rep1,SRRM1,0.13688,1,0.056315,day13,-0.42528,NA
heavy,mono,rep1,SRRM1,0.13688,1,0.056315,day5,-0.24347,0.408462
heavy,mono,rep1,DHX8,0.29271,0.102732,0.052583,day13,-2.9768,0.054517
heavy,mono,rep1,DHX8,0.29271,0.102732,0.052583,day5,-0.78193,0.251387
heavy,mono,rep1,EIF1AY,0.11932,1,0.05679,day13,0.39356,NA
heavy,mono,rep1,EIF1AY,0.11932,1,0.05679,day5,-0.42617,0.350011
heavy,mono,rep1,TRMT61B,0.12068,0.10865,0.05718,day13,1.8936,NA
heavy,mono,rep1,TRMT61B,0.12068,0.10865,0.05718,day5,0.13174,NA
heavy,mono,rep1,MRPL39,0.25261,0.10865,0.057488,day13,-2.103,0.173731
heavy,mono,rep1,MRPL39,0.25261,0.10865,0.057488,day5,-0.40047,NA
heavy,mono,rep1,GPATCH8,0.2233,1,0.057841,day13,0.085306,NA
heavy,mono,rep1,GPATCH8,0.2233,1,0.057841,day5,1.0009,NA
heavy,mono,rep1,THOC6,0.024829,1,0.054906,day13,0.31192,NA
heavy,mono,rep1,THOC6,0.024829,1,0.054906,day5,0.13786,NA
heavy,mono,rep1,LUZP4,0.15408,0.110639,0.059259,day13,0.63344,NA
heavy,mono,rep1,LUZP4,0.15408,0.110639,0.059259,day5,-0.21476,0.506247
heavy,mono,rep1,DEK,0.082153,0.110639,0.059367,day13,1.6631,NA
heavy,mono,rep1,DEK,0.082153,0.110639,0.059367,day5,0.29437,NA
heavy,mono,rep1,GTF2E2,0.14304,1,0.059988,day13,-2.107,0.234041
heavy,mono,rep1,GTF2E2,0.14304,1,0.059988,day5,-1.0942,0.257323
heavy,mono,rep1,PHF3,0.096736,0.10865,0.057637,day13,1.3617,NA
heavy,mono,rep1,PHF3,0.096736,0.10865,0.057637,day5,0.40422,NA
heavy,mono,rep1,SF3B6,0.21367,0.114051,0.061546,day13,-2.9135,0.094915
heavy,mono,rep1,SF3B6,0.21367,0.114051,0.061546,day5,-0.6392,0.323016
heavy,mono,rep1,HSPA1B,0.060489,1,0.06204,day13,0.21421,NA
heavy,mono,rep1,HSPA1B,0.060489,1,0.06204,day5,0.37656,NA
heavy,mono,rep1,TOP1,0.1472,1,0.062067,day13,-1.6377,0.282947
heavy,mono,rep1,TOP1,0.1472,1,0.062067,day5,1.0797,NA
heavy,mono,rep1,LSM5,-0.39635,1,0.22298,day13,-3.8382,NA
heavy,mono,rep1,LSM5,-0.39635,1,0.22298,day5,-0.59184,0.333472
heavy,mono,rep1,DDX43,0.098322,0.116238,0.0631,day13,1.4474,NA
heavy,mono,rep1,DDX43,0.098322,0.116238,0.0631,day5,0.3856,NA
heavy,mono,rep1,AGO2,0.069238,1,0.063983,day13,0.50403,NA
heavy,mono,rep1,AGO2,0.069238,1,0.063983,day5,-1.0146,0.381786
heavy,mono,rep1,CLTC,0.087709,1,0.064825,day13,-1.0827,0.348697
heavy,mono,rep1,CLTC,0.087709,1,0.064825,day5,-0.43221,0.484053
heavy,mono,rep1,MSN,0.26042,1,0.065351,day13,1.974,0.004631
heavy,mono,rep1,MSN,0.26042,1,0.065351,day5,-0.26303,0.409843
heavy,mono,rep1,SUZ12,0.090527,0.116238,0.063435,day13,0.15525,NA
heavy,mono,rep1,SUZ12,0.090527,0.116238,0.063435,day5,0.66953,NA
heavy,mono,rep1,ACIN1,0.21691,0.121906,0.0669,day13,-1.067,NA
heavy,mono,rep1,ACIN1,0.21691,0.121906,0.0669,day5,-0.69068,0.369658
heavy,mono,rep1,ARPC1B,0.077056,1,0.067244,day13,0.33156,NA
heavy,mono,rep1,ARPC1B,0.077056,1,0.067244,day5,-0.28139,0.488516
heavy,mono,rep1,GATB,0.11192,0.122481,0.067719,day13,-0.98831,0.463638
heavy,mono,rep1,GATB,0.11192,0.122481,0.067719,day5,0.4151,NA
heavy,mono,rep1,HELZ2,0.13432,0.122481,0.068023,day13,0.8615,NA
heavy,mono,rep1,HELZ2,0.13432,0.122481,0.068023,day5,-0.23941,0.521166
heavy,mono,rep1,GEMIN5,0.12604,0.122481,0.068335,day13,-0.51748,0.40813
heavy,mono,rep1,GEMIN5,0.12604,0.122481,0.068335,day5,0.24791,NA
heavy,mono,rep1,ELAVL3,0.034424,1,0.068797,day13,1.3944,NA
heavy,mono,rep1,ELAVL3,0.034424,1,0.068797,day5,0.45635,NA
heavy,mono,rep1,HERC5,0.10003,1,0.069042,day13,0.55465,NA
heavy,mono,rep1,HERC5,0.10003,1,0.069042,day5,0.18054,NA
heavy,mono,rep1,POLR2F,0.17934,1,0.069816,day13,-4.1016,0.040892
heavy,mono,rep1,POLR2F,0.17934,1,0.069816,day5,-1.2828,0.194899
heavy,mono,rep1,BAZ1B,0.15914,0.1249,0.070066,day13,0.87689,NA
heavy,mono,rep1,BAZ1B,0.15914,0.1249,0.070066,day5,0.57328,NA
heavy,mono,rep1,SSRP1,0.2224,0.125104,0.070768,day13,-0.72533,0.237507
heavy,mono,rep1,SSRP1,0.2224,0.125104,0.070768,day5,-0.55996,0.381497
heavy,mono,rep1,EEF1B2,0.12961,0.125104,0.071044,day13,-0.39735,NA
heavy,mono,rep1,EEF1B2,0.12961,0.125104,0.071044,day5,-0.3273,0.458812
heavy,mono,rep1,RSRC1,0.057078,1,0.071166,day13,0.083852,NA
heavy,mono,rep1,RSRC1,0.057078,1,0.071166,day5,0.62547,NA
heavy,mono,rep1,TRMT6,0.1037,0.126202,0.072353,day13,-0.26511,NA
heavy,mono,rep1,TRMT6,0.1037,0.126202,0.072353,day5,0.52191,NA
heavy,mono,rep1,THOC1,0.28511,0.126202,0.072761,day13,-1.7744,0.148345
heavy,mono,rep1,THOC1,0.28511,0.126202,0.072761,day5,0.30309,NA
heavy,mono,rep1,NAA15,0.14605,0.126202,0.073349,day13,-1.7712,0.066244
heavy,mono,rep1,NAA15,0.14605,0.126202,0.073349,day5,-1.202,0.207169
heavy,mono,rep1,MAEL,0.19426,1,0.070691,day13,0.10766,NA
heavy,mono,rep1,MAEL,0.19426,1,0.070691,day5,0.2644,NA
heavy,mono,rep1,EIF2AK4,0.16791,0.126202,0.07349,day13,1.0401,NA
heavy,mono,rep1,EIF2AK4,0.16791,0.126202,0.07349,day5,0.39481,NA
heavy,mono,rep1,TRDMT1,0.078142,1,0.073838,day13,1.4584,NA
heavy,mono,rep1,TRDMT1,0.078142,1,0.073838,day5,0.57973,NA
heavy,mono,rep1,SUCO,0.13322,0.125104,0.071325,day13,0.87429,NA
heavy,mono,rep1,SUCO,0.13322,0.125104,0.071325,day5,0.62552,NA
heavy,mono,rep1,CTU2,0.15178,0.12688,0.07445,day13,-0.96367,0.372627
heavy,mono,rep1,CTU2,0.15178,0.12688,0.07445,day5,0.10045,NA
heavy,mono,rep1,DDX3X,0.25739,0.12688,0.074658,day13,-3.1201,0.076664
heavy,mono,rep1,DDX3X,0.25739,0.12688,0.074658,day5,-0.31377,0.305121
heavy,mono,rep1,OSGEP,0.063804,1,0.075152,day13,-0.035882,NA
heavy,mono,rep1,OSGEP,0.063804,1,0.075152,day5,0.40094,NA
heavy,mono,rep1,CORO1A,-0.031137,1,0.70093,day13,0.4534,NA
heavy,mono,rep1,CORO1A,-0.031137,1,0.70093,day5,-0.16565,0.494948
heavy,mono,rep1,HAP1,0.16122,1,0.074024,day13,1.1157,NA
heavy,mono,rep1,HAP1,0.16122,1,0.074024,day5,0.55709,NA
heavy,mono,rep1,LARP4,0.12968,0.130316,0.077077,day13,0.12003,NA
heavy,mono,rep1,LARP4,0.12968,0.130316,0.077077,day5,0.55529,NA
heavy,mono,rep1,CASC3,0.13418,0.130462,0.077562,day13,0.73106,NA
heavy,mono,rep1,CASC3,0.13418,0.130462,0.077562,day5,0.076834,NA
heavy,mono,rep1,SPATS2,0.064772,1,0.078078,day13,0.71934,NA
heavy,mono,rep1,SPATS2,0.064772,1,0.078078,day5,-0.21577,NA
heavy,mono,rep1,TLR7,0.11664,0.131548,0.078608,day13,0.92916,NA
heavy,mono,rep1,TLR7,0.11664,0.131548,0.078608,day5,-0.0079679,NA
heavy,mono,rep1,PDCD4,0.047396,1,0.080211,day13,-0.018024,NA
heavy,mono,rep1,PDCD4,0.047396,1,0.080211,day5,-0.17714,0.330318
heavy,mono,rep1,LASP1,0.11379,0.13352,0.080365,day13,-0.57705,0.416031
heavy,mono,rep1,LASP1,0.11379,0.13352,0.080365,day5,-0.94851,0.216517
heavy,mono,rep1,ALKBH1,0.15078,0.13352,0.080601,day13,0.45798,NA
heavy,mono,rep1,ALKBH1,0.15078,0.13352,0.080601,day5,0.6155,NA
heavy,mono,rep1,NMT1,0.043931,1,0.081199,day13,-1.3043,0.16071
heavy,mono,rep1,NMT1,0.043931,1,0.081199,day5,0.5191,NA
heavy,mono,rep1,PHF10,0.13078,0.133917,0.081248,day13,0.61513,NA
heavy,mono,rep1,PHF10,0.13078,0.133917,0.081248,day5,0.30953,NA
heavy,mono,rep1,PLRG1,0.088709,1,0.082974,day13,-2.1524,0.051492
heavy,mono,rep1,PLRG1,0.088709,1,0.082974,day5,-0.59195,0.186119
heavy,mono,rep1,PUS3,0.096284,1,0.08306,day13,1.5395,NA
heavy,mono,rep1,PUS3,0.096284,1,0.08306,day5,0.27913,NA
heavy,mono,rep1,RBMS2,0.25077,1,0.083454,day13,-1.0856,0.412939
heavy,mono,rep1,RBMS2,0.25077,1,0.083454,day5,-0.42377,NA
heavy,mono,rep1,SNRPD2,0.10532,1,0.083966,day13,-3.8864,0.024801
heavy,mono,rep1,SNRPD2,0.10532,1,0.083966,day5,-0.90682,0.185858
heavy,mono,rep1,USP14,0.18601,0.138098,0.084206,day13,0.78102,NA
heavy,mono,rep1,USP14,0.18601,0.138098,0.084206,day5,0.68061,NA
heavy,mono,rep1,THUMPD1,0.17954,0.138415,0.084953,day13,0.25804,NA
heavy,mono,rep1,THUMPD1,0.17954,0.138415,0.084953,day5,0.09387,NA
heavy,mono,rep1,TDRD3,0.15198,0.138415,0.085243,day13,0.18039,NA
heavy,mono,rep1,TDRD3,0.15198,0.138415,0.085243,day5,-0.44014,0.404235
heavy,mono,rep1,H4C8,-0.0032547,1,0.42917,day13,0.46325,NA
heavy,mono,rep1,H4C8,-0.0032547,1,0.42917,day5,-0.097762,NA
heavy,mono,rep1,PDIA2,0.084177,0.138421,0.085669,day13,1.9296,NA
heavy,mono,rep1,PDIA2,0.084177,0.138421,0.085669,day5,-0.30322,0.50942
heavy,mono,rep1,GRB2,0.026613,1,0.085827,day13,1.1344,NA
heavy,mono,rep1,GRB2,0.026613,1,0.085827,day5,0.16702,NA
heavy,mono,rep1,PYM1,0.16729,0.138958,0.086425,day13,0.52834,NA
heavy,mono,rep1,PYM1,0.16729,0.138958,0.086425,day5,-0.49647,0.432162
heavy,mono,rep1,PARP12,0.0738,1,0.08677,day13,1.1869,NA
heavy,mono,rep1,PARP12,0.0738,1,0.08677,day5,0.35902,NA
heavy,mono,rep1,DDX60,-0.071601,1,0.75866,day13,1.5452,NA
heavy,mono,rep1,DDX60,-0.071601,1,0.75866,day5,0.1498,NA
heavy,mono,rep1,FLYWCH2,0.17168,0.140527,0.087829,day13,1.1179,NA
heavy,mono,rep1,FLYWCH2,0.17168,0.140527,0.087829,day5,0.13724,NA
heavy,mono,rep1,SNIP1,0.1351,0.141172,0.088663,day13,-2.8054,0.0718
heavy,mono,rep1,SNIP1,0.1351,0.141172,0.088663,day5,-0.56829,0.204094
heavy,mono,rep1,DNAJC17,0.089496,1,0.083785,day13,-1.8315,0.209991
heavy,mono,rep1,DNAJC17,0.089496,1,0.083785,day5,0.3553,NA
heavy,mono,rep1,THRAP3,0.10196,0.1412,0.089111,day13,-1.8761,0.172277
heavy,mono,rep1,THRAP3,0.10196,0.1412,0.089111,day5,-0.44667,NA
heavy,mono,rep1,LEPR,0.10407,0.141412,0.089917,day13,0.15693,NA
heavy,mono,rep1,LEPR,0.10407,0.141412,0.089917,day5,-0.049405,NA
heavy,mono,rep1,CLK4,0.15271,0.141412,0.090221,day13,1.0349,NA
heavy,mono,rep1,CLK4,0.15271,0.141412,0.090221,day5,0.49749,NA
heavy,mono,rep1,NDRG1,0.12145,0.141412,0.090538,day13,1.156,NA
heavy,mono,rep1,NDRG1,0.12145,0.141412,0.090538,day5,0.63739,NA
heavy,mono,rep1,N4BP1,0.18346,1,0.084922,day13,0.052345,NA
heavy,mono,rep1,N4BP1,0.18346,1,0.084922,day5,-0.3253,NA
heavy,mono,rep1,DDX20,0.12676,0.142621,0.091747,day13,-2.4423,0.067029
heavy,mono,rep1,DDX20,0.12676,0.142621,0.091747,day5,-0.0047376,NA
heavy,mono,rep1,MYO18A,0.047704,1,0.092245,day13,0.57382,NA
heavy,mono,rep1,MYO18A,0.047704,1,0.092245,day5,0.079418,NA
heavy,mono,rep1,DAZ2,0.073412,1,0.0923,day13,1.5205,NA
heavy,mono,rep1,DAZ2,0.073412,1,0.0923,day5,-0.23175,0.50942
heavy,mono,rep1,GPKOW,0.11911,0.143911,0.093015,day13,-2.0894,0.209991
heavy,mono,rep1,GPKOW,0.11911,0.143911,0.093015,day5,-0.15517,NA
heavy,mono,rep1,PPIE,0.017744,1,0.093301,day13,-2.2939,0.087125
heavy,mono,rep1,PPIE,0.017744,1,0.093301,day5,0.15171,NA
heavy,mono,rep1,NGRN,0.070675,1,0.095167,day13,0.95638,NA
heavy,mono,rep1,NGRN,0.070675,1,0.095167,day5,0.23393,NA
heavy,mono,rep1,MRPL45,0.13061,0.147336,0.095679,day13,0.088045,NA
heavy,mono,rep1,MRPL45,0.13061,0.147336,0.095679,day5,0.31653,NA
heavy,mono,rep1,RARS2,0.051308,1,0.095747,day13,-2.3474,0.088846
heavy,mono,rep1,RARS2,0.051308,1,0.095747,day5,-0.057867,NA
heavy,mono,rep1,RAD1,0.033277,1,0.096104,day13,-0.62111,0.393342
heavy,mono,rep1,RAD1,0.033277,1,0.096104,day5,0.06551,NA
heavy,mono,rep1,TXNL4B,0.1506,0.148064,0.096603,day13,-1.2688,0.310358
heavy,mono,rep1,TXNL4B,0.1506,0.148064,0.096603,day5,0.24358,NA
heavy,mono,rep1,PC,-0.0052251,1,0.64537,day13,0.90268,NA
heavy,mono,rep1,PC,-0.0052251,1,0.64537,day5,0.13409,NA
heavy,mono,rep1,SRSF7,0.17841,0.14817,0.097123,day13,-3.3101,0.084761
heavy,mono,rep1,SRSF7,0.17841,0.14817,0.097123,day5,-0.6051,0.333004
heavy,mono,rep1,ZC3H7B,0.041572,1,0.097857,day13,0.53797,NA
heavy,mono,rep1,ZC3H7B,0.041572,1,0.097857,day5,-0.023352,0.477576
heavy,mono,rep1,TPD52L2,0.045541,1,0.0987,day13,0.92436,NA
heavy,mono,rep1,TPD52L2,0.045541,1,0.0987,day5,0.029996,NA
heavy,mono,rep1,RIF1,0.1292,0.15051,0.099116,day13,0.074821,NA
heavy,mono,rep1,RIF1,0.1292,0.15051,0.099116,day5,-0.51428,0.443003
heavy,mono,rep1,SNRPD3,0.25954,0.151227,0.10005,day13,-3.612,0.024801
heavy,mono,rep1,SNRPD3,0.25954,0.151227,0.10005,day5,-1.1448,0.186119
heavy,mono,rep1,KHDC1L,0.094915,1,0.10074,day13,0.4051,NA
heavy,mono,rep1,KHDC1L,0.094915,1,0.10074,day5,-0.36424,0.323016
heavy,mono,rep1,CELF5,0.10038,1,0.10093,day13,1.0546,NA
heavy,mono,rep1,CELF5,0.10038,1,0.10093,day5,0.51472,NA
heavy,mono,rep1,MCTS1,0.073532,0.15302,0.10243,day13,0.89404,NA
heavy,mono,rep1,MCTS1,0.073532,0.15302,0.10243,day5,0.28582,NA
heavy,mono,rep1,APOBEC3H,0.097004,0.15302,0.1025,day13,0.20747,NA
heavy,mono,rep1,APOBEC3H,0.097004,0.15302,0.1025,day5,1.1122,NA
heavy,mono,rep1,TLE5,0.10009,0.15302,0.10275,day13,1.0187,NA
heavy,mono,rep1,TLE5,0.10009,0.15302,0.10275,day5,0.069561,NA
heavy,mono,rep1,P2RX7,0.0048079,1,0.10301,day13,0.5676,NA
heavy,mono,rep1,P2RX7,0.0048079,1,0.10301,day5,0.36048,NA
heavy,mono,rep1,COL14A1,0.078894,0.15302,0.1031,day13,0.92672,NA
heavy,mono,rep1,COL14A1,0.078894,0.15302,0.1031,day5,0.013837,NA
heavy,mono,rep1,XAB2,0.14089,1,0.10431,day13,-2.1305,0.057401
heavy,mono,rep1,XAB2,0.14089,1,0.10431,day5,-0.86051,0.244642
heavy,mono,rep1,NSUN6,0.10127,1,0.10437,day13,0.85202,NA
heavy,mono,rep1,NSUN6,0.10127,1,0.10437,day5,0.50528,NA
heavy,mono,rep1,DLX5,0.13241,1,0.10469,day13,-1.7332,NA
heavy,mono,rep1,DLX5,0.13241,1,0.10469,day5,0.56293,NA
heavy,mono,rep1,PCSK9,0.18561,1,0.095303,day13,-0.03598,NA
heavy,mono,rep1,PCSK9,0.18561,1,0.095303,day5,-0.46584,NA
heavy,mono,rep1,CHTOP,0.086113,0.156781,0.10611,day13,0.41696,NA
heavy,mono,rep1,CHTOP,0.086113,0.156781,0.10611,day5,0.32769,NA
heavy,mono,rep1,IFI16,0.12383,1,0.10704,day13,1.1947,NA
heavy,mono,rep1,IFI16,0.12383,1,0.10704,day5,0.28451,NA
heavy,mono,rep1,H1-3,0.1541,0.157411,0.10721,day13,2.0643,0.004631
heavy,mono,rep1,H1-3,0.1541,0.157411,0.10721,day5,1.0312,NA
heavy,mono,rep1,ZC3H3,0.11202,1,0.10780000000000001,day13,-0.94787,0.416615
heavy,mono,rep1,ZC3H3,0.11202,1,0.10780000000000001,day5,-0.58337,0.46458
heavy,mono,rep1,CSTF1,0.22584,0.157411,0.10823,day13,-2.686,0.085321
heavy,mono,rep1,CSTF1,0.22584,0.157411,0.10823,day5,0.02842,NA
heavy,mono,rep1,EZH1,0.11456,0.157411,0.10827,day13,-0.011891,0.491594
heavy,mono,rep1,EZH1,0.11456,0.157411,0.10827,day5,-0.035563,NA
heavy,mono,rep1,NUCKS1,0.16204,1,0.10836,day13,2.408,0.004631
heavy,mono,rep1,NUCKS1,0.16204,1,0.10836,day5,0.84875,NA
heavy,mono,rep1,PRPF31,0.20135,0.157411,0.10846,day13,-2.5493,0.057308
heavy,mono,rep1,PRPF31,0.20135,0.157411,0.10846,day5,-1.1579,0.225648
heavy,mono,rep1,UBE2N,0.18401,0.158393,0.10962,day13,-0.83544,0.520029
heavy,mono,rep1,UBE2N,0.18401,0.158393,0.10962,day5,-0.16816,NA
heavy,mono,rep1,PPIA,0.13429,1,0.11019,day13,0.63742,NA
heavy,mono,rep1,PPIA,0.13429,1,0.11019,day5,-0.051877,NA
heavy,mono,rep1,SMNDC1,0.17299,0.159776,0.11107,day13,-0.86904,0.406117
heavy,mono,rep1,SMNDC1,0.17299,0.159776,0.11107,day5,0.14995,NA
heavy,mono,rep1,DBR1,0.16047,0.159776,0.11201,day13,-3.7678,0.034053
heavy,mono,rep1,DBR1,0.16047,0.159776,0.11201,day5,0.096982,NA
heavy,mono,rep1,PRKAR2A,0.13718,0.159776,0.11204,day13,1.5697,NA
heavy,mono,rep1,PRKAR2A,0.13718,0.159776,0.11204,day5,0.082184,NA
heavy,mono,rep1,KIF1C,0.13549,0.159925,0.11288,day13,-0.24247,NA
heavy,mono,rep1,KIF1C,0.13549,0.159925,0.11288,day5,-0.22813,0.381497
heavy,mono,rep1,ZCCHC3,0.16236,0.159925,0.11327,day13,0.024911,NA
heavy,mono,rep1,ZCCHC3,0.16236,0.159925,0.11327,day5,-0.20023,0.472008
heavy,mono,rep1,IPO8,0.0096639,1,0.1136,day13,0.091568,NA
heavy,mono,rep1,IPO8,0.0096639,1,0.1136,day5,-0.036647,NA
heavy,mono,rep1,FAM120B,0.11005,0.159925,0.11361,day13,1.8053,NA
heavy,mono,rep1,FAM120B,0.11005,0.159925,0.11361,day5,0.39364,NA
heavy,mono,rep1,AFF1,-0.011513,1,0.82226,day13,-0.44078,0.465767
heavy,mono,rep1,AFF1,-0.011513,1,0.82226,day5,0.48747,NA
heavy,mono,rep1,CCDC43,0.2354,1,0.11573,day13,0.099211,NA
heavy,mono,rep1,CCDC43,0.2354,1,0.11573,day5,-0.18735,NA
heavy,mono,rep1,NXT1,0.10387,1,0.11647,day13,-0.025747,0.528174
heavy,mono,rep1,NXT1,0.10387,1,0.11647,day5,-0.97954,0.343021
heavy,mono,rep1,HRH2,0.084663,0.16409,0.11757,day13,2.0544,NA
heavy,mono,rep1,HRH2,0.084663,0.16409,0.11757,day5,0.67886,NA
heavy,mono,rep1,CACYBP,0.09778,0.16409,0.11797,day13,0.61827,NA
