gene,day,lfc,essential,n
CPNE3,13,0.47921,non-essential,1401
PTRH1,21,-0.25388,non-essential,1401
GSTP1,5,0.14058,non-essential,1401
BAZ2A,13,-0.17781,non-essential,1401
CPLX2,21,1.6595,non-essential,1401
ARHGEF1,5,-0.24538,non-essential,1401
GRSF1,13,-0.10886,non-essential,1401
NSRP1,21,-0.14007,non-essential,1401
RRBP1,5,0.16268,non-essential,1401
MCRIP2,13,0.13613,non-essential,1401
RBM6,21,-0.24472,non-essential,1401
TMED10,5,0.39654,essential,785
ZNF385A,13,-0.0020531,non-essential,1401
RPGR,21,0.50386,non-essential,1401
RBM42,5,-0.111,essential,785
EIF2AK4,13,1.0401,non-essential,1401
ZNF207,21,0.73983,essential,785
SYF2,5,0.10974,essential,785
CXORF57,13,-0.10993,non-essential,1401
LARP4,21,-0.019665,non-essential,1401
MRPL27,5,0.55098,essential,785
SPAG9,13,0.63753,non-essential,1401
PPP1CC,21,0.24695,non-essential,1401
RBM12B,5,0.088028,non-essential,1401
HNRNPA3,13,0.0084771,non-essential,1401
MPHOSPH6,21,0.9471,non-essential,1401
CWC15,5,-0.13357,non-essential,1401
TLE5,13,1.0187,non-essential,1401
ZNF768,21,0.46129,non-essential,1401
NDUFS6,5,-0.25447,non-essential,1401
ENSA,13,0.98998,non-essential,1401
CLASRP,21,-0.26215,essential,785
SNRPC,5,-0.73454,essential,785
TNKS1BP1,13,0.27202,non-essential,1401
LARS1,21,0.57456,essential,785
RNF17,5,0.53193,non-essential,1401
SAMD4A,13,0.059348,non-essential,1401
ARHGEF28,21,0.013526,non-essential,1401
ALKBH1,5,0.6155,non-essential,1401
MSI2,13,0.56707,non-essential,1401
TAF9,21,0.51988,non-essential,1401
TRMT1L,5,-0.03125,non-essential,1401
AFF4,13,0.046581,non-essential,1401
DAZ1,21,-0.18096,non-essential,1401
RBM25,5,-0.038984,essential,785
CSTB,13,0.096844,non-essential,1401
EPB41,21,0.58157,non-essential,1401
TRIM28,5,-0.1117,non-essential,1401
PSIP1,13,-0.10546,non-essential,1401
ZC3HAV1L,21,0.021856,non-essential,1401
SUMO2,5,0.21675,essential,785
GIGYF2,13,0.35067,non-essential,1401
RPL10L,21,0.65614,non-essential,1401
ANGEL1,5,0.19541,non-essential,1401
SMAD4,13,0.99617,non-essential,1401
TRA2B,21,0.084829,essential,785
DARS2,5,-0.20544,non-essential,1401
UNKL,13,-0.013971,non-essential,1401
MTHFSD,21,0.7882,non-essential,1401
PTGES3,5,-0.061976,non-essential,1401
ARPC1B,13,0.33156,non-essential,1401
RBMS1,21,1.7489,non-essential,1401
SECISBP2,5,0.16094,non-essential,1401
ZC3H12B,13,0.011278,non-essential,1401
CGN,21,-0.11323,non-essential,1401
EXO1,5,0.50912,non-essential,1401
RNASEH2A,13,0.25155,non-essential,1401
DCN,21,-0.081042,non-essential,1401
HDGF,5,0.016435,non-essential,1401
NSUN4,13,0.082741,non-essential,1401
ADAT3,21,-0.058779,non-essential,1401
NKRF,5,0.10829,non-essential,1401
ZCCHC3,13,0.024911,non-essential,1401
NYNRIN,21,-0.32832,non-essential,1401
MRPL40,5,-0.070068,non-essential,1401
GTPBP1,13,-0.12886,non-essential,1401
DALRD3,21,1.5332,non-essential,1401
ALDH7A1,5,0.51132,non-essential,1401
KIF1C,13,-0.24247,non-essential,1401
API5,21,-0.11704,non-essential,1401
RPN1,5,-0.046043,essential,785
FN1,13,0.55327,non-essential,1401
CLK3,21,0.72477,non-essential,1401
YTHDF1,5,-0.003558,non-essential,1401
PTMA,13,0.33936,essential,785
FARSB,21,-0.0083084,essential,785
PEBP1,5,-0.10336,non-essential,1401
IFIT5,13,0.24264,non-essential,1401
DDX55,21,0.32667,essential,785
STAU2,5,-0.028124,non-essential,1401
HMGB2,13,1.6024,non-essential,1401
TSN,21,0.66655,non-essential,1401
SRP19,5,0.90973,essential,785
TUT7,13,-0.07516,non-essential,1401
CADM1,21,0.064046,non-essential,1401
DNAAF2,5,-0.18675,non-essential,1401
CCDC124,13,0.95068,non-essential,1401
IFIT1,21,0.41071,non-essential,1401
NUDT21,5,0.062246,essential,785
HENMT1,13,0.21399,non-essential,1401
TKT,21,-0.011822,non-essential,1401
ZFP36L1,5,-0.13454,non-essential,1401
HABP4,13,-0.20089,non-essential,1401
SRP72,21,0.057292,essential,785
NRAP,5,0.57944,non-essential,1401
UPF3B,13,0.90056,non-essential,1401
DCP2,21,0.069581,non-essential,1401
ST13,5,-0.10699,non-essential,1401
CRKL,13,0.2455,essential,785
PCNP,21,0.36515,non-essential,1401
TRNAU1AP,5,-0.34646,non-essential,1401
LUC7L2,13,-0.069039,non-essential,1401
RBM33,21,-0.11328,non-essential,1401
VIL1,5,-0.033471,non-essential,1401
IPO8,13,0.091568,non-essential,1401
CDKAL1,21,1.7617,non-essential,1401
PDS5A,5,-0.037417,non-essential,1401
HELZ,13,0.041635,non-essential,1401
GPATCH4,21,0.53427,non-essential,1401
EXOSC1,5,-0.096373,essential,785
LRRC47,13,0.038757,non-essential,1401
GTF2F1,21,0.14151,essential,785
PDLIM5,5,0.27336,non-essential,1401
SMG9,13,0.012139,non-essential,1401
MEX3A,21,0.81088,non-essential,1401
SAP30BP,5,0.0072359,essential,785
YTHDC2,13,0.17728,non-essential,1401
OAS2,21,0.94407,non-essential,1401
TRNT1,5,-0.34406,essential,785
QTRT2,13,0.19614,non-essential,1401
RBM10,21,1.0127,non-essential,1401
F11R,5,0.032932,non-essential,1401
SEPTIN7,13,0.030034,non-essential,1401
TCF20,21,0.58628,non-essential,1401
ADARB2,5,0.096588,non-essential,1401
TMSB4X,13,-0.29208,non-essential,1401
DNAJC21,21,0.44675,non-essential,1401
CLP1,5,-0.13217,essential,785
TDRD1,13,0.49256,non-essential,1401
MTRF1,21,-0.02369,non-essential,1401
BMS1,5,0.35591,essential,785
BARD1,13,-0.065641,non-essential,1401
METTL5,21,0.43993,non-essential,1401
SYNE1,5,0.71848,non-essential,1401
DAZAP1,13,0.094323,non-essential,1401
FUBP3,21,0.60318,non-essential,1401
MAEL,5,0.2644,non-essential,1401
PUM1,13,0.67695,non-essential,1401
RAC1,21,1.1898,essential,785
NUP42,5,0.15428,non-essential,1401
RBM48,13,0.010278,essential,785
GAR1,21,0.69392,essential,785
HLA-A,5,0.092712,non-essential,1401
NYNRIN,13,-0.034691,non-essential,1401
GIGYF2,21,-0.2355,non-essential,1401
DHX16,5,0.2993,essential,785
CHCHD3,13,0.2789,non-essential,1401
CALR3,21,0.52145,non-essential,1401
MAP1B,5,0.010512,non-essential,1401
HSPA1A,13,0.57249,non-essential,1401
SRP68,21,0.15656,essential,785
ZNF207,5,0.13369,essential,785
KHDRBS1,13,-0.11122,non-essential,1401
RPP40,21,-0.14439,essential,785
CILK1,5,0.48819,non-essential,1401
ZNF106,13,0.26791,non-essential,1401
NANOS3,21,0.8314,non-essential,1401
MCHERRY,5,-0.15814,non-essential,1401
TEP1,13,0.46116,non-essential,1401
CCDC43,21,0.79928,essential,785
FAM133B,5,-0.030438,essential,785
LARP4,13,0.12003,non-essential,1401
SLC25A48,21,1.1109,non-essential,1401
AHNAK,5,0.31076,non-essential,1401
DIDO1,13,0.094058,non-essential,1401
H4C13,21,0.98134,non-essential,1401
MRPL57,5,-0.017551,essential,785
H4C13,13,1.1015,non-essential,1401
CD2BP2,21,0.45216,non-essential,1401
C9ORF129,5,9.2238e-4,non-essential,1401
HSP90B1,13,0.21649,essential,785
CFAP65,21,2.2672,non-essential,1401
MYEF2,5,0.3601,non-essential,1401
MPST,13,0.56462,non-essential,1401
ARF1,21,-0.060647,non-essential,1401
WDR83,5,4.3527e-4,essential,785
EZH2,13,0.20996,non-essential,1401
RRP1,21,-0.11354,essential,785
SART3,5,-0.10996,essential,785
GDI2,13,0.99853,non-essential,1401
KHNYN,21,1.005,non-essential,1401
ACAT1,5,-0.24861,non-essential,1401
MACF1,13,-0.12154,non-essential,1401
COL14A1,21,1.0366,non-essential,1401
SMG7,5,0.042504,non-essential,1401
RBM4,13,0.52848,non-essential,1401
ELAPOR1,21,-0.22821,non-essential,1401
SDAD1,5,0.25493,essential,785
ILF3,13,-0.029704,essential,785
MMAA,21,0.30593,non-essential,1401
DIDO1,5,0.61402,non-essential,1401
EIF3J,13,-0.050473,essential,785
ZC3H12B,21,0.19787,non-essential,1401
ACTR1A,5,0.18265,essential,785
SRSF4,13,0.025489,non-essential,1401
N4BP1,21,0.60108,non-essential,1401
PURO,5,0.5289,non-essential,1401
RNASE8,13,0.18617,non-essential,1401
CSTF2,21,0.39778,non-essential,1401
CCDC86,5,0.078284,essential,785
C1D,13,0.96797,non-essential,1401
DDX17,21,0.76113,non-essential,1401
GIGYF2,5,0.32705,non-essential,1401
CELF6,13,0.09117,non-essential,1401
ANXA11,21,-0.16845,non-essential,1401
ENSA,5,0.82068,non-essential,1401
AFF3,13,-0.060758,non-essential,1401
TYW1,21,2.0915,non-essential,1401
DYNC1LI1,5,-0.0058251,non-essential,1401
ROCK2,13,1.618,non-essential,1401
GRPEL2,21,0.38267,non-essential,1401
PAIP2,5,0.33766,non-essential,1401
PRPF39,13,0.51833,non-essential,1401
RIOK2,21,-0.14442,essential,785
ZNF346,5,0.63616,non-essential,1401
NLUC,13,1.8282,non-essential,1401
HDGF,21,-0.16912,non-essential,1401
ATP1A1,5,-0.17845,non-essential,1401
U2AF1L4,13,1.0727,non-essential,1401
PTBP1,21,0.19562,non-essential,1401
GEMIN5,5,0.24791,essential,785
ENDOG,13,0.23557,non-essential,1401
PRRC2A,21,-0.061001,non-essential,1401
ZRANB2,5,-0.029076,non-essential,1401
H1-5,13,1.4007,non-essential,1401
IPO5,21,0.11599,non-essential,1401
NOL9,5,0.10452,essential,785
LUZP4,13,0.63344,non-essential,1401
SRSF4,21,0.18085,non-essential,1401
IFIT5,5,0.9272,non-essential,1401
BST2,13,-0.022907,non-essential,1401
SEC23IP,21,1.0034,non-essential,1401
TFB2M,5,-0.015809,essential,785
EIF1B,13,1.0166,non-essential,1401
SYNE2,21,0.6709,non-essential,1401
RCC1L,5,0.036088,non-essential,1401
DDX31,13,-0.11462,non-essential,1401
METTL25B,21,0.40056,non-essential,1401
PPRC1,5,-0.26484,non-essential,1401
CGN,13,0.42472,non-essential,1401
MRPS26,21,-0.10204,non-essential,1401
MRPS31,5,0.30425,non-essential,1401
HNRNPH3,13,0.035312,non-essential,1401
ZNF106,21,0.55339,non-essential,1401
USP10,5,0.10092,essential,785
NTPCR,13,-0.0082805,non-essential,1401
TRMT1,21,0.97108,non-essential,1401
FSCN1,5,0.13347,non-essential,1401
HSPA1B,13,0.21421,non-essential,1401
GGCT,21,1.5452,non-essential,1401
ANGEL2,5,1.3499,non-essential,1401
ANKRD17,13,0.82901,non-essential,1401
YTHDF3,21,0.44678,non-essential,1401
FASTKD5,5,0.20704,non-essential,1401
DNAJC1,13,1.3055,non-essential,1401
ZRANB2,21,0.31044,non-essential,1401
UTP25,5,-0.21125,essential,785
OAS2,13,0.64245,non-essential,1401
BRD2,21,0.71256,non-essential,1401
DAP3,5,0.35331,essential,785
SEC23IP,13,0.60796,non-essential,1401
ELF1,21,0.9455,non-essential,1401
METTL25B,5,0.23251,non-essential,1401
HNRNPH2,13,0.026194,non-essential,1401
CANX,21,0.0435,non-essential,1401
RANBP6,5,-0.38983,non-essential,1401
FADS2,13,0.2744,non-essential,1401
TXNDC5,21,0.58716,non-essential,1401
SLC25A5,5,0.0054911,essential,785
KHNYN,13,0.87521,non-essential,1401
DDX4,21,-0.066473,non-essential,1401
NDUFV3,5,0.28838,non-essential,1401
YWHAE,13,1.0306,essential,785
LOC81691,21,1.2862,non-essential,1401
TMEM263,5,-0.089687,non-essential,1401
TIA1,13,0.13029,non-essential,1401
ATXN2,21,-0.03636,non-essential,1401
DNAJA1,5,0.041975,non-essential,1401
TAGLN2,13,0.16645,non-essential,1401
ARL6IP4,21,0.59909,non-essential,1401
EIF5,5,0.18306,essential,785
DQX1,13,0.59723,non-essential,1401
DNAJB12,21,1.2446,non-essential,1401
PTCD1,5,0.13311,non-essential,1401
LARP1,13,0.013735,non-essential,1401
EIF3J,21,0.30323,essential,785
UNK,5,0.42714,non-essential,1401
ELAVL1,13,0.034365,non-essential,1401
FUS,21,0.26236,non-essential,1401
ZNHIT6,5,0.073903,essential,785
ZC3H10,13,1.2502,non-essential,1401
TACO1,21,-0.051243,non-essential,1401
TBCA,5,0.35553,essential,785
HOOK1,13,0.11607,non-essential,1401
UPF3B,21,1.1348,non-essential,1401
RTCA,5,-0.29356,non-essential,1401
EIF4E1B,13,0.53117,non-essential,1401
DST,21,1.2624,non-essential,1401
SUGP1,5,1.1333,essential,785
IBA57,13,0.22343,non-essential,1401
CNOT8,21,0.23947,non-essential,1401
PATL1,5,-0.086195,non-essential,1401
MTIF2,13,0.67848,non-essential,1401
C9ORF156,21,1.1682,non-essential,1401
RBM33,5,-0.1628,non-essential,1401
BAG4,13,0.42995,non-essential,1401
HSPA5,21,-0.11354,essential,785
PES1,5,-0.014093,essential,785
NOSIP,13,0.2519,non-essential,1401
APOBEC2,21,1.1068,non-essential,1401
MRPL4,5,-0.053583,essential,785
PAPOLA,13,0.34015,non-essential,1401
NOS1,21,1.729,non-essential,1401
SPEN,5,-0.23127,non-essential,1401
CSTF2,13,0.2938,non-essential,1401
FYTTD1,21,1.2455,non-essential,1401
PPIL3,5,0.63976,non-essential,1401
XPO7,13,0.68689,non-essential,1401
ROCK2,21,2.0694,non-essential,1401
SMN1,5,0.31269,non-essential,1401
SYMPK,13,-0.0054808,essential,785
ZNF326,21,0.77226,non-essential,1401
MRPL22,5,0.39594,non-essential,1401
TNPO2,13,0.092647,non-essential,1401
NPM3,21,0.96686,non-essential,1401
DXO,5,0.073698,non-essential,1401
PABPC5,13,0.048234,non-essential,1401
EEF1AKMT2,21,1.323,non-essential,1401
RPTOR,5,0.20258,essential,785
PDIA4,13,0.53983,non-essential,1401
EML4,21,0.81709,non-essential,1401
SEPSECS,5,0.48275,non-essential,1401
NAP1L1,13,0.35472,non-essential,1401
MTERF1,21,0.70576,non-essential,1401
CD44,5,-0.0066894,non-essential,1401
CELF1,13,0.13003,non-essential,1401
EED,21,1.1263,non-essential,1401
RAVER2,5,-0.040451,non-essential,1401
STRAP,13,0.3689,essential,785
DDX28,21,1.5036,non-essential,1401
FLYWCH2,5,0.13724,non-essential,1401
DUSP11,13,0.41439,non-essential,1401
FNDC3B,21,0.12151,non-essential,1401
DDX20,5,-0.0047376,essential,785
GLRX3,13,0.72504,non-essential,1401
SRRM1,21,0.57366,essential,785
ZC3H8,5,0.0035392,essential,785
PTRHD1,13,1.4692,non-essential,1401
RBM4B,21,1.9207,non-essential,1401
SSU72,5,0.083071999999999993,essential,785
RNASE2,13,0.33294,non-essential,1401
MTAGBFP2,21,1.6056,non-essential,1401
WDR5,5,0.14444,essential,785
SNRPN,13,2.2521,non-essential,1401
SYF2,21,1.0427,essential,785
RNF113A,5,0.17021,essential,785
ZNF474,13,0.49193,non-essential,1401
CNOT6L,21,-0.082691,non-essential,1401
MRPL11,5,-0.17614,non-essential,1401
ATP5F1C,13,-0.40731,non-essential,1401
CISD1,21,0.66765,non-essential,1401
ZNF239,5,0.20871,non-essential,1401
RPL3L,13,0.50367,non-essential,1401
ADARB1,21,1.2478,non-essential,1401
GEMIN2,5,0.13017,essential,785
PAIP1,13,0.34546,non-essential,1401
BICC1,21,0.9236,non-essential,1401
RCL1,5,0.21283,essential,785
PURG,13,0.46735,non-essential,1401
EIF4E3,21,0.959,non-essential,1401
RBFOX2,5,-0.0020609,non-essential,1401
AEN,13,0.22428,non-essential,1401
PUS3,21,1.1862,non-essential,1401
GGCT,5,-0.077904,non-essential,1401
MOCS3,13,-0.0081029,essential,785
NSUN2,21,0.94351,non-essential,1401
GPKOW,5,-0.15517,essential,785
PARP12,13,1.1869,non-essential,1401
TRMT44,21,1.7917,non-essential,1401
DAZL,5,-0.091339,non-essential,1401
RBM14-RBM4,13,0.60405,non-essential,1401
CPEB1,21,1.0783,non-essential,1401
PAN3,5,0.61135,non-essential,1401
SMAD2,13,0.60046,non-essential,1401
PCDH20,21,0.41753,non-essential,1401
SERPINH1,5,-0.11304,non-essential,1401
TAF9,13,0.29279,non-essential,1401
SMAD5,21,1.5083,non-essential,1401
MYH9,5,0.21925,non-essential,1401
RO60,13,-0.15051,non-essential,1401
FASTK,21,1.5496,non-essential,1401
NPM3,5,0.10821,non-essential,1401
PABPC4L,13,-0.12988,non-essential,1401
BCLAF1,21,0.60939,essential,785
FDXACB1,5,-0.1599,non-essential,1401
CLASRP,13,0.04861,essential,785
EIF4ENIF1,21,0.19648,non-essential,1401
LARP1,5,0.48918,non-essential,1401
TDRD5,13,0.61624,non-essential,1401
THUMPD3,21,0.73566,non-essential,1401
SORBS2,5,0.1184,non-essential,1401
CORO1A,13,0.4534,non-essential,1401
STXBP1,21,0.86326,non-essential,1401
GTPBP3,5,0.21356,non-essential,1401
PUS10,13,0.48887,non-essential,1401
ZCCHC2,21,1.5019,non-essential,1401
MCAT,5,0.32196,non-essential,1401
SAFB,13,0.20945,non-essential,1401
TMPO,21,1.2783,non-essential,1401
PTGES3L-AARSD1,5,1.2044,non-essential,1401
SYNE2,13,0.18129,non-essential,1401
RIF1,21,0.36921,non-essential,1401
RPL10L,5,-0.14702,non-essential,1401
PPIH,13,0.19311,non-essential,1401
THOC6,21,0.11889,non-essential,1401
ZC3H12A,5,-0.11445,non-essential,1401
KIN,13,0.28139,essential,785
MCHERRY,21,1.4525,non-essential,1401
GATB,5,0.4151,non-essential,1401
ZRANB2,13,0.20697,non-essential,1401
RAVER1,21,1.8783,non-essential,1401
ESS2,5,-0.041851,essential,785
PDE12,13,0.012094,non-essential,1401
PGRMC1,21,1.5304,non-essential,1401
TUBGCP3,5,-0.067171,essential,785
SRP72,13,-0.13472,essential,785
C14ORF166,21,1.3571,non-essential,1401
WDR46,5,0.028369,essential,785
MRPL1,13,0.31001,non-essential,1401
NUFIP1,21,-0.21042,essential,785
DUS3L,5,0.85752,non-essential,1401
CEP43,13,-0.052499,non-essential,1401
OLA1,21,0.051908,non-essential,1401
DYNC1H1,5,0.32045,essential,785
ZCCHC13,13,0.28253,non-essential,1401
ANKRD17,21,0.62089,non-essential,1401
SAFB2,5,0.10284,non-essential,1401
ANXA7,13,0.14715,non-essential,1401
GNL1,21,0.88599000000000006,non-essential,1401
DRG2,5,0.017247,non-essential,1401
DNM1,13,1.01,non-essential,1401
XIRP1,21,0.76531,non-essential,1401
TRMT6,5,0.52191,non-essential,1401
DXO,13,0.47542,non-essential,1401
SCAMP3,21,0.15,non-essential,1401
MDH1,5,0.24713,non-essential,1401
KNOP1,13,0.36781,non-essential,1401
EIF2D,21,0.44441,non-essential,1401
PSMD11,5,-0.36868,essential,785
CSDE1,13,-0.1046,non-essential,1401
ZC3H10,21,1.1174,non-essential,1401
RIDA,5,0.097208,non-essential,1401
RBM12B,13,0.4347,non-essential,1401
KIF1C,21,1.0146,non-essential,1401
STK10,5,0.0081514,non-essential,1401
DYNC1I2,13,-0.079999,essential,785
CIRBP,21,0.038614,non-essential,1401
PABPC5,5,0.26545,non-essential,1401
EIF1AY,13,0.39356,non-essential,1401
MPHOSPH10,21,0.16164,essential,785
NAP1L4,5,-0.31818,non-essential,1401
TKT,13,0.12642,non-essential,1401
FBXO17,21,1.1249,non-essential,1401
EEF1G,5,0.20617,essential,785
CANX,13,0.2733,non-essential,1401
NDRG2,21,0.5918,non-essential,1401
NUFIP1,5,-0.28576,essential,785
AGO1,13,0.22823,non-essential,1401
XPO4,21,0.63608,non-essential,1401
ANG,5,0.13819,non-essential,1401
C19ORF47,13,0.93266,non-essential,1401
PTGES3L-AARSD1,21,0.58879,non-essential,1401
CPEB2,5,0.52536,non-essential,1401
RIF1,13,0.074821,non-essential,1401
YTHDC2,21,0.82413,non-essential,1401
ILF3,5,0.38507,essential,785
DDX39B,13,-0.0046352,essential,785
SIDT2,21,0.98406,non-essential,1401
LSM12,5,0.21883,non-essential,1401
PAFAH1B3,13,0.97867,non-essential,1401
RNF10,21,0.096547,non-essential,1401
BCDIN3D,5,0.18681,non-essential,1401
NUCKS1,13,2.408,non-essential,1401
RPP25L,21,1.1922,non-essential,1401
C9ORF114,5,0.10751,non-essential,1401
HTATSF1,13,-0.0017546,essential,785
ACAT1,21,1.2899,non-essential,1401
STN1,5,-0.074614,non-essential,1401
APOBEC4,13,0.023118,non-essential,1401
POLR2J2,21,-0.1868,non-essential,1401
CMTR2,5,-0.065603,non-essential,1401
REPIN1,13,0.2597,non-essential,1401
AIMP1,21,0.87048,non-essential,1401
DLAT,5,-0.013191,non-essential,1401
DSP,13,0.25916,non-essential,1401
RRP8,21,2.0451,non-essential,1401
SMG6,5,0.53128,essential,785
UTP14C,13,0.76447,non-essential,1401
TLE5,21,1.3852,non-essential,1401
FN1,5,0.47466,non-essential,1401
CWC27,13,0.54166,non-essential,1401
RBM27,21,1.4713,non-essential,1401
EPPK1,5,-0.171,non-essential,1401
AGO3,13,-0.015836,non-essential,1401
DZIP1L,21,1.2267,non-essential,1401
CPSF4,5,-0.16515,essential,785
F11R,13,0.42232,non-essential,1401
PIN4,21,0.89005,non-essential,1401
MYO18A,5,0.079418,non-essential,1401
MCHERRY,13,0.97488,non-essential,1401
RP9,21,2.1475,non-essential,1401
SPATS2,5,-0.21577,non-essential,1401
RNGTT,13,-0.086175,essential,785
XPOT,21,0.87277,essential,785
IPO4,5,0.26655,non-essential,1401
TARBP1,13,0.1806,non-essential,1401
MSL3,21,1.9746,non-essential,1401
FASN,5,0.25902,non-essential,1401
TEX13A,13,-0.0090033,non-essential,1401
ENDOV,21,1.3263,non-essential,1401
SMAD3,5,-0.32418,non-essential,1401
TOP3B,13,0.1236,non-essential,1401
SSR1,21,1.8159,non-essential,1401
KRI1,5,0.66497,essential,785
R3HDM1,13,0.73148,non-essential,1401
KNOP1,21,0.056983,non-essential,1401
NIFK,5,0.48819,essential,785
ATXN2L,13,0.1698,non-essential,1401
RPUSD1,21,0.51589,non-essential,1401
DHX58,5,0.44601,non-essential,1401
ZNF768,13,0.4443,non-essential,1401
CCNT1,21,1.3317,non-essential,1401
RAD1,5,0.06551,essential,785
LGALS1,13,0.49234,non-essential,1401
LRP1,21,0.64698,non-essential,1401
MBNL3,5,-0.23468,non-essential,1401
CFAP65,13,1.5783,non-essential,1401
SUMO2,21,0.15219,essential,785
NXT2,5,0.025804,non-essential,1401
SPATS2,13,0.71934,non-essential,1401
APOBEC3H,21,0.47212,non-essential,1401
PRPF39,5,0.22002,non-essential,1401
SPTBN1,13,0.45204,non-essential,1401
ATP5F1C,21,0.29718,non-essential,1401
IFIT1B,5,0.23089,non-essential,1401
EXOSC5,13,0.33414,essential,785
GUF1,21,1.1772,non-essential,1401
POLRMT,5,0.088195,essential,785
ZCCHC2,13,0.67696,non-essential,1401
WBP4,21,0.82738,non-essential,1401
NOP16,5,-0.1108,essential,785
SECISBP2,13,0.20544,non-essential,1401
GCFC2,21,0.69364,non-essential,1401
NOCT,5,-0.082742,non-essential,1401
TACO1,13,0.080547,non-essential,1401
C19ORF66,21,0.47977,non-essential,1401
MACF1,5,0.088326,non-essential,1401
TRMU,13,0.64886,non-essential,1401
CNOT9,21,0.50507,non-essential,1401
DCD,5,0.34927,non-essential,1401
ACAA2,13,0.22351,non-essential,1401
MAT1A,21,1.191,non-essential,1401
ALDH6A1,5,-0.023895,non-essential,1401
USB1,13,0.3683,non-essential,1401
PDLIM5,21,1.2714,non-essential,1401
LARP4B,5,-0.17504,non-essential,1401
ACAT1,13,0.54902,non-essential,1401
THUMPD1,21,0.33392,non-essential,1401
RBM3,5,0.60164,non-essential,1401
PYM1,13,0.52834,non-essential,1401
HNRNPUL2,21,1.1726,non-essential,1401
VIRMA,5,0.19639,essential,785
PTBP2,13,0.87314,non-essential,1401
MBNL1,21,1.2736,non-essential,1401
THUMPD1,5,0.09387,non-essential,1401
CAVIN1,13,0.14562,non-essential,1401
DXO,21,0.78093,non-essential,1401
HEXIM1,5,-0.1487,non-essential,1401
SUCLG1,13,0.35304,non-essential,1401
EIF1AY,21,0.69504,non-essential,1401
TXNL4B,5,0.24358,essential,785
PCBP4,13,0.94781,non-essential,1401
H4C8,21,1.1485,non-essential,1401
RBMS3,5,0.097163,non-essential,1401
GRN,13,0.61556,non-essential,1401
RANBP17,21,0.61804,non-essential,1401
INTS10,5,0.18335,non-essential,1401
RIDA,13,0.82486,non-essential,1401
MPST,21,1.6887,non-essential,1401
NDRG2,5,0.069209,non-essential,1401
LSM10,13,0.15094,essential,785
MECP2,21,1.0454,non-essential,1401
EIF4E1B,5,-0.1027,non-essential,1401
PTBP1,13,0.49231,non-essential,1401
RBM41,21,1.3846,non-essential,1401
DDX52,5,-0.075001,essential,785
CPLX2,13,0.45389,non-essential,1401
PDS5A,21,0.67677,non-essential,1401
SRP68,5,-0.10239,essential,785
GATC,13,0.2145,non-essential,1401
HNRNPLL,21,1.5509,non-essential,1401
HSP90AB1,5,0.044666,non-essential,1401
ENDOV,13,2.0158,non-essential,1401
PIWIL2,21,1.5578,non-essential,1401
METTL1,5,0.5467,non-essential,1401
MTERF1,13,0.56096,non-essential,1401
NTPCR,21,0.25263,non-essential,1401
ZC3HC1,5,0.16176,non-essential,1401
NAP1L4,13,0.70972,non-essential,1401
TRUB1,21,0.94582,non-essential,1401
EPRS1,5,0.38129,essential,785
EIF2AK2,13,0.24607,non-essential,1401
CHCHD3,21,0.47036,non-essential,1401
SEPTIN11,5,0.046166,non-essential,1401
SEPSECS,13,0.76435,non-essential,1401
RBM14-RBM4,21,0.66352,non-essential,1401
HSPA1B,5,0.37656,non-essential,1401
GNL1,13,0.36472,non-essential,1401
TCOF1,21,0.42547,essential,785
TRMT13,5,0.28957,non-essential,1401
ERI2,13,1.3646,non-essential,1401
NLUC,21,3.0824,non-essential,1401
NSUN5,5,0.24703,non-essential,1401
MNEONGREEN,13,1.8805,non-essential,1401
NPM2,21,1.805,non-essential,1401
CNOT9,5,0.17683,non-essential,1401
MAEL,13,0.10766,non-essential,1401
DENR,21,0.9115,essential,785
RNASE6,5,-0.084195,non-essential,1401
FBP2,13,0.63396,non-essential,1401
SERPINH1,21,2.3416,non-essential,1401
LEPR,5,-0.049405,non-essential,1401
MAP2,13,0.68772,non-essential,1401
CNN3,21,1.0321,non-essential,1401
CTU2,5,0.10045,essential,785
FYTTD1,13,0.94773,non-essential,1401
DBT,21,1.0376,non-essential,1401
NOA1,5,-0.16165,non-essential,1401
NME1,13,0.55617,non-essential,1401
NKTR,21,0.88406,non-essential,1401
SETD7,5,0.047403,non-essential,1401
PPP1CC,13,0.20368,non-essential,1401
TAF15,21,2.2075,non-essential,1401
GTPBP2,5,0.15901,non-essential,1401
PTGES3L-AARSD1,13,1.1419,non-essential,1401
TENT5A,21,1.9731,non-essential,1401
MOV10L1,5,-0.012762,non-essential,1401
DHX32,13,0.5643,non-essential,1401
NAA38,21,0.19804,non-essential,1401
DKC1,5,0.31542,essential,785
YLPM1,13,0.41122,non-essential,1401
PEBP1,21,1.3478,non-essential,1401
ZYX,5,0.051925,non-essential,1401
ZC3H4,13,0.93073,non-essential,1401
NANOS1,21,0.028124,non-essential,1401
RBM4,5,0.2167,non-essential,1401
DDX25,13,1.2521,non-essential,1401
GRN,21,1.0946,non-essential,1401
CASC3,5,0.076834,non-essential,1401
RWDD4,13,1.4394,non-essential,1401
DNAJC1,21,1.9006,non-essential,1401
AARS1,5,1.2709,essential,785
RNASE6,13,1.1117,non-essential,1401
METTL2B,21,1.0104,non-essential,1401
DNAJB12,5,0.18089,non-essential,1401
HDLBP,13,1.7624,non-essential,1401
