gene,day,lfc,essential,n
PEF1,13,-0.88088,non-essential,1401
EMB,21,-1.0374,non-essential,1401
MTIF3,5,-0.33682,non-essential,1401
MRPS18C,13,-0.82739,non-essential,1401
MRM3,21,-0.42041,non-essential,1401
CXORF57,5,-0.42918,non-essential,1401
NPM1,13,-0.76829,essential,785
SUGP1,21,-1.3279,essential,785
C19ORF66,5,-0.68919,non-essential,1401
LAGE3,13,-0.26585,non-essential,1401
FKBP2,21,1.0546,non-essential,1401
CPSF3,5,-0.23192,essential,785
CCT8,13,-0.73632,essential,785
SF3A3,21,-1.2801,essential,785
SAMD4A,5,-0.22361,non-essential,1401
RINT1,13,-0.87921,essential,785
S100A16,21,0.36837,non-essential,1401
METAP2,5,-0.22413,essential,785
ELOF1,13,-0.34696,non-essential,1401
MYEF2,21,-1.1733,non-essential,1401
SMG8,5,-0.11394,non-essential,1401
ILF2,13,-0.78246,essential,785
TSEN54,21,-0.70113,essential,785
PHAX,5,-0.2794,essential,785
ZFC3H1,13,-0.24395,non-essential,1401
ZCCHC3,21,-0.57572,non-essential,1401
CARHSP1,5,-0.092628,non-essential,1401
PELO,13,-0.87571,essential,785
ENSA,21,0.056969,non-essential,1401
RRP15,5,-0.38087,essential,785
RTF1,13,-0.88844,essential,785
EXOSC2,21,-1.2636,essential,785
HMGB2,5,-0.023677,non-essential,1401
MEX3A,13,-0.29214,non-essential,1401
BAG4,21,-1.5659,non-essential,1401
TASOR,5,-0.077453,non-essential,1401
CPSF7,13,-0.63543,non-essential,1401
MRPL9,21,-0.96095,non-essential,1401
PNLDC1,5,-0.183,non-essential,1401
LAS1L,13,-0.87639,essential,785
CLNS1A,21,-1.1327,essential,785
RBMS1,5,0.30426,non-essential,1401
FKBP1A,13,-0.39814,non-essential,1401
TRMT10C,21,-0.85117,non-essential,1401
ANP32B,5,-0.046908,non-essential,1401
NOS3,13,-0.6843,non-essential,1401
SNRNP70,21,-0.69528,essential,785
NOSIP,5,-0.09731,non-essential,1401
MRM1,13,-0.94052,non-essential,1401
UTP18,21,-0.65349,essential,785
OTUD4,5,-0.24349,non-essential,1401
RPN2,13,-0.88533,essential,785
DDX23,21,-1.5381,essential,785
P2RX7,5,0.36048,non-essential,1401
MAGOHB,13,-0.86046,non-essential,1401
LARS2,21,-0.96869,non-essential,1401
PCBP1,5,-0.3195,essential,785
NOL7,13,-0.52595,essential,785
SNRNP27,21,0.042188,essential,785
GAS2,5,-0.2449,non-essential,1401
PUS7,13,0.32927,non-essential,1401
MRPL11,21,-1.5288,non-essential,1401
H4C6,5,-0.38068,non-essential,1401
TRNAU1AP,13,-1.2403,non-essential,1401
TNPO3,21,-1.2127,essential,785
NKAP,5,-0.30173,essential,785
TAF2,13,-1.0525,essential,785
NOP2,21,-0.64218,essential,785
GEMIN6,5,-0.2883,essential,785
FASTKD5,13,-0.59175,non-essential,1401
TSR1,21,0.39646,essential,785
YWHAB,5,-0.33869,non-essential,1401
MTG1,13,-0.76856,non-essential,1401
RPLP2,21,-1.0808,essential,785
MRPL16,5,-0.19274,non-essential,1401
RBM23,13,-0.75851,non-essential,1401
METTL14,21,-0.87095,essential,785
RNASET2,5,0.84017,non-essential,1401
TRIT1,13,-0.27151,non-essential,1401
PELO,21,-0.81725,essential,785
MRPS34,5,-0.39221,essential,785
KRI1,13,-0.58345,essential,785
RBM14,21,-0.57638,essential,785
RBM41,5,-0.28178,non-essential,1401
SARS2,13,-0.53964,essential,785
NUP153,21,-0.21428,essential,785
MVP,5,-0.10426,non-essential,1401
BCCIP,13,-0.97524,essential,785
TRNT1,21,-0.60723,essential,785
SNRNP27,5,-0.13718,essential,785
HNRNPA1,13,-0.14183,non-essential,1401
RBM34,21,-1.0775,non-essential,1401
CALR3,5,-0.1317,non-essential,1401
GATB,13,-0.98831,non-essential,1401
H4C12,21,-0.25396,non-essential,1401
THOC2,5,-0.18946,essential,785
UBE2I,13,-0.92925,essential,785
RPL39,21,-0.56731,essential,785
SPTBN1,5,-0.048725,non-essential,1401
ZFR,13,-0.54838,non-essential,1401
FASTKD5,21,-0.48337,non-essential,1401
CFAP20,5,-0.48751,non-essential,1401
RBM28,13,-0.62049,non-essential,1401
BRF2,21,-1.098,essential,785
DDX3Y,5,0.072741,non-essential,1401
AFF1,13,-0.44078,non-essential,1401
LAS1L,21,-1.0107,essential,785
TFB1M,5,-0.15376,non-essential,1401
AFF2,13,-0.015057,non-essential,1401
PHF5A,21,-0.88601,essential,785
UBE2M,5,-0.32307,essential,785
MRPS15,13,-0.41591,non-essential,1401
DDX56,21,-1.081,essential,785
APOBEC1,5,-0.42566,non-essential,1401
PRDX1,13,-0.97891,non-essential,1401
EEFSEC,21,-0.8828,non-essential,1401
EEF2,5,-0.22483,essential,785
RBMXL1,13,-0.63018,essential,785
PRPF18,21,-0.37158,essential,785
EZR,5,-0.096914,non-essential,1401
DDX39A,13,-0.30557,non-essential,1401
ENOX1,21,-0.75154,non-essential,1401
SRSF9,5,-0.26586,non-essential,1401
HSPE1,13,-0.99237,essential,785
REXO1,21,0.065874,non-essential,1401
ZC3H12B,5,-0.23355,non-essential,1401
TP53RK,13,-0.83715,essential,785
CPSF7,21,-0.57426,non-essential,1401
PABPC1L2B,5,-0.22123,non-essential,1401
GTF2F1,13,-0.13499,essential,785
THRAP3,21,-0.31286,non-essential,1401
TDRD7,5,-0.099168,non-essential,1401
RPRD1B,13,0.10787,non-essential,1401
IMMT,21,-0.34391,essential,785
U2AF2,5,-0.48855,essential,785
ATXN2,13,-0.27284,non-essential,1401
KRT18,21,-0.67885,non-essential,1401
CYCS,5,-0.31624,essential,785
EIF1AD,13,-0.95525,essential,785
ZFC3H1,21,0.11351,non-essential,1401
POLR2B,5,-0.29745,essential,785
PNRC2,13,-0.83701,non-essential,1401
WDR83,21,-0.28993,essential,785
SNRPF,5,-0.6961,essential,785
C1ORF131,13,-0.95344,non-essential,1401
EBP,21,-0.99632,non-essential,1401
DHX9,5,-0.0094334,essential,785
MRPS26,13,-0.75187,non-essential,1401
H4C5,21,0.13738,non-essential,1401
REXO2,5,-0.56206,non-essential,1401
EIF3K,13,-0.18391,non-essential,1401
CWC22,21,-0.83417,essential,785
PRR3,5,0.32116,non-essential,1401
ZC3HAV1L,13,-0.98873,non-essential,1401
ZNF638,21,-0.47562,non-essential,1401
RPS12,5,-0.28776,essential,785
LIN28A,13,-0.83089,non-essential,1401
LSM10,21,-0.48448,essential,785
PTBP2,5,-0.082398,non-essential,1401
DDX23,13,-0.93494,essential,785
FRG1,21,0.23011,non-essential,1401
CHMP2A,5,-0.22458,essential,785
MTHFD1,13,-0.23881,non-essential,1401
MRPS11,21,-0.03296,non-essential,1401
APOBEC4,5,0.24771,non-essential,1401
KAT8,13,-0.95091,essential,785
USP36,21,-1.0548,essential,785
EIF3H,5,-0.13251,essential,785
LSM11,13,-0.3294,essential,785
MRPL46,21,-1.1382,non-essential,1401
DNTTIP2,5,-0.17697,essential,785
ZCCHC17,13,-0.42139,non-essential,1401
TP53RK,21,-0.81853,essential,785
TDRKH,5,-0.44237,non-essential,1401
GOLGA4,13,-0.5122,non-essential,1401
CWC25,21,-0.84882,non-essential,1401
DYNC2H1,5,0.23648,non-essential,1401
YTHDF2,13,-0.96402,non-essential,1401
FAM50A,21,-0.44606,non-essential,1401
EML4,5,0.46369,non-essential,1401
SURF6,13,-0.55798,essential,785
TRMT112,21,-1.3805,essential,785
CORO1A,5,-0.16565,non-essential,1401
GLE1,13,-0.91681,essential,785
SLC25A5,21,-0.16798,essential,785
NQO1,5,-0.055017,non-essential,1401
THUMPD3,13,-1.1941,non-essential,1401
PELP1,21,-1.3701,essential,785
MAP2,5,-0.16956,non-essential,1401
EIF4B,13,-0.46485,essential,785
H4C15,21,-0.81454,non-essential,1401
NOB1,5,-0.20114,essential,785
PTPN12,13,0.31791,non-essential,1401
MRPS31,21,-1.1491,non-essential,1401
PARP1,5,-0.054286,non-essential,1401
CCAR1,13,-0.36425,essential,785
WRAP53,21,-0.80181,non-essential,1401
DHX37,5,-0.16621,essential,785
EZH1,13,-0.011891,non-essential,1401
RRP15,21,-1.0224,essential,785
TMPO,5,-0.034633,non-essential,1401
PTCD2,13,-0.46665,non-essential,1401
SAFB,21,-0.46793,non-essential,1401
MKRN3,5,-0.040035,non-essential,1401
ACIN1,13,-1.067,essential,785
YTHDF1,21,0.1617,non-essential,1401
UTP15,5,-0.44668,essential,785
DAZ4,13,-0.91769,non-essential,1401
PPIH,21,-0.63126,non-essential,1401
PTCD3,5,-0.41218,essential,785
RPL29,13,-0.59651,non-essential,1401
DHX38,21,-0.42638,essential,785
TRAP1,5,0.24708,non-essential,1401
SUMO2,13,-0.28866000000000003,essential,785
LARP7,21,-0.65231,non-essential,1401
SUMO1,5,0.49298,non-essential,1401
DHX40,13,-0.14553,non-essential,1401
GMPR2,21,-0.26301,non-essential,1401
ZC3H12C,5,0.39916,non-essential,1401
EIF1,13,-0.36912,essential,785
MTIF3,21,-0.80216,non-essential,1401
GSPT1,5,-0.53478,essential,785
MTIF3,13,-0.16362,non-essential,1401
CWF19L1,21,-0.24558,non-essential,1401
CPSF1,5,-0.14401,essential,785
IPO9,13,-0.37703,essential,785
KHSRP,21,-0.5406,non-essential,1401
CNOT10,5,-0.39253,non-essential,1401
MRPS11,13,-0.42627,non-essential,1401
SURF6,21,-1.0276,essential,785
PAIP2B,5,-0.39421,non-essential,1401
CCDC9,13,-0.21396,non-essential,1401
EIF2S2,21,-1.0504,essential,785
LGALS1,5,0.097077,non-essential,1401
LLPH,13,-0.60844,essential,785
CNBP,21,-0.27392,non-essential,1401
R3HDM1,5,0.48517,non-essential,1401
MKI67,13,-0.063657,non-essential,1401
HEXIM1,21,-0.39807,non-essential,1401
DIMT1,5,0.0375,essential,785
DROSHA,13,-0.65483,essential,785
SWT1,21,-0.32007,non-essential,1401
MDC1,5,-0.60019,non-essential,1401
CCDC59,13,0.72988,essential,785
TMA16,21,-1.0348,essential,785
EIF1AX,5,-0.45706,essential,785
SRSF6,13,-0.12886,essential,785
MRPL45,21,-0.88397,essential,785
TPRKB,5,-0.13884,non-essential,1401
EIF2D,13,-0.17516,non-essential,1401
IPO7,21,-0.4375,essential,785
RIOK3,5,-0.28632,non-essential,1401
ZC3H13,13,-0.49373,non-essential,1401
DDX24,21,-0.44056,essential,785
NCBP1,5,-0.31888,essential,785
ASCC3,13,-0.2122,non-essential,1401
MRPS35,21,-1.2947,non-essential,1401
ROR2,5,-0.30731,non-essential,1401
WBP11,13,-0.30204,essential,785
LSM2,21,-0.46188,essential,785
DBR1,5,0.096982,essential,785
DARS2,13,-0.22029,non-essential,1401
RPL7L1,21,-0.64176,essential,785
ARHGEF2,5,-0.2704,non-essential,1401
PTRH1,13,-0.37299,non-essential,1401
PRPF40A,21,-0.65547,essential,785
CLK2,5,-0.28847,essential,785
RBM5,13,-0.67411,non-essential,1401
THOC5,21,-0.4754,essential,785
CELF6,5,-0.27777,non-essential,1401
SRP9,13,0.0011081,essential,785
SART3,21,-1.104,essential,785
MYBBP1A,5,-0.30373,essential,785
SNRPC,13,-1.0102,essential,785
DHX35,21,0.6759,non-essential,1401
RTN4,5,0.15615,non-essential,1401
DENR,13,-0.31782,essential,785
PES1,21,-1.1216,essential,785
TEFM,5,-0.15135,essential,785
CCDC137,13,-0.39086,non-essential,1401
MRPS22,21,-0.17631,essential,785
LUZP4,5,-0.21476,non-essential,1401
CADM1,13,-0.045179,non-essential,1401
RPS14,21,-1.2498,essential,785
DALRD3,5,-0.20966,non-essential,1401
NSUN3,13,-0.48033,non-essential,1401
OSGEPL1,21,-0.74916,non-essential,1401
H4C2,5,-0.17679,non-essential,1401
SUGP1,13,-0.038424,essential,785
HNRNPL,21,-1.0864,essential,785
SNRPA,5,0.42859,non-essential,1401
TSEN2,13,-0.25531,essential,785
TPX2,21,-0.3064,essential,785
BAZ1B,5,0.57328,non-essential,1401
MVP,13,-0.40475,non-essential,1401
EIF4E1B,21,-0.20534,non-essential,1401
ZCCHC24,5,-0.53257,non-essential,1401
RPL10L,13,0.0048069,non-essential,1401
INTS10,21,-0.2909,non-essential,1401
MRPL52,5,-0.075216,non-essential,1401
G3BP1,13,0.91875,non-essential,1401
HNRNPM,21,-0.88173,essential,785
TPR,5,-0.26232,essential,785
NOC3L,13,0.16359,essential,785
NGRN,21,-0.92106,non-essential,1401
RBPMS,5,-0.39727,non-essential,1401
CHMP2A,13,-0.56133,essential,785
MAGOHB,21,-0.53639,non-essential,1401
MRPL43,5,0.16842,essential,785
CNOT10,13,-0.8826,non-essential,1401
FAM98B,21,-0.45449,non-essential,1401
GNL2,5,-0.26473,essential,785
HNRNPM,13,-0.4277,essential,785
ZFR,21,-0.82454,non-essential,1401
ABCF1,5,-0.044072,essential,785
PRPF40A,13,-0.46221,essential,785
EIF3K,21,-0.64684,non-essential,1401
CMTR1,5,-0.41553,essential,785
DYNC1H1,13,-0.77978,essential,785
NOP10,21,-0.3885,essential,785
PIWIL2,5,-0.27873,non-essential,1401
SRRM2,13,-0.2138,non-essential,1401
HMGB3,21,-0.58991,non-essential,1401
CELF3,5,-0.11677,non-essential,1401
STAU2,13,-0.37107,non-essential,1401
BASP1,21,1.9379,non-essential,1401
SLC25A48,5,-0.34691,non-essential,1401
EFTUD2,13,-0.74156,essential,785
BST2,21,-0.26535,non-essential,1401
NSF,5,0.46415,essential,785
SUGP2,13,-0.61646,non-essential,1401
RNF113A,21,-0.6108,essential,785
DST,5,-0.53189,non-essential,1401
UBE2N,13,-0.83544,essential,785
MAP2,21,-0.61474,non-essential,1401
HSPA9,5,-0.40383,essential,785
ALDH6A1,13,-0.29641,non-essential,1401
TENT4B,21,-0.12711,non-essential,1401
TSEN2,5,-0.21019,essential,785
RIOK2,13,-0.12519,essential,785
APOBEC1,21,-1.0158,non-essential,1401
XPO7,5,-0.29489,non-essential,1401
SBDS,13,-0.30685,essential,785
MAPT,21,-0.2165,non-essential,1401
POLR1E,5,0.035314,essential,785
ZCRB1,13,-0.66453,essential,785
SMG5,21,-1.1815,essential,785
HOOK1,5,-0.28739,non-essential,1401
AUH,13,-0.33861,non-essential,1401
LSM12,21,-0.68221,non-essential,1401
ALKBH6,5,-0.35139,non-essential,1401
ALKBH3,13,-0.57446,non-essential,1401
DDX51,21,-0.86136,essential,785
PABPC4L,5,-0.35882,non-essential,1401
RPP14,13,-0.33434,essential,785
RBMS2,21,-0.64555,non-essential,1401
ALDOA,5,-0.21404,essential,785
PDAP1,13,-0.59949,essential,785
NOL8,21,-0.38907,essential,785
TNKS1BP1,5,-0.12468,non-essential,1401
ALG13,13,-0.12901,essential,785
SLC16A3,21,1.3765,non-essential,1401
ATP5F1B,5,0.08693,essential,785
DHX30,13,-0.40608,non-essential,1401
CNOT10,21,-0.67684,non-essential,1401
NXF5,5,-0.23254,non-essential,1401
EIF4ENIF1,13,-0.13484,non-essential,1401
DAZ4,21,-0.79299,non-essential,1401
ZNF385A,5,-0.29614,non-essential,1401
METTL2A,13,-0.23303,non-essential,1401
ZC3H7A,21,0.62017,non-essential,1401
MRPL15,5,-0.36808,non-essential,1401
POLR2B,13,-0.38366,essential,785
ELOA,21,-0.17571,non-essential,1401
RSRC2,5,-0.069749,non-essential,1401
PDLIM5,13,0.75629,non-essential,1401
PRDX1,21,-1.1413,non-essential,1401
PUM3,5,-0.10284,non-essential,1401
PCBP2,13,-0.46513,essential,785
EZH2,21,-0.27854,non-essential,1401
ZMAT2,5,-0.029264,essential,785
SCAMP3,13,-0.20712,non-essential,1401
BUD13,21,-0.40996,essential,785
TCF20,5,0.14987,non-essential,1401
SMG8,13,-0.19948,non-essential,1401
DHX40,21,-0.3015,non-essential,1401
PFN1,5,-0.24336,essential,785
ENOX1,13,-0.49824,non-essential,1401
SECISBP2,21,-0.75557,non-essential,1401
PDIA2,5,-0.30322,non-essential,1401
RPS4Y1,13,0.60583,non-essential,1401
SRRM2,21,-0.15398,non-essential,1401
TCOF1,5,-0.46295,essential,785
MDC1,13,-0.30034,non-essential,1401
PHRF1,21,-0.3599,non-essential,1401
DAZ2,5,-0.23175,non-essential,1401
EMG1,13,-0.26442,non-essential,1401
CNOT11,21,-0.38491,non-essential,1401
COL14A1,5,0.013837,non-essential,1401
ASS1,13,-0.37743,non-essential,1401
ZC3H12D,21,-0.21904,non-essential,1401
REPIN1,5,-0.38031,non-essential,1401
PPP1R8,13,-0.68053,essential,785
MTFMT,21,-0.81704,non-essential,1401
DDX51,5,-0.36049,essential,785
NXT1,13,-0.025747,non-essential,1401
SAMD4A,21,-0.54118,non-essential,1401
OLA1,5,-0.15845,non-essential,1401
CCDC86,13,-0.58466,essential,785
ESS2,21,-0.10748,essential,785
CDC40,5,-0.27793,essential,785
C19ORF66,13,-0.30634,non-essential,1401
PUS7,21,0.33644,non-essential,1401
ZCCHC8,5,-0.30357,non-essential,1401
DBT,13,-0.32106,non-essential,1401
PNRC2,21,-0.55592,non-essential,1401
ERF,5,-0.59421,non-essential,1401
HMGB3,13,-0.48036,non-essential,1401
CELF2,21,-1.0679,non-essential,1401
ZRSR2,5,0.010631,essential,785
TRMT112,13,-0.78551,essential,785
RBM17,21,-0.93389,essential,785
PTDSS1,5,-0.31219,non-essential,1401
SRBD1,13,0.099144,essential,785
MEPCE,21,-0.64468,essential,785
WDR43,5,0.035264,essential,785
EIF4G3,13,-0.12232,non-essential,1401
FASTKD2,21,-0.4191,non-essential,1401
RRP1,5,-0.45366,essential,785
RRP1,13,-0.25173,essential,785
MRPS18C,21,-0.40256,non-essential,1401
GDI2,5,-0.076463,non-essential,1401
SRRM1,13,-0.42528,essential,785
GDI2,21,0.014456,non-essential,1401
SPTAN1,5,-0.19467,non-essential,1401
EDC4,13,0.15111,non-essential,1401
NSA2,21,-0.8446,essential,785
RPL36,5,0.42684,essential,785
MRPL11,13,-0.64772,non-essential,1401
CHD3,21,1.8246,non-essential,1401
FUBP1,5,-0.21827,non-essential,1401
SLC16A3,13,1.2762,non-essential,1401
NOC3L,21,-0.80471,essential,785
MEPCE,5,-0.50182,essential,785
PABPN1,13,-0.34487,essential,785
SKIC8,21,-0.81798,essential,785
EXOSC4,5,-0.050956,essential,785
MYEF2,13,-0.58768,non-essential,1401
ALKBH3,21,-0.60226,non-essential,1401
SKIC2,5,-0.23892,non-essential,1401
NONO,13,-0.46272,non-essential,1401
DDX19B,21,1.0969,non-essential,1401
C1ORF204,5,0.12761,non-essential,1401
PEBP1,13,0.50214,non-essential,1401
WDR4,21,-0.65352,non-essential,1401
CCDC9,5,0.24638,non-essential,1401
TRMT61A,13,-0.037337,non-essential,1401
SLC4A1AP,21,0.50901,non-essential,1401
SCAF1,5,0.24089,non-essential,1401
TFAM,13,-0.44641,essential,785
TRNAU1AP,21,-0.7585,non-essential,1401
SNRPB2,5,-0.067126,non-essential,1401
DHX35,13,-0.76343,non-essential,1401
RBMXL1,21,-0.5838,essential,785
AGO1,5,-0.070076,non-essential,1401
IGF2BP1,13,-0.32973,non-essential,1401
MDH2,21,-0.70141,non-essential,1401
PRPF3,5,-0.33445,essential,785
RPUSD2,13,0.69302,non-essential,1401
RPA2,21,-0.8992,essential,785
LAMA2,5,0.4099,non-essential,1401
H4C12,13,-0.50286,non-essential,1401
MRPS15,21,-0.8103,non-essential,1401
NOL8,5,-0.1759,essential,785
YBX1,13,0.1172,essential,785
RBM11,21,-0.51838,non-essential,1401
PATL2,5,0.085874,non-essential,1401
RBM26,13,0.64605,non-essential,1401
RPS9,21,-0.8488,essential,785
PABPC1,5,-0.0079456,essential,785
MAGOH,13,0.20114,essential,785
ERN2,21,2.5271,non-essential,1401
USP39,5,-0.068902,essential,785
ADARB1,13,0.31112,non-essential,1401
H1-2,21,0.10247,non-essential,1401
RPL7A,5,0.02929,essential,785
EBP,13,-0.11873,non-essential,1401
CCAR1,21,-0.71851,essential,785
CWC22,5,0.64324,essential,785
RBM6,13,-0.64676,non-essential,1401
NOP9,21,-0.87893,essential,785
SFN,5,-0.26113,non-essential,1401
RAVER2,13,-0.12515,non-essential,1401
PPRC1,21,-0.88919,non-essential,1401
ZC3H7A,5,-0.098469,non-essential,1401
PHF6,13,0.18579,non-essential,1401
ANP32A,21,-0.086165,non-essential,1401
MATR3,5,-0.038054,non-essential,1401
DDX5,13,-0.45399,essential,785
XPO7,21,0.27118,non-essential,1401
DDX47,5,0.22272,essential,785
ESF1,13,-0.32957,essential,785
IPO11,21,-0.46724,essential,785
SEC31A,5,0.42802,non-essential,1401
MRPL45,13,0.088045,essential,785
PABPN1,21,-0.12584,essential,785
FKBP2,5,0.090997,non-essential,1401
LARP7,13,-0.277,non-essential,1401
FAM120C,21,0.54546,non-essential,1401
STAU1,5,-0.26016,non-essential,1401
ADAD2,13,0.63612,non-essential,1401
P2RX7,21,0.83066,non-essential,1401
IREB2,5,0.4746,non-essential,1401
MPHOSPH6,13,-0.4781,non-essential,1401
EMG1,21,-0.47972,non-essential,1401
ROCK2,5,-0.20769,non-essential,1401
BUD13,13,-0.27921,essential,785
PRKDC,21,-0.82943,non-essential,1401
SEC61B,5,0.27914,essential,785
MRPL54,13,-0.42093,non-essential,1401
DNAJA1,21,-0.66453,non-essential,1401
DNMT1,5,-0.0055607,essential,785
FAM32A,13,-0.6697,essential,785
IGF2BP3,21,1.0015,non-essential,1401
PRKAB2,5,0.14799,non-essential,1401
EIF5AL1,13,-0.13907,non-essential,1401
PAPOLA,21,-0.73422,non-essential,1401
MRPL50,5,-0.085412,essential,785
TRPT1,13,0.64417,non-essential,1401
MRPL1,21,-0.13542,non-essential,1401
CLASP2,5,-0.095799,non-essential,1401
ARHGEF28,13,-0.33886,non-essential,1401
UBE2I,21,-0.19668,essential,785
DZIP1,5,-0.41597,non-essential,1401
TRNT1,13,-0.56454,essential,785
LARP1B,21,-0.37708,non-essential,1401
MAPRE1,5,-0.12621,non-essential,1401
FLNB,13,-0.24114,non-essential,1401
UPF1,21,-0.43535,essential,785
DDX21,5,-0.19925,essential,785
TDRD7,13,0.095757,non-essential,1401
PQBP1,21,0.30806,non-essential,1401
FAM32A,5,-0.31244,essential,785
SNRNP27,13,0.63733,essential,785
HELZ,21,-0.69569,non-essential,1401
NUDT12,5,-0.15336,non-essential,1401
IDH1,13,0.89762,non-essential,1401
KRI1,21,-0.30462,essential,785
PPIG,5,-0.24653,non-essential,1401
CMTR1,13,-0.11502,essential,785
CAPRIN2,21,2.0329,non-essential,1401
INTS12,5,0.63964,non-essential,1401
TARDBP,13,-0.35566,essential,785
ZCCHC9,21,-0.82761,essential,785
LDHB,5,-0.63012,non-essential,1401
SLC4A1AP,13,0.056305,non-essential,1401
TARS3,21,-0.39471,non-essential,1401
SBDS,5,-0.37729,essential,785
PHRF1,13,0.49032,non-essential,1401
MANF,21,-0.51985,non-essential,1401
FAM98A,5,0.078542,non-essential,1401
SSB,13,0.79203,essential,785
BARD1,21,-0.51557,non-essential,1401
LARP4,5,0.55529,non-essential,1401
RBM27,13,0.55398,non-essential,1401
RPP21,21,-0.58638,essential,785
BASP1,5,-0.31403,non-essential,1401
EMB,13,-0.32382,non-essential,1401
TFRC,21,0.012828,non-essential,1401
NLRP11,5,0.3531,non-essential,1401
ALDOC,13,0.37103,non-essential,1401
SMG8,21,0.15294,non-essential,1401
R3HCC1L,5,-0.17748,non-essential,1401
ALDH7A1,13,-0.23971,non-essential,1401
TFAM,21,0.098069,essential,785
SMAD4,5,-0.23803,non-essential,1401
CLK3,13,0.12881,non-essential,1401
RPL22L1,21,-0.44344,non-essential,1401
HSD17B10,5,-0.32802,non-essential,1401
LARS1,13,-0.0093286,essential,785
HENMT1,21,-0.23894,non-essential,1401
RBM46,5,-0.030059,non-essential,1401
NELFE,13,-0.0082518,essential,785
IGF2BP1,21,0.28494,non-essential,1401
HELZ2,5,-0.23941,non-essential,1401
SNRPE,13,-0.40809,essential,785
MRPS21,21,-0.30913,essential,785
DRG1,5,0.036684,non-essential,1401
DDX55,13,-0.1899,essential,785
GSPT1,21,-0.5642,essential,785
MRPS5,5,-0.066466,essential,785
CNN3,13,0.12047,non-essential,1401
RBMXL3,21,-0.57478,non-essential,1401
NOVA2,5,-0.067433,non-essential,1401
FAM120C,13,0.34722,non-essential,1401
HSP90B1,21,0.12467,essential,785
SNTB1,5,-0.49524,non-essential,1401
FAM50A,13,0.21638,non-essential,1401
PTBP2,21,0.82422,non-essential,1401
TNRC6B,5,-0.48283,non-essential,1401
UTP25,13,-0.2597,essential,785
EEF1D,21,0.04358,non-essential,1401
PLEC,5,-0.23679,non-essential,1401
PPIG,13,0.11554,non-essential,1401
MAPRE1,21,-0.018596,non-essential,1401
IPO11,5,-0.22627,essential,785
WDR83,13,0.11336,essential,785
SMG6,21,-0.51993,essential,785
PPARGC1A,5,-0.024905,non-essential,1401
TCERG1,13,-0.22551,non-essential,1401
EEF1E1,21,-0.66622,non-essential,1401
CWC25,5,-0.49542,non-essential,1401
EEF1B2,13,-0.39735,essential,785
CELF4,21,0.40437,non-essential,1401
MRPS22,5,-0.18958,essential,785
LDHA,13,0.57231,essential,785
GLRX3,21,0.088207,non-essential,1401
RNASE1,5,-0.16155,non-essential,1401
SMG6,13,-0.45273,essential,785
RTF1,21,-0.66033,essential,785
AKAP8,5,-0.17538,non-essential,1401
