sgrna,sample_name,rep1,rep2
TES_1_2,light,0.077619,0.19822
TTF2_1_2,light,0.057156,0.0087621
MRPS15_3_4,light,-0.10297,0.080239
SMAD2_3_4,light,-0.095217,-0.097624
ARF1_4_1,light,0.10037,0.051569
POLR1E_2_3,light,-0.047155,-0.12858
FBN1_3_4,light,0.10614,0.14546
PRPF18_2_3,light,0.086954,0.038185
UBQLN1_2_3,light,0.058106,0.064476
NMT1_2_3,light,-0.087876,0.15388
EPRS1_3_4,light,-0.066378,-0.004689
USP10_1_2,light,0.076711,-0.12964
PRPF40A_3_4,light,-0.14991,0.49689
DENR_3_4,light,0.081438,0.1174
MDC1_1_2,light,-0.059069,0.079743
C11ORF68_3_4,light,0.12187,-0.35885
RPN1_4_1,light,0.055524,-0.023765
HDLBP_2_3,light,0.12085,-0.049457
TRMT44_4_1,light,0.12085,-0.12227
INTS6L_3_4,light,-0.057875,0.055346
NGB_1_2,light,0.09533,0.17748
SF3B2_3_4,light,-0.14089,0.2136
SUCLG1_3_4,light,0.1928,-0.50605
YY1_3_4,light,0.08268,-0.12614
AATF_1_2,light,-0.26842,-0.040458
SF3B3_4_1,light,-0.26842,-0.33226
ATXN1_1_2,light,-0.33979,0.39219
ELOA_1_2,light,-0.048487,-0.069733
FTO_3_4,light,-0.087702,0.14022
ZC3H8_2_3,light,-0.047714,-0.084401
PSMB1_3_4,light,-0.1505,-0.16203
SRRM4_1_2,light,0.071724,8.7266e-4
MTRF1_2_3,light,-0.082311,-0.13953
DBNL_4_1,light,0.055206,-0.051366
CDC40_3_4,light,-0.063763,-0.031733
FKBP1A_4_1,light,0.11924,-0.067293
CXORF57_2_3,light,0.068973,-0.010554
SREK1_2_3,light,-0.061614,-0.18513
HELZ2_4_1,light,0.061323,-0.020707
ESRP1_2_3,light,0.12997,0.18889
SNRPA1_1_2,light,-0.13443,-0.020336
PDCD4_1_2,light,0.070092,0.13441
PCIF1_2_3,light,0.065194,0.036345
NUDT16L1_1_2,light,0.071727,0.048905
CLP1_1_2,light,-0.11475,0.086601
RAVER2_2_3,light,0.085796,0.0081414
ESF1_1_2,light,0.28565,0.061249
STN1_2_3,light,0.28565,0.92089
TLE5_4_1,light,0.061617,0.04913
PPP1R10_4_1,light,-0.087347,-0.3815
RBPMS_2_3,light,0.075247,0.28437
LONP1_4_1,light,-0.11217,-0.25553
EIF4G2_2_3,light,-0.098176,0.31184
CCNT1_1_2,light,-0.10584,0.022108
HEATR1_3_4,light,-0.073235,-0.10246
APOBEC3C_3_4,light,0.097582,0.049666
TCF20_4_1,light,0.099963,-0.20682
LBR_3_4,light,-0.071495,-0.0078256
RBM10_3_4,light,0.084885,0.11085
TSR3_1_2,light,0.086038,-0.059223
DDX5_1_2,light,0.19868,-0.68582
PUS1_3_4,light,0.032231,0.056321
DZIP3_4_1,light,0.067972,0.13304
TFIP11_3_4,light,-0.055021,-0.020454
FAM98A_4_1,light,0.05274,0.10357
CDC42EP4_4_1,light,-0.073486,-0.062586
ZMAT5_3_4,light,-0.06006,0.059599
RBM27_4_1,light,-0.10978,0.029293
TXNL4B_2_3,light,-0.049121,-0.071556
AAR2_3_4,light,0.046525,-0.0049418
HNRNPCL1_1_2,light,0.1092,0.18861
ELP5_4_1,light,0.080487,0.025648
BRCA1_3_4,light,0.12021,-0.097387
UTP11_3_4,light,-0.11205,0.17406
SAMD4A_3_4,light,0.059724,0.15275
ALKBH8_1_2,light,0.20216,0.64832
USO1_1_2,light,-0.10389,0.014702
UHMK1_1_2,light,0.074979,0.059491
YARS2_3_4,light,-0.089433,0.05591
MRPS7_1_2,light,0.063351,-0.044463
ATXN1L_4_1,light,-0.11201,-0.12209
EXOSC4_3_4,light,0.079065,0.30547
RAI1_3_4,light,0.060298,0.081043
IPO8_4_1,light,-0.12083,0.052591
MRPS25_1_2,light,0.062125,0.21699
ZNF106_2_3,light,0.058843,0.070996
CASC3_4_1,light,0.059849,-0.045102
LARP1_4_1,light,-0.054747,-0.025196
PHRF1_1_2,light,-0.10371,0.054239
PDIA2_2_3,light,-0.038423,-0.10391
SRRM3_1_2,light,-0.067106,0.031565
EIF3D_2_3,light,-0.10365,-0.21067
RPL22L1_3_4,light,-0.069005,-0.040643
WDR83_2_3,light,0.10606,0.33766
TACO1_1_2,light,0.06818,-0.11341
EIF3B_4_1,light,-0.31575,-0.39077
TENT5A_2_3,light,0.074374,0.13851
FIP1L1_1_2,light,-0.080061,-0.060775
MBNL3_3_4,light,0.038215,0.078265
AKAP8L_2_3,light,-0.083689,0.026276
FNDC3B_2_3,light,0.10275,0.32429
ZCCHC2_4_1,light,-0.12083,0.22731
IDH1_4_1,light,0.077922,0.082122
FYTTD1_1_2,light,-0.045503,-0.076129
MTRF1L_1_2,light,0.0564,-0.021348
HSPE1_4_1,light,-0.072755,0.24331
PUM2_2_3,light,0.083102,-0.081267
ZNF207_1_2,light,0.14635,0.084059
RNMT_1_2,light,0.070388,0.13774
MRPL21_3_4,light,-0.075485,0.031846
PMS1_4_1,light,0.058273,0.0053494
DHX33_4_1,light,-0.11176,-0.22592
H4C1_2_3,light,-0.0888,0.13521
DCP1B_2_3,light,0.05038,0.097121
RBMX_3_4,light,0.069752,0.14989
SSBP1_1_2,light,0.056717,0.031132
HADH_4_1,light,0.076912,0.13676
EIF2AK1_3_4,light,-0.11172,0.15304
HNRNPH2_1_2,light,-0.12484,0.16717
SNRPD2_4_1,light,-0.076256,-0.12455
PTGES3_1_2,light,-0.090573,-0.047226
DCAF13_4_1,light,-0.18731,-0.32375
HAS1_1_2,light,0.045858,0.048074
HAS1_4_1,light,-0.055278,-0.062173
PSMB3_1_2,light,-0.07811,-0.14086
RPS7_1_2,light,0.14371,-0.21331
DCN_3_4,light,0.057833,0.035698
RNASEK_1_2,light,-0.053959,-0.075335
ISCU_4_1,light,-0.091461,-0.35183
PIWIL2_3_4,light,-0.057153,-0.17005
DCPS_1_2,light,0.068548,0.11017
MRPL44_3_4,light,0.055523,0.065506
NOLC1_4_1,light,-0.067087,-0.12585
MRPS31_1_2,light,-0.19169,-0.14399
CANX_3_4,light,-0.053786,-0.084077
ZC3H12B_1_2,light,0.054641,-0.13999
CPSF1_3_4,light,-0.098544,-0.11808
POP5_4_1,light,0.05456,0.11677
ALKBH8_4_1,light,-0.057656,0.036243
PTRH1_1_2,light,-0.10704,0.10742
NGRN_1_2,light,-0.21197,0.25031
DAZL_3_4,light,-0.052282,0.065562
UBAP2_2_3,light,-0.10702,0.34064
CACTIN_1_2,light,0.048037,-0.039883
NSUN7_2_3,light,-0.14439,0.2713
EIF5A_2_3,light,0.13496,0.029556
PPIE_3_4,light,-0.079432,-0.07327
CCT8_2_3,light,-0.053399,0.0050601
SNRPA1_3_4,light,0.06863,-0.094775
NQO1_3_4,light,0.057704,0.094701
SEPTIN11_1_2,light,-0.071114,-0.05188
YRDC_4_1,light,0.064998,0.064097
TYW3_1_2,light,0.05715,0.017111
STRBP_1_2,light,-0.091193,0.084999
CAT_1_2,light,-0.1173,0.28345
HNRNPM_2_3,light,-0.10491,-0.16643
FTSJ1_2_3,light,-0.066524,-0.07623
ELP2_2_3,light,-0.061959,-0.031158
ZC3H11A_3_4,light,0.071896,0.07329
SYF2_3_4,light,0.049151,0.024421000000000002
KPNA2_3_4,light,0.07298,0.035287
UTP20_2_3,light,-0.057935,-0.12451
HNRNPU_3_4,light,0.21116,0.21001
YBX2_1_2,light,0.056407,0.12411
NXT2_1_2,light,-0.10901,0.098339
BAZ2A_2_3,light,0.046901,0.095016
SWT1_3_4,light,0.092688,-0.045459
DARS1_3_4,light,-0.099633,-0.090351
DDX10_1_2,light,-0.08643,-0.046547
IGF2BP1_4_1,light,0.057253,0.038288
CPSF6_1_2,light,-0.14528,-0.042897
RPL36A_4_1,light,-0.065998,-0.015579
APOBEC4_4_1,light,0.07613,-0.10269
POLR2D_2_3,light,0.11559,0.38201
ZNF346_3_4,light,0.07634,-0.019691
ZGPAT_1_2,light,0.051591,-0.0014866
MCRIP2_4_1,light,0.057921,0.070827
MRPL57_4_1,light,0.074207,-0.15566
BYSL_4_1,light,-0.13657,-0.40349
NOL11_2_3,light,0.04582,-0.061483
GIGYF2_2_3,light,0.043864,0.056089
SSR1_2_3,light,-0.071056,0.15585
MTRF1_4_1,light,0.070741,0.0023282
KHDC1_4_1,light,0.051733,-0.038354
IPO4_2_3,light,-0.084716,0.050562
ALKBH4_3_4,light,0.10951,0.097286
FASTKD3_3_4,light,0.053378,-0.052828
NRAP_3_4,light,0.045435,0.0054078
RBFOX1_3_4,light,-0.051298,-0.031665
SPEN_1_2,light,-0.076267,-0.10104
REXO1_3_4,light,-0.087005,0.021072
ATP1A1_1_2,light,-0.057552,-0.074935
TOE1_1_2,light,0.096505,0.26581
MRPS6_3_4,light,0.042673,0.0098807
EIF3M_1_2,light,0.067287,-0.015813
RNASET2_3_4,light,0.056347,0.18072
PABPC1L2B_4_1,light,-0.13026,0.26303
UPF2_2_3,light,0.047019,0.05288
CNOT2_1_2,light,-0.066487,0.025394
GPATCH4_3_4,light,-0.07046,-0.064896
MYEF2_1_2,light,-0.11403,-0.059152
TTF2_2_3,light,0.063926,0.038017
EGFP_2_3,light,0.066426,0.18253
SMAD6_1_2,light,0.10541,0.034159
CLK1_3_4,light,-0.058656,0.018738
FNDC3A_4_1,light,0.04537,0.04889
LARS1_1_2,light,-0.056805,-0.021334
CHD2_2_3,light,-0.28436,0.26719
NQO1_1_2,light,-0.055236,0.068896
BAG4_4_1,light,0.10195,-0.31246
PRRC2A_4_1,light,-0.12512,-0.094147
RBBP6_2_3,light,-0.11714,-0.26453
BASP1_2_3,light,-0.08361,-0.09139
RRP9_4_1,light,-0.10868,-0.060659
INTS8_1_2,light,-0.087578,-0.32024
NGDN_3_4,light,0.076291,-0.042229
ZC3H8_3_4,light,-0.065191,-0.11083
MRPS7_2_3,light,0.042936,-0.096527
SKIC8_3_4,light,-0.058952,-0.08506
PHGDH_3_4,light,0.050699,0.019246
BUD23_4_1,light,-0.071955,0.086047
NAT10_1_2,light,-0.06668,-0.018384
PKM_1_2,light,0.064163,0.035403
JAKMIP1_2_3,light,-0.051248,-0.10132
RNASE10_1_2,light,-0.082015,-0.0061353
YLPM1_1_2,light,0.075296,9.6057e-4
PSIP1_3_4,light,0.15009,-0.024017
DCP1B_3_4,light,0.053485,0.080304
NSFL1C_3_4,light,0.091304,-0.21935
RNASEH2B_4_1,light,0.053658,-0.023493
PGRMC1_3_4,light,0.038327,-0.006533
AKAP8_2_3,light,0.076393,0.23133
HINT3_3_4,light,-0.06828,0.031925
HNRNPK_2_3,light,0.12917,0.0088881
KYAT3_1_2,light,0.058043,0.25651
HMGN2_1_2,light,-0.073324,-0.30181
CCAR1_2_3,light,-0.10846,-0.095739
DHX58_4_1,light,-0.085494,-2.4021e-4
RALY_3_4,light,0.06062,-0.10161
CHERP_3_4,light,-0.10409,0.028641
TFAM_1_2,light,-0.10219,-0.17799
SRPRB_2_3,light,-0.054268,0.032931
RBFOX1_2_3,light,0.044504,0.111
RBM10_4_1,light,-0.089987,0.28537
HMGN5_1_2,light,0.13446,0.32709
NKRF_3_4,light,0.12147,0.38126
A1CF_2_3,light,0.043164,0.082386
SRA1_1_2,light,-0.079157,-0.013498
BTF3_2_3,light,0.072927,0.19243
TCEA1_4_1,light,0.070265,0.16416
EIF1B_4_1,light,0.10618,-0.20479
MCHERRY_3_4,light,0.085474,-0.18157
SRPRA_2_3,light,-0.06961,-0.01269
PTPN1_2_3,light,-0.071017,0.19138
CPEB4_3_4,light,0.059408,0.1192
ZNF326_3_4,light,-0.053928,0.14602
YTHDF1_2_3,light,-0.13087,-0.006883
RBM17_3_4,light,-0.066409,0.0040132
FYTTD1_3_4,light,-0.050306,0.053716
CCDC47_4_1,light,-0.080165,-0.067945
ZNF579_3_4,light,0.048102,0.066803
DHX57_3_4,light,0.050063,0.053345
NAA50_2_3,light,-0.094313,-0.5222
DCP1A_1_2,light,0.054593,-0.048775
CELF6_3_4,light,-0.065785,0.11017
POLR2B_2_3,light,-0.1487,-0.091307
GTPBP1_3_4,light,0.17185,0.039001
UTP14C_1_2,light,0.04588,0.12083
DNAJC1_3_4,light,0.059229,0.10168
NXF2_2_3,light,-0.064416,0.033544
MTDH_1_2,light,0.060252,-0.057817
DDX53_1_2,light,0.047869,-0.0072738
PCDH20_1_2,light,-0.049658,-0.13399
NELFE_2_3,light,0.069961,0.055533
FBXO17_3_4,light,0.063928,0.12322
LARP1B_2_3,light,-0.16922,-0.57163
PUSL1_1_2,light,-0.06458,-0.041506
MRPL35_3_4,light,-0.11694,-0.0085503
INTS3_1_2,light,-0.072752,-0.041088
CHD2_4_1,light,-0.16955,-0.090048
ARL6IP4_2_3,light,-0.072322,0.155
CEP43_4_1,light,0.14118,0.10065
TRMT11_3_4,light,0.078622,-0.0063633
EPB41_1_2,light,-0.1018,-0.12225
RPUSD2_4_1,light,-0.091686,-0.2567
MRPL23_2_3,light,-0.068229,0.096212
ELP3_1_2,light,0.053711,0.14256
ETF1_3_4,light,-0.25633,-0.72931
UBAP2_4_1,light,-0.063897,-0.10192
METTL14_1_2,light,-0.083224,0.049468
PSMA6_2_3,light,-0.12078,-0.30351
DYNC2H1_2_3,light,0.089068,0.12257
UTP23_4_1,light,-0.2538,0.28694
NOA1_4_1,light,0.062355,-0.048262
IMP4_4_1,light,-0.051093,-0.086385
MBNL1_2_3,light,0.065546,-0.0040302
LMF2_2_3,light,0.090561,0.082128
PLD6_4_1,light,0.046958,0.061659
TENT4B_3_4,light,0.055467,-0.026648
ZCRB1_2_3,light,0.11391,0.16127
DDX19B_2_3,light,-0.11055,0.055699
TMPO_3_4,light,-0.055458,0.046054
CPEB1_1_2,light,0.10706,-0.16127
GP2_4_1,light,0.093106,0.25744
ESRP2_3_4,light,-0.069221,0.12187
S100A16_3_4,light,-0.080799,0.11626
RBM12B_3_4,light,-0.10789,-0.26095
MRTO4_3_4,light,-0.15056,-0.73643
QRSL1_4_1,light,-0.056226,0.0059599
RIMS1_2_3,light,-0.086127,0.062382
IGF2BP1_2_3,light,0.046853,-0.0020614
HTATSF1_3_4,light,-0.11681,-0.1041
POLR2J2_3_4,light,0.07005,0.13937
FLUC_4_1,light,-0.074898,0.034266
MRPS18B_1_2,light,-0.053286,0.0010404
TMSB4X_2_3,light,-0.083562,-0.13659
TRMT2B_4_1,light,0.089894,0.16815
TRIM25_2_3,light,0.067492,0.089401
PINX1_1_2,light,0.13204,0.22199
FN1_3_4,light,-0.1104,0.061922
CHD3_1_2,light,-0.049154,-0.010206
SNRNP70_3_4,light,-0.044889,-0.14848
MRPS18A_4_1,light,-0.051199,-0.063302
DDX39A_1_2,light,0.10104,0.0062968
NDRG4_2_3,light,-0.051176,0.054653
TDRD10_1_2,light,0.043866,0.15547
UBTF_4_1,light,-0.090942,-0.356
PAIP2B_4_1,light,0.073811,0.16801
C19ORF47_3_4,light,0.063523,-0.0028721
MRPL27_2_3,light,0.15533,-0.13636
KAT8_3_4,light,-0.068732,8.7642e-4
NGB_2_3,light,-0.056922,0.069432
ZNFX1_4_1,light,0.04342,0.052018
TBRG4_3_4,light,-0.13173,0.34818
GATB_4_1,light,0.075993,0.034088
PUM1_2_3,light,0.049793,-0.009262
MRPL51_2_3,light,-0.038706,0.015434
PTDSS1_2_3,light,-0.059338,-0.10398
EIF4E1B_3_4,light,0.061521,-0.08024
OLA1_3_4,light,-0.06728,0.10924
COPG1_2_3,light,0.06589,0.055212
CHCHD3_2_3,light,-0.18419,-0.031838
PABPC1L2B_1_2,light,-0.070814,-0.075597
STAU1_2_3,light,-0.062716,0.10567
MSL1_4_1,light,-0.054238,0.0044217
CTU1_2_3,light,0.044648,-0.036769
YY1_4_1,light,0.082662,0.15026
APOBEC3G_3_4,light,-0.083022,-0.24912
BRD2_2_3,light,0.044404,-0.025626
APOBEC2_2_3,light,-0.18712,-0.24957
TRDMT1_3_4,light,-0.14021,-0.052631
ZNF473_4_1,light,-0.13189,-0.23273
BMS1_3_4,light,0.051035,0.045427
LSM3_4_1,light,-0.068426,-0.12342
LUC7L3_2_3,light,0.076807,-0.040802
OTUD4_3_4,light,0.061671,-0.075818
LRRFIP2_3_4,light,-0.06304,-0.037417
HARS1_1_2,light,-0.11011,-0.36666
MRPL17_2_3,light,0.081326,0.12873
ANGEL2_2_3,light,-0.063261,0.17119
XRN2_3_4,light,0.063733,0.044021
EIF5_1_2,light,0.041075,0.014942
DYNC1I2_2_3,light,-0.050824,-0.13252
GAS2_4_1,light,0.074106,0.047974
PCSK9_3_4,light,-0.043369,-0.02562
CHCHD3_1_2,light,0.068232,0.065918
RNGTT_4_1,light,0.22057,-0.33323
TRIM56_1_2,light,-0.056686,-0.0092396
MRPS28_1_2,light,-0.14084,-0.13178
IBA57_3_4,light,-0.091478,-0.042922
PRPF4_4_1,light,-0.10063,-0.43983
KNOP1_4_1,light,-0.090254,-0.20387
UTP11_2_3,light,-0.10262,0.29835
TRMT10A_3_4,light,0.055635,-0.080671
UPF3A_4_1,light,-0.033448,-0.019876
ADAT3_1_2,light,-0.08101,-0.055797
SAMD4B_2_3,light,0.052831,-0.017339
KHDRBS2_4_1,light,0.044863,-0.0075031
EIF5AL1_3_4,light,-0.087985,0.11287
RBM20_4_1,light,0.057481,0.034409
MRPS24_4_1,light,0.059812,-0.062908
TDRD6_2_3,light,0.047288,0.15812
PABPN1L_2_3,light,-0.061667,0.030028
IPO5_4_1,light,-0.05756,-0.036323
RPS21_4_1,light,-0.077583,0.078238
MRPS21_3_4,light,-0.10989,0.34752
ADAD2_3_4,light,-0.04193,-0.031136
CMSS1_1_2,light,0.054392,0.16572
DDX5_3_4,light,-0.088918,0.056216
IPO4_3_4,light,-0.070493,-0.162
LTA4H_3_4,light,0.077855,0.19798
DBT_1_2,light,0.087978,-0.12294
POU5F1_2_3,light,0.094248,-0.062528
RPP21_4_1,light,-0.075126,0.14837
CAPRIN2_3_4,light,0.12368,-0.21441
KRR1_2_3,light,0.077075,0.20688
TNPO1_3_4,light,-0.081462,0.07801
GARS1_2_3,light,0.068443,0.14696
ALDH18A1_3_4,light,-0.065113,0.017879
DLAT_4_1,light,0.038247,0.079348
CDKAL1_4_1,light,0.081542,0.017374
DBI_1_2,light,0.058243,-0.032132
SNUPN_2_3,light,-0.036296,-0.035937
KHSRP_4_1,light,0.063883,0.20563
TIA1_4_1,light,0.086133,-0.05848
PPHLN1_1_2,light,-0.067526,-0.14912
PIWIL4_3_4,light,-0.1069,0.027819
MDH1_3_4,light,0.076108,-0.10213
THOC3_3_4,light,0.061806,0.01073
GMPR2_2_3,light,0.052376,0.1335
KIF1C_1_2,light,0.034783,0.0025255
IFIT2_4_1,light,0.049552,0.048936
RBM14-RBM4_1_2,light,0.066912,0.10029
NDUFV3_3_4,light,-0.050457,-0.08868
PABPC1_2_3,light,-0.10013,-0.039434
WRAP53_1_2,light,0.064244,0.017131
EIF1AD_4_1,light,0.19009,-1.0196
PURA_1_2,light,0.1266,0.29768
EEF1A2_3_4,light,0.059403,0.0069343
XPOT_2_3,light,0.037791,-0.10934
CSDE1_3_4,light,0.099033,0.10886
MRPL44_4_1,light,-0.057323,-0.019284
AFF2_1_2,light,0.13826,-0.12765
RTF1_3_4,light,0.15197,0.23195
PURG_4_1,light,-0.10956,0.22696
PDCD11_3_4,light,-0.076894,-0.035402
ZC3H7A_4_1,light,-0.085246,-0.095535
MTIF3_4_1,light,-0.054461,-0.031923
GNE_4_1,light,0.069106,0.20854
CLP1_4_1,light,-0.12608,-0.094297
TRPT1_4_1,light,0.054288,0.14248
MAEL_1_2,light,0.060276,0.11356
ACAA2_2_3,light,-0.29254,-0.8985
UTP3_1_2,light,-0.15906,-0.069231
DAZ3_4_1,light,0.21446,0.37599
EIF2S3_3_4,light,0.21446,-0.41782
CPSF6_4_1,light,0.064355,0.2177
USO1_3_4,light,0.08206,0.060416
HABP4_2_3,light,0.12555,0.26901
TMEM214_3_4,light,0.11426,0.14909
LSM1_2_3,light,-0.085048,0.017191
ACO1_3_4,light,0.050878,-0.050315
MAT2A_2_3,light,-0.12073,0.027453
CD44_2_3,light,0.10101,0.036276
CPEB1_3_4,light,0.27,0.223
LDHB_1_2,light,0.046964,0.053107
THRAP3_3_4,light,-0.1018,-0.32705
CPSF4_4_1,light,-0.059978,0.061581
TNPO2_1_2,light,-0.036905,0.011591
RCC2_2_3,light,-0.06019,0.061254
IDH2_2_3,light,0.047504,0.033591
HNRNPH1_3_4,light,0.087211,-0.017745
LOC81691_4_1,light,-0.11629,-0.21296
THUMPD3_2_3,light,0.055863,0.046516
SUGP2_2_3,light,0.059673,0.085322
F11R_3_4,light,-0.13326,0.12181
FARSA_1_2,light,-0.12619,-0.13582
RAI1_1_2,light,-0.070712,-0.25763
NR0B1_3_4,light,0.11685,0.023703
HINT3_2_3,light,-0.061947,0.031448
FDPS_3_4,light,0.042884,-0.10434
LRP1_4_1,light,0.074126,0.08743
SLBP_1_2,light,0.15237,-0.011828
MCAT_2_3,light,-0.14345,0.15021
RBBP6_1_2,light,-0.062966,-0.1261
TNRC6A_2_3,light,0.046978,-0.038
AGO1_2_3,light,-0.046743,-0.14664
SETX_4_1,light,0.08706,0.10658
RPS7_2_3,light,-0.063416,0.024458
DNAAF2_3_4,light,0.046491,0.077638
TBL2_1_2,light,0.059187,0.21361
RDM1_1_2,light,-0.099459,-0.13351
ERI3_1_2,light,-0.12627,-0.028716
HNRNPM_4_1,light,0.11851,-0.034239
NOSIP_1_2,light,0.038333,-0.0065261
C1QBP_4_1,light,0.05007,-0.017813
DDX59_1_2,light,0.089205,0.12376
METTL2B_1_2,light,-0.068356,-0.082844
PC_3_4,light,-0.056562,0.13661
TOP1_2_3,light,0.056206,0.059086
PDIA4_2_3,light,0.12515,0.21292
PSMD4_4_1,light,-0.10145,0.33141
DZIP1L_1_2,light,0.10334,-0.16506
PAIP1_2_3,light,0.059962,-0.047638
PPIL4_1_2,light,-0.087525,-0.061264
SRP14_2_3,light,-0.054146,-0.013833
NOL9_1_2,light,-0.035379,-0.032234
PTPN1_1_2,light,0.052039,-0.026651
VCP_1_2,light,0.28226,-1.4531
CD2BP2_4_1,light,0.060995,-0.021526
UTP15_4_1,light,-0.057721,-0.14505
TDRD1_1_2,light,0.074674,0.032355
PABPC1L2B_3_4,light,-0.061255,-0.017117
GEMIN2_2_3,light,0.053581,0.13678
EXOSC1_2_3,light,-0.060024,-0.2711
ILF3_2_3,light,-0.057275,0.13391
EXOSC5_2_3,light,0.25007,-0.26308
RPP38_1_2,light,0.052902,0.18534
LARP6_3_4,light,-0.051888,0.16341
ZFC3H1_1_2,light,0.06251,0.016377
GTPBP3_4_1,light,0.049023,-0.032913
QTRT2_1_2,light,0.04562,-0.055783
HNRNPA1_4_1,light,-0.069192,-0.018716
FAM133B_3_4,light,-0.061861,0.071293
UBE2N_3_4,light,-0.26995,0.10689
TRMT6_3_4,light,-0.05938,-0.0047235
ADARB1_2_3,light,0.045646,-0.0091396
GCFC2_4_1,light,0.08955,-0.015542
VIRMA_1_2,light,0.052697,0.17318
RBM12_3_4,light,-0.089436,-0.011023
FAM50A_4_1,light,-0.088202,-0.020402
ZC3HAV1L_1_2,light,0.075811,-0.027982
RO60_2_3,light,0.055682,0.026355
H4C12_4_1,light,0.090064,0.15676
RNASE9_1_2,light,0.049497,0.014286
ZC3H13_2_3,light,-0.14567,0.20034
H1-5_2_3,light,0.030668,0.077793
C1ORF52_3_4,light,0.046727,0.053924
C1ORF131_4_1,light,0.13038,-0.19553
MRPL44_2_3,light,0.089015,-0.012978
PUS1_1_2,light,0.042481,-0.076547
MAPT_3_4,light,-0.043598,-0.063478
ANK3_2_3,light,0.059003,0.12433
CTU2_2_3,light,0.092684,0.011826
CHGA_1_2,light,0.092684,0.10891
MAT2A_4_1,light,0.04538,0.05391
OSGEP_4_1,light,-0.071725,-0.08869
PSMD11_2_3,light,-0.065062,-0.11471
RIOK1_3_4,light,-0.079109,-0.09641
RCL1_1_2,light,0.055274,0.19302
TRNAU1AP_2_3,light,-0.082436,-0.067597
TRMT10B_4_1,light,-0.12668,0.6513
GAR1_4_1,light,-0.064293,-0.10757
LSM3_2_3,light,-0.084319,-0.054084
CSDC2_4_1,light,-0.047046,0.064483
MRM1_4_1,light,-0.052414,0.013263
DCN_1_2,light,0.047786,-0.027893
UTP6_3_4,light,0.058129,0.028842
TRIM25_1_2,light,0.12256,0.13813
BZW1_1_2,light,0.058338,-0.085513
CD2BP2_3_4,light,0.040504,-0.11729
NUDT12_2_3,light,0.06611,-0.12653
AFF1_1_2,light,-0.071957,-0.28339
CSTB_2_3,light,0.076306,0.29889
PRPF8_1_2,light,-0.17394,-1.9882
DDX1_2_3,light,0.093725,0.069579
TLN1_4_1,light,0.053346,-0.093561
NUP42_2_3,light,-0.050308,-0.036869
GTPBP1_4_1,light,0.047895,0.17784
RNPC3_3_4,light,0.075482,0.1122
YBX2_3_4,light,-0.043437,-0.038836
UBFD1_3_4,light,-0.046754,-0.066378
L1TD1_3_4,light,0.20289,0.10698
RRP7A_3_4,light,-0.24403,-0.043404
PABPN1L_1_2,light,-0.035704,-0.04787
PUS3_1_2,light,-0.046266,0.074903
NKRF_2_3,light,0.060989,-0.22607
FARSB_2_3,light,-0.11581,-0.38613
ERP29_1_2,light,-0.055705,-0.19529
RRP1B_2_3,light,-0.055152,-0.2414
CNOT4_3_4,light,-0.054456,-0.12737
SERBP1_1_2,light,-0.13503,-0.2857
SCAMP3_1_2,light,-0.053159,0.18814
UBAP2L_3_4,light,0.073204,-0.043659
LCMT2_1_2,light,0.08058,-0.047956
SDS_4_1,light,0.15379,0.56046
DEK_2_3,light,0.053769,0.11313
SMG1_2_3,light,-0.064897,-0.11741
ANKHD1_4_1,light,-0.057595,0.079347
MPST_1_2,light,-0.063543,-0.09162
RPL36A_2_3,light,0.097687,-0.048501
PARP1_3_4,light,-0.065543,-0.037409
TRIM71_3_4,light,-0.17879,0.084098
ATXN2L_3_4,light,0.049682,0.11315
ARC_3_4,light,-0.046188,-0.0017821
IPO9_4_1,light,0.084471,-0.073245
SLC16A3_3_4,light,-0.065453,0.12295
SIDT2_2_3,light,-0.070991,-0.18023
NGRN_3_4,light,-0.073143,0.11115
PABPC1L_1_2,light,-0.061054,0.12145
SEC63_3_4,light,0.048771,0.19481
DCP1A_3_4,light,-0.044227,0.164
LIMA1_2_3,light,-0.059696,-0.050535
EIF3K_4_1,light,0.13929,0.14885
EIF3J_4_1,light,0.085904,0.25983
CHMP4B_1_2,light,-0.067636,0.1147
NANOS3_3_4,light,0.043085,0.0080091
EBP_3_4,light,0.044559,0.01299
NUP42_4_1,light,0.037468,-0.1114
RPGR_4_1,light,-0.068847,0.16857
EIF5A2_1_2,light,0.052697,0.04404
NOVA1_2_3,light,-0.036174,0.046317
METTL5_4_1,light,-0.071259,0.22718
SLC3A2_3_4,light,-0.050754,-0.086038
ZNF346_4_1,light,-0.050347,-0.070622
HNRNPA3_3_4,light,0.045537,0.049554
PCDHGA9_3_4,light,-0.089379,0.10387
ERI2_4_1,light,0.048703,0.054413
TNRC6B_4_1,light,0.052312,-0.0098828
DDX53_3_4,light,0.072779,-0.045688
CDK5RAP1_3_4,light,-0.11564,-0.40286
NPM1_4_1,light,-0.060181,-0.069118
SNRNP35_1_2,light,-0.095725,-0.17037
CMTR2_3_4,light,0.075676,-0.0162
EIF4H_1_2,light,0.034314,0.074996
BOLL_4_1,light,0.041714,0.01922
IDH2_4_1,light,0.041998,0.024851
PA2G4_3_4,light,-0.062985,-0.13302
RBM23_4_1,light,0.056672,0.088373
HEATR6_2_3,light,0.046965,0.054751
ALDH6A1_1_2,light,-0.048516,-0.10511
