sample_name,treatment,control,rep,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,annotation,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPLP1,4,0.60778,0.64025,NA,1265,1,2.7083e-4,0.0011346,NA,28,2,0.50632,0.0011346,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NIP7,4,0.99971,0.99973,NA,2167,0,2.8757e-4,0.0011799,0.011925,29,4,0.52983,0.0011799,0.011925,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL35,4,0.99641,0.99651,NA,2134,0,3.4168e-4,0.001361,0.013282,30,4,0.56357,0.001361,0.013282,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MAK16,4,0.96659,0.96692,NA,2055,0,4.1784e-4,0.0016781,0.015319,32,3,0.65969,0.0016781,0.015319,3,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL23,4,0.95807,0.95826,NA,2029,0,7.2726e-4,0.002747,0.019966,39,3,0.43817,0.002747,0.019966,3,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,BRIX1,4,0.94545,0.94552,NA,1992,0,7.3028e-4,0.0027515,0.019966,40,3,0.52423,0.0027515,0.019966,3,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL38,4,0.99901,0.99916,NA,2160,0,7.615e-4,0.0028874,0.020274,41,4,0.55781,0.0028874,0.020274,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL6,4,0.99793,0.99801,NA,2145,0,7.7515e-4,0.0029372,0.020274,42,4,0.67498,0.0029372,0.020274,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL28,4,0.9992,0.99929,NA,2164,0,8.0361e-4,0.0030505,0.020554,43,4,0.46307,0.0030505,0.020554,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL10A,4,0.99892,0.99908,NA,2158,0,0.0010771,0.0041375,0.024498,48,4,0.4537,0.0041375,0.024498,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RSL24D1,4,0.99507,0.9953,NA,2122,0,0.001307,0.004989,0.027684,53,4,0.44112,0.004989,0.027684,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,FTSJ3,4,0.99827,0.99832,NA,2150,0,0.0017336,0.0064293,0.030603000000000002,60,4,0.51348,0.0064293,0.030603000000000002,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,SURF6,4,0.99638,0.99647,NA,2132,0,0.0017397,0.006461,0.030603000000000002,61,4,0.42181,0.006461,0.030603000000000002,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL9,4,0.99826,0.99831,NA,2149,0,0.0017416,0.0064655,0.030603000000000002,62,4,0.40488,0.0064655,0.030603000000000002,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,GTPBP4,4,0.93771,0.93777,NA,1975,0,0.0019078,0.0070408,0.031133,67,3,0.38797,0.0070408,0.031133,3,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPLP2,4,0.99788,0.99797,NA,2144,0,0.0021214,0.0077201,0.032469,68,4,0.40436,0.0077201,0.032469,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL4,4,0.99565,0.99582,NA,2129,0,0.0021478,0.0078017,0.032469,70,4,0.47161,0.0078017,0.032469,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL5,4,0.75315,0.75319,NA,1531,1,0.0022321,0.0081867,0.033245,71,3,0.51096,0.0081867,0.033245,3,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL19,4,0.99639,0.99648,NA,2133,0,0.0022748,0.0083316,0.033245,72,4,0.49685,0.0083316,0.033245,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL36,4,0.99745,0.99749,NA,2141,0,0.0025495,0.009242,0.035829,74,4,0.47273,0.009242,0.035829,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL13,4,0.99509,0.99531,NA,2123,0,0.0026851,0.009704,0.036616,78,4,0.45747,0.009704,0.036616,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NOP16,4,0.99694,0.99707,NA,2136,0,0.0030577,0.011054,0.040676,81,4,0.43615,0.011054,0.040676,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPF2,4,0.99003,0.99012,NA,2109,0,0.0033149,0.011892,0.043145,83,4,0.39874,0.011892,0.043145,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPF1,4,0.99463,0.99479,NA,2120,0,0.0046028,0.016154,0.051549,93,4,0.47893,0.016154,0.051549,4,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL23A,4,0.99533,0.99549,NA,2126,0,0.0046721,0.016394,0.051549,95,4,0.39369,0.016394,0.051549,4,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NIFK,4,0.99511,0.99532,NA,2124,0,0.0048941,0.017064,0.051926,99,4,0.37038,0.017064,0.051926,4,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,SNU13,3,0.97907,0.97954,NA,2084,0,0.0055968,0.015587,0.051517,102,3,0.92643,0.015587,0.051517,3,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL18A,4,0.99421,0.99432,NA,2117,0,0.0057927,0.019927,0.05936,104,4,0.43158,0.019927,0.05936,4,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NSA2,4,0.99388,0.994,NA,2116,0,0.0061249,0.020955,0.061773,106,4,0.63797,0.020955,0.061773,4,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL7A,4,0.33062,0.46728,NA,905,1,0.0087631,0.029397,0.077032,123,3,0.40928,0.029397,0.077032,3,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL37,4,0.96604,0.9664,NA,2052,0,0.0093939,0.031372,0.080712,125,3,0.42534,0.031372,0.080712,3,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,ABT1,4,0.079442,0.17613,NA,362,1,0.010056,0.033442,NA,129,1,0.15274,0.033442,1,1,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPL1,4,0.60802,0.64045,NA,1266,1,0.010522,0.034764,NA,132,1,-0.050181,0.64045,1,1,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL15,4,0.90537,0.90571,NA,1901,0,0.011324,0.036567,0.087699,137,3,0.30593,0.036567,0.087699,3,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,BOP1,4,0.95726,0.95745,NA,2027,0,0.013741,0.041966,0.09709,148,3,0.24227,0.041966,0.09709,3,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL3,4,0.9786,0.9789,NA,2082,0,0.01437,0.043266,0.097177,153,3,0.43616,0.043266,0.097177,3,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL7L1,4,0.87905,0.87863,NA,1842,0,0.015151,0.045046,NA,154,2,0.19294,0.045046,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NPM1,4,0.47119,0.56067,NA,1092,1,0.016948,0.049027,0.104021,163,3,0.31898,0.049027,0.104021,3,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,TMA16,3,0.98296,0.9835,NA,2093,0,0.017041,0.044489,0.098362,164,3,0.54253,0.044489,0.098362,3,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL17,4,0.95688,0.95716,NA,2025,0,0.017082,0.049254,0.104021,165,3,0.30791,0.049254,0.104021,3,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL27,4,0.48216,0.56635,NA,1108,1,0.022115,0.060658,0.117577,182,3,0.2053,0.060658,0.117577,3,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL35A,4,0.83398,0.83334,NA,1718,0,0.022659,0.061831,0.118587,183,3,0.26188,0.061831,0.118587,3,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL8,4,0.79862,0.79773,NA,1640,0,0.031421,0.080981,0.136395,214,3,0.22926,0.080981,0.136395,3,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RRS1,4,0.9027,0.90306,NA,1896,0,0.032348,0.082897,0.136395,220,3,0.40469,0.082897,0.136395,3,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL22L1,3,0.87636,0.87691,NA,1835,0,0.034212,0.0832,NA,225,2,0.40648,0.0832,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,LAS1L,4,0.94692,0.94697,NA,1999,0,0.034673,0.087666,0.140167,228,3,0.24391,0.087666,0.140167,3,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NOL9,4,0.98355,0.98373,NA,2095,0,0.03589,0.090198,0.142604,230,3,0.21243,0.090198,0.142604,3,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPL20,4,0.96189,0.96238,NA,2039,0,0.0416,0.10174,0.151488,250,3,0.30068,0.10174,0.151488,3,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NOP2,4,0.95961,0.9598,NA,2032,0,0.050353,0.11969,0.168504,277,3,0.35985,0.11969,0.168504,3,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,LSM6,4,0.5796,0.62226,NA,1220,1,0.057182,0.13326,NA,303,2,0.086151,0.13326,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRM2,4,0.3145,0.44951,NA,876,1,0.058193,0.13536,NA,307,2,0.16613,0.13536,1,2,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL26L1,4,0.79621,0.79529,NA,1633,0,0.058529,0.136,NA,310,2,0.1201,0.136,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL31,4,0.098703,0.20715,NA,419,1,0.059259,0.13733,0.179922,312,3,0.17005,0.13733,0.179922,3,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL13A,4,0.85401,0.8535,NA,1761,0,0.068807,0.15598,NA,338,2,0.076435,0.15598,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RRP15,3,0.6461,0.64842,NA,1314,1,0.070628,0.13479,NA,349,2,0.33506,0.13479,1,2,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL7,4,0.60639,0.6394,NA,1261,1,0.079465,0.17628,NA,379,2,0.19628,0.17628,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,EBNA1BP2,4,0.95056,0.95074,NA,2010,0,0.083561,0.18374,NA,393,2,0.40276,0.18374,1,2,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL12,4,0.55531,0.60765,NA,1192,1,0.095554,0.20571,0.209006,440,3,0.39857,0.20571,0.209006,3,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NOP53,4,0.65399,0.67171,NA,1329,1,0.11509,0.22922,NA,474,1,0.044769,0.22922,1,1,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL11,4,0.88721,0.88711,NA,1863,0,0.1232,0.23809,NA,495,2,0.28624,0.23809,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NGDN,4,0.0034947,0.012521,0.039728,88,3,0.13041,0.2463,NA,515,1,-0.56155,0.012521,0.039728,3,1 40S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL39,4,0.010421,0.033759,NA,134,2,0.1463,0.26384,NA,544,2,-0.12202,0.033759,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL36A,4,0.86215,0.86177,NA,1795,0,0.15826,0.27726,NA,563,2,0.18484,0.27726,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NVL,4,0.60685,0.63969,NA,1262,1,0.1658,0.28573,NA,576,1,0.03424,0.28573,1,1,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL18,4,0.94081,0.94097,NA,1981,0,0.1707,0.29102,NA,591,2,0.13847,0.29102,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL22,4,0.15224,0.26734,NA,537,2,0.17538,0.29633,NA,601,2,-0.16747,0.26734,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,SRFBP1,4,0.032617,0.082874,0.131181,208,3,0.17802,0.29941,NA,608,1,-0.54897,0.082874,0.131181,3,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL14,1,0.81919,0.81924,NA,1688,0,0.18081,0.18064,NA,615,1,0.46584,0.18064,1,1,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NOB1,4,0.20888,0.33122,NA,648,2,0.18408,0.30599,NA,625,1,-0.1737,0.33122,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PRKDC,3,0.26227,0.36853,NA,762,1,0.18662,0.29277,NA,632,2,0.23109,0.29277,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPS11,4,0.96782,0.9681,NA,2060,0,0.2042,0.32817,NA,670,2,0.13962,0.32817,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,UTP23,4,0.19091,0.3111,NA,616,2,0.20918,0.33383,NA,689,1,0.076231,0.33383,1,1,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL41,4,0.87755,0.87705,NA,1839,0,0.21226,0.33715,NA,696,2,0.14239,0.33715,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL27A,3,0.8566,0.85739,NA,1770,0,0.22276,0.34013,NA,718,2,0.20725,0.34013,1,2,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPS4Y1,4,0.14386,0.25794,NA,515,1,0.25747,0.38727,NA,776,2,0.028483,0.38727,1,2,3 40S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,TSR3,4,0.15674,0.27252,NA,546,2,0.31218,0.44785,NA,874,2,-0.040266,0.27252,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,ERAL1,4,0.69057,0.6994,NA,1397,1,0.31934,0.4553,NA,887,2,0.080375,0.4553,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,DHX30,4,0.14884,0.26345,NA,527,2,0.44931,0.55649,NA,1086,1,-0.074624,0.26345,1,2,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,TSR1,4,0.0067071,0.022911,NA,115,2,0.4767,0.57044,NA,1126,1,-0.41801,0.022911,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPS27L,4,0.65378,0.67151,NA,1328,1,0.48844,0.57633,NA,1143,1,-0.090651,0.67151,1,1,3 40S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,XRCC5,4,0.83312,0.83244,NA,1716,0,0.49381,0.57912,NA,1148,1,0.025261,0.57912,1,1,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL3L,4,0.72093,0.72428,NA,1461,1,0.50913,0.58762,NA,1166,1,-0.063026,0.72428,1,1,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPP40,3,0.61381,0.61839,NA,1278,1,0.52697,0.54795,NA,1189,1,-0.17836,0.61839,1,1,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NOP9,4,0.013947,0.041581,0.086612,146,3,0.57542,0.62487,NA,1244,1,-0.50305,0.041581,0.086612,3,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPS4Y2,4,0.54108,0.59923,NA,1174,1,0.58884,0.63314,NA,1257,1,0.04456,0.63314,1,1,3 40S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RIOK3,4,0.26559,0.39489,NA,767,2,0.63541,0.66282,NA,1318,1,-0.056488,0.39489,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRTO4,4,0.88703,0.8869,NA,1862,0,0.6398,0.66567,NA,1327,1,0.077728,0.66567,1,1,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,DDX28,1,0.35288,0.35271,NA,951,0,0.64712,0.64799,NA,1342,0,-0.19093,0.35271,1,0,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPS25,4,0.64866,0.66795,NA,1317,1,0.67144,0.68755,NA,1382,1,-0.14594,0.66795,1,1,3 40S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NHP2,4,0.0013582,0.0051475,NA,62,2,0.72949,0.73299,NA,1484,1,-0.40292,0.0051475,1,2,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,ZNHIT6,4,0.45439,0.55194,NA,1072,1,0.74271,0.74466,NA,1507,1,0.082624,0.74466,1,1,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,IMP4,4,0.0051674,0.017993,0.048677,103,3,0.77491,0.77424,NA,1586,1,-0.55854,0.017993,0.048677,3,1 40S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL36AL,4,0.85904,0.85849,NA,1781,0,0.79449,0.79359,NA,1629,0,-0.028605,0.85849,1,0,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,DDX52,4,0.092608,0.20049,NA,409,1,0.79649,0.79558,NA,1636,0,-0.041972,0.20049,1,1,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL29,4,0.76856,0.76787,NA,1563,1,0.8129,0.81174,NA,1669,0,-0.13707,0.76787,1,1,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RRP36,4,0.0029109,0.010542,NA,81,2,0.8137,0.81261,NA,1670,0,-0.44221,0.010542,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,FCF1,4,0.0035437,0.012689,0.039768,89,3,0.82182,0.82074,NA,1692,0,-0.62314,0.012689,0.039768,3,1 40S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,GTF3A,4,0.56771,0.61497,NA,1210,1,0.83435,0.83369,NA,1723,0,-0.033092,0.61497,1,1,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPS27,4,0.17029,0.28773,NA,574,1,0.84236,0.84173,NA,1736,0,-0.16968,0.28773,1,1,3 40S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MPHOSPH10,4,0.44781,0.54857,NA,1064,1,0.8701,0.86961,NA,1802,0,-0.14782,0.54857,1,1,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL10L,4,0.76143,0.76084,NA,1547,1,0.87436,0.87388,NA,1813,0,-0.12618,0.76084,1,1,4 60S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,ZNF622,4,0.17152,0.28913,NA,575,1,0.88029,0.88005,NA,1827,0,-0.045982,0.28913,1,1,2 60S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RRP7A,4,0.16383,0.28056,NA,561,2,0.8953,0.89565,NA,1859,0,-0.069883,0.28056,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,UTP25,3,0.070963,0.13371,NA,331,2,0.89609,0.89655,NA,1861,0,-0.29507,0.13371,1,2,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPS19BP1,4,0.069281,0.15663,0.182976,324,3,0.93898,0.93916,NA,1956,0,-0.2318,0.15663,0.182976,3,3 40S ribosome,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,UTP6,4,0.0093413,0.031232,0.070145,128,3,0.94697,0.94701,NA,1979,0,-0.4386,0.031232,0.070145,3,1 40S biogenesis,notsig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPS7,4,0.5647,0.61335,NA,1204,1,0.9479,0.94803,NA,1980,0,-0.095464,0.61335,1,1,1 40S biogenesis,notsig
