Distance (mm),Absorbance,sgRNA,Treatment,nuclease
28.57,0.219754,GCN1,HHT,- micrococcal nuclease
28.67,0.228236,GCN1,HHT,- micrococcal nuclease
28.77,0.23828,GCN1,HHT,- micrococcal nuclease
28.87,0.247344,GCN1,HHT,- micrococcal nuclease
28.97,0.26033,GCN1,HHT,- micrococcal nuclease
29.07,0.27058099999999996,GCN1,HHT,- micrococcal nuclease
29.17,0.28291299999999997,GCN1,HHT,- micrococcal nuclease
29.27,0.297551,GCN1,HHT,- micrococcal nuclease
29.37,0.314268,GCN1,HHT,- micrococcal nuclease
29.47,0.334377,GCN1,HHT,- micrococcal nuclease
29.57,0.353477,GCN1,HHT,- micrococcal nuclease
29.67,0.375758,GCN1,HHT,- micrococcal nuclease
29.77,0.40021799999999996,GCN1,HHT,- micrococcal nuclease
29.87,0.429457,GCN1,HHT,- micrococcal nuclease
29.97,0.45712699999999995,GCN1,HHT,- micrococcal nuclease
30.07,0.493449,GCN1,HHT,- micrococcal nuclease
30.17,0.5344099999999999,GCN1,HHT,- micrococcal nuclease
30.27,0.57335,GCN1,HHT,- micrococcal nuclease
30.37,0.6208899999999999,GCN1,HHT,- micrococcal nuclease
30.47,0.6766369999999999,GCN1,HHT,- micrococcal nuclease
30.57,0.731252,GCN1,HHT,- micrococcal nuclease
30.66,0.793195,GCN1,HHT,- micrococcal nuclease
30.77,0.847276,GCN1,HHT,- micrococcal nuclease
30.87,0.896482,GCN1,HHT,- micrococcal nuclease
30.97,0.9666170000000001,GCN1,HHT,- micrococcal nuclease
31.07,1.012026,GCN1,HHT,- micrococcal nuclease
31.16,1.057571,GCN1,HHT,- micrococcal nuclease
31.27,1.101744,GCN1,HHT,- micrococcal nuclease
31.37,1.127152,GCN1,HHT,- micrococcal nuclease
31.46,1.150553,GCN1,HHT,- micrococcal nuclease
31.56,1.163564,GCN1,HHT,- micrococcal nuclease
31.67,1.170448,GCN1,HHT,- micrococcal nuclease
31.76,1.16549,GCN1,HHT,- micrococcal nuclease
31.86,1.150259,GCN1,HHT,- micrococcal nuclease
31.96,1.13252,GCN1,HHT,- micrococcal nuclease
32.06,1.103532,GCN1,HHT,- micrococcal nuclease
32.16,1.068412,GCN1,HHT,- micrococcal nuclease
32.26,1.048511,GCN1,HHT,- micrococcal nuclease
32.36,1.000143,GCN1,HHT,- micrococcal nuclease
32.46,0.9561249999999999,GCN1,HHT,- micrococcal nuclease
32.56,0.918709,GCN1,HHT,- micrococcal nuclease
32.66,0.888562,GCN1,HHT,- micrococcal nuclease
32.76,0.8455779999999999,GCN1,HHT,- micrococcal nuclease
32.86,0.80094,GCN1,HHT,- micrococcal nuclease
32.96,0.75397,GCN1,HHT,- micrococcal nuclease
33.06,0.709743,GCN1,HHT,- micrococcal nuclease
33.16,0.659488,GCN1,HHT,- micrococcal nuclease
33.26,0.632084,GCN1,HHT,- micrococcal nuclease
33.36,0.599623,GCN1,HHT,- micrococcal nuclease
33.46,0.562059,GCN1,HHT,- micrococcal nuclease
33.56,0.534561,GCN1,HHT,- micrococcal nuclease
33.66,0.5115609999999999,GCN1,HHT,- micrococcal nuclease
33.76,0.48975099999999994,GCN1,HHT,- micrococcal nuclease
33.86,0.46170599999999995,GCN1,HHT,- micrococcal nuclease
33.96,0.433573,GCN1,HHT,- micrococcal nuclease
34.06,0.407617,GCN1,HHT,- micrococcal nuclease
34.16,0.380303,GCN1,HHT,- micrococcal nuclease
34.26,0.37158599999999997,GCN1,HHT,- micrococcal nuclease
34.36,0.352298,GCN1,HHT,- micrococcal nuclease
34.46,0.33483599999999997,GCN1,HHT,- micrococcal nuclease
34.56,0.31265499999999996,GCN1,HHT,- micrococcal nuclease
34.66,0.291384,GCN1,HHT,- micrococcal nuclease
34.76,0.281169,GCN1,HHT,- micrococcal nuclease
34.85,0.26702499999999996,GCN1,HHT,- micrococcal nuclease
34.95,0.272952,GCN1,HHT,- micrococcal nuclease
35.05,0.232721,GCN1,HHT,- micrococcal nuclease
35.15,0.22780099999999998,GCN1,HHT,- micrococcal nuclease
35.25,0.21961799999999998,GCN1,HHT,- micrococcal nuclease
35.35,0.206044,GCN1,HHT,- micrococcal nuclease
35.45,0.19686599999999999,GCN1,HHT,- micrococcal nuclease
35.55,0.18777,GCN1,HHT,- micrococcal nuclease
35.65,0.17777300000000001,GCN1,HHT,- micrococcal nuclease
35.75,0.172707,GCN1,HHT,- micrococcal nuclease
35.85,0.167059,GCN1,HHT,- micrococcal nuclease
35.95,0.156848,GCN1,HHT,- micrococcal nuclease
36.05,0.15158899999999997,GCN1,HHT,- micrococcal nuclease
36.15,0.147636,GCN1,HHT,- micrococcal nuclease
36.25,0.139789,GCN1,HHT,- micrococcal nuclease
36.35,0.13348700000000002,GCN1,HHT,- micrococcal nuclease
36.45,0.131579,GCN1,HHT,- micrococcal nuclease
36.55,0.125703,GCN1,HHT,- micrococcal nuclease
36.65,0.121493,GCN1,HHT,- micrococcal nuclease
36.75,0.11947300000000001,GCN1,HHT,- micrococcal nuclease
36.85,0.113965,GCN1,HHT,- micrococcal nuclease
36.94,0.110337,GCN1,HHT,- micrococcal nuclease
37.04,0.10882099999999999,GCN1,HHT,- micrococcal nuclease
37.15,0.10676999999999999,GCN1,HHT,- micrococcal nuclease
37.25,0.103839,GCN1,HHT,- micrococcal nuclease
37.34,0.10196799999999999,GCN1,HHT,- micrococcal nuclease
37.45,0.09583399999999999,GCN1,HHT,- micrococcal nuclease
37.54,0.09341999999999999,GCN1,HHT,- micrococcal nuclease
37.64,0.093563,GCN1,HHT,- micrococcal nuclease
37.75,0.094241,GCN1,HHT,- micrococcal nuclease
37.84,0.08647500000000001,GCN1,HHT,- micrococcal nuclease
37.95,0.08439100000000001,GCN1,HHT,- micrococcal nuclease
38.05,0.08527,GCN1,HHT,- micrococcal nuclease
38.14,0.08434199999999999,GCN1,HHT,- micrococcal nuclease
38.24,0.07920300000000001,GCN1,HHT,- micrococcal nuclease
38.34,0.07854299999999999,GCN1,HHT,- micrococcal nuclease
38.44,0.07587899999999999,GCN1,HHT,- micrococcal nuclease
38.54,0.077661,GCN1,HHT,- micrococcal nuclease
38.64,0.075474,GCN1,HHT,- micrococcal nuclease
38.74,0.07291299999999999,GCN1,HHT,- micrococcal nuclease
38.84,0.069595,GCN1,HHT,- micrococcal nuclease
38.94,0.07093300000000001,GCN1,HHT,- micrococcal nuclease
39.04,0.070364,GCN1,HHT,- micrococcal nuclease
39.14,0.067455,GCN1,HHT,- micrococcal nuclease
39.24,0.067284,GCN1,HHT,- micrococcal nuclease
39.34,0.06649200000000001,GCN1,HHT,- micrococcal nuclease
39.44,0.06558699999999999,GCN1,HHT,- micrococcal nuclease
39.54,0.064515,GCN1,HHT,- micrococcal nuclease
39.64,0.063842,GCN1,HHT,- micrococcal nuclease
39.74,0.062248999999999985,GCN1,HHT,- micrococcal nuclease
39.84,0.062842,GCN1,HHT,- micrococcal nuclease
39.94,0.060602,GCN1,HHT,- micrococcal nuclease
40.04,0.06194100000000001,GCN1,HHT,- micrococcal nuclease
40.14,0.06182699999999999,GCN1,HHT,- micrococcal nuclease
40.23,0.061181,GCN1,HHT,- micrococcal nuclease
40.33,0.056994,GCN1,HHT,- micrococcal nuclease
40.44,0.05943899999999999,GCN1,HHT,- micrococcal nuclease
40.53,0.05982899999999999,GCN1,HHT,- micrococcal nuclease
40.63,0.059732999999999994,GCN1,HHT,- micrococcal nuclease
40.74,0.054955000000000004,GCN1,HHT,- micrococcal nuclease
40.83,0.056906,GCN1,HHT,- micrococcal nuclease
40.94,0.058035,GCN1,HHT,- micrococcal nuclease
41.03,0.056491,GCN1,HHT,- micrococcal nuclease
41.13,0.055967,GCN1,HHT,- micrococcal nuclease
41.23,0.055564,GCN1,HHT,- micrococcal nuclease
41.33,0.052869,GCN1,HHT,- micrococcal nuclease
41.43,0.05305,GCN1,HHT,- micrococcal nuclease
41.53,0.052712999999999996,GCN1,HHT,- micrococcal nuclease
41.63,0.052918999999999994,GCN1,HHT,- micrococcal nuclease
41.73,0.052119,GCN1,HHT,- micrococcal nuclease
41.83,0.053993,GCN1,HHT,- micrococcal nuclease
41.93,0.053158,GCN1,HHT,- micrococcal nuclease
42.03,0.05222,GCN1,HHT,- micrococcal nuclease
42.13,0.053912,GCN1,HHT,- micrococcal nuclease
42.23,0.052606,GCN1,HHT,- micrococcal nuclease
42.33,0.05308,GCN1,HHT,- micrococcal nuclease
42.43,0.054312,GCN1,HHT,- micrococcal nuclease
42.53,0.054022,GCN1,HHT,- micrococcal nuclease
42.63,0.053225999999999996,GCN1,HHT,- micrococcal nuclease
42.73,0.055319999999999994,GCN1,HHT,- micrococcal nuclease
42.83,0.054348999999999995,GCN1,HHT,- micrococcal nuclease
42.93,0.056509000000000004,GCN1,HHT,- micrococcal nuclease
43.03,0.05730199999999999,GCN1,HHT,- micrococcal nuclease
43.13,0.057755,GCN1,HHT,- micrococcal nuclease
43.23,0.056417999999999996,GCN1,HHT,- micrococcal nuclease
43.33,0.059965000000000004,GCN1,HHT,- micrococcal nuclease
43.43,0.061906,GCN1,HHT,- micrococcal nuclease
43.53,0.06096,GCN1,HHT,- micrococcal nuclease
43.62,0.060667,GCN1,HHT,- micrococcal nuclease
43.72,0.064546,GCN1,HHT,- micrococcal nuclease
43.83,0.065903,GCN1,HHT,- micrococcal nuclease
43.92,0.064674,GCN1,HHT,- micrococcal nuclease
44.03,0.06671200000000001,GCN1,HHT,- micrococcal nuclease
44.12,0.067258,GCN1,HHT,- micrococcal nuclease
44.22,0.068226,GCN1,HHT,- micrococcal nuclease
44.32,0.06988399999999999,GCN1,HHT,- micrococcal nuclease
44.42,0.06951700000000001,GCN1,HHT,- micrococcal nuclease
44.52,0.07043899999999999,GCN1,HHT,- micrococcal nuclease
44.62,0.07090899999999999,GCN1,HHT,- micrococcal nuclease
44.72,0.072699,GCN1,HHT,- micrococcal nuclease
44.82,0.072311,GCN1,HHT,- micrococcal nuclease
44.92,0.07243399999999998,GCN1,HHT,- micrococcal nuclease
45.02,0.07430099999999999,GCN1,HHT,- micrococcal nuclease
45.12,0.07270700000000001,GCN1,HHT,- micrococcal nuclease
45.22,0.073506,GCN1,HHT,- micrococcal nuclease
45.32,0.073145,GCN1,HHT,- micrococcal nuclease
45.42,0.07274399999999999,GCN1,HHT,- micrococcal nuclease
45.52,0.071056,GCN1,HHT,- micrococcal nuclease
45.62,0.071667,GCN1,HHT,- micrococcal nuclease
45.72,0.06982200000000001,GCN1,HHT,- micrococcal nuclease
45.82,0.07148600000000001,GCN1,HHT,- micrococcal nuclease
45.92,0.07005399999999999,GCN1,HHT,- micrococcal nuclease
46.02,0.067294,GCN1,HHT,- micrococcal nuclease
46.12,0.067396,GCN1,HHT,- micrococcal nuclease
46.22,0.068644,GCN1,HHT,- micrococcal nuclease
46.32,0.066987,GCN1,HHT,- micrococcal nuclease
46.42,0.063601,GCN1,HHT,- micrococcal nuclease
46.52,0.06122,GCN1,HHT,- micrococcal nuclease
46.61,0.06266499999999998,GCN1,HHT,- micrococcal nuclease
46.72,0.06035599999999999,GCN1,HHT,- micrococcal nuclease
46.82,0.057922,GCN1,HHT,- micrococcal nuclease
46.91,0.05874599999999999,GCN1,HHT,- micrococcal nuclease
47.01,0.055731,GCN1,HHT,- micrococcal nuclease
47.11,0.0547,GCN1,HHT,- micrococcal nuclease
47.21,0.054112999999999994,GCN1,HHT,- micrococcal nuclease
47.31,0.052894,GCN1,HHT,- micrococcal nuclease
47.41,0.049986,GCN1,HHT,- micrococcal nuclease
47.51,0.04991999999999999,GCN1,HHT,- micrococcal nuclease
47.61,0.04939299999999999,GCN1,HHT,- micrococcal nuclease
47.71,0.047286999999999996,GCN1,HHT,- micrococcal nuclease
47.81,0.045787999999999995,GCN1,HHT,- micrococcal nuclease
47.91,0.04642299999999999,GCN1,HHT,- micrococcal nuclease
48.01,0.044437000000000004,GCN1,HHT,- micrococcal nuclease
48.11,0.044266,GCN1,HHT,- micrococcal nuclease
48.21,0.043579999999999994,GCN1,HHT,- micrococcal nuclease
48.31,0.042004,GCN1,HHT,- micrococcal nuclease
48.41,0.041567999999999994,GCN1,HHT,- micrococcal nuclease
48.51,0.04005,GCN1,HHT,- micrococcal nuclease
48.61,0.040273,GCN1,HHT,- micrococcal nuclease
48.71,0.040459999999999996,GCN1,HHT,- micrococcal nuclease
48.81,0.039578,GCN1,HHT,- micrococcal nuclease
48.91,0.03816699999999999,GCN1,HHT,- micrococcal nuclease
49.01,0.038183999999999996,GCN1,HHT,- micrococcal nuclease
49.11,0.038519,GCN1,HHT,- micrococcal nuclease
49.21,0.038058999999999996,GCN1,HHT,- micrococcal nuclease
49.31,0.036115999999999995,GCN1,HHT,- micrococcal nuclease
49.41,0.03619599999999999,GCN1,HHT,- micrococcal nuclease
49.51,0.036934999999999996,GCN1,HHT,- micrococcal nuclease
49.61,0.036277000000000004,GCN1,HHT,- micrococcal nuclease
49.71,0.034886,GCN1,HHT,- micrococcal nuclease
49.8,0.03550299999999999,GCN1,HHT,- micrococcal nuclease
49.91,0.033974000000000004,GCN1,HHT,- micrococcal nuclease
50.01,0.033192,GCN1,HHT,- micrococcal nuclease
50.11,0.034529000000000004,GCN1,HHT,- micrococcal nuclease
50.2,0.033348,GCN1,HHT,- micrococcal nuclease
50.31,0.031757999999999995,GCN1,HHT,- micrococcal nuclease
50.4,0.033298999999999995,GCN1,HHT,- micrococcal nuclease
50.5,0.032844,GCN1,HHT,- micrococcal nuclease
50.6,0.03222599999999999,GCN1,HHT,- micrococcal nuclease
50.7,0.032487,GCN1,HHT,- micrococcal nuclease
50.8,0.031757999999999995,GCN1,HHT,- micrococcal nuclease
50.9,0.031761,GCN1,HHT,- micrococcal nuclease
51,0.031167,GCN1,HHT,- micrococcal nuclease
51.1,0.031467999999999996,GCN1,HHT,- micrococcal nuclease
51.2,0.031121999999999997,GCN1,HHT,- micrococcal nuclease
51.3,0.031509999999999996,GCN1,HHT,- micrococcal nuclease
51.4,0.030719999999999997,GCN1,HHT,- micrococcal nuclease
51.5,0.031833,GCN1,HHT,- micrococcal nuclease
51.6,0.03133,GCN1,HHT,- micrococcal nuclease
51.7,0.031867999999999994,GCN1,HHT,- micrococcal nuclease
51.8,0.032001,GCN1,HHT,- micrococcal nuclease
51.9,0.032872,GCN1,HHT,- micrococcal nuclease
52,0.032724,GCN1,HHT,- micrococcal nuclease
52.1,0.032357,GCN1,HHT,- micrococcal nuclease
52.2,0.032011,GCN1,HHT,- micrococcal nuclease
52.3,0.033076999999999995,GCN1,HHT,- micrococcal nuclease
52.4,0.03282299999999999,GCN1,HHT,- micrococcal nuclease
52.5,0.033352999999999994,GCN1,HHT,- micrococcal nuclease
52.6,0.03336599999999999,GCN1,HHT,- micrococcal nuclease
52.7,0.032778,GCN1,HHT,- micrococcal nuclease
52.8,0.032706,GCN1,HHT,- micrococcal nuclease
52.9,0.033352999999999994,GCN1,HHT,- micrococcal nuclease
52.99,0.033443,GCN1,HHT,- micrococcal nuclease
53.1,0.03268399999999999,GCN1,HHT,- micrococcal nuclease
53.19,0.033681,GCN1,HHT,- micrococcal nuclease
53.29,0.03361499999999999,GCN1,HHT,- micrococcal nuclease
53.39,0.03331099999999999,GCN1,HHT,- micrococcal nuclease
53.49,0.03257499999999999,GCN1,HHT,- micrococcal nuclease
53.59,0.033821000000000004,GCN1,HHT,- micrococcal nuclease
53.69,0.032829,GCN1,HHT,- micrococcal nuclease
53.79,0.032586000000000004,GCN1,HHT,- micrococcal nuclease
53.89,0.032551,GCN1,HHT,- micrococcal nuclease
53.99,0.03158899999999999,GCN1,HHT,- micrococcal nuclease
54.09,0.03139499999999999,GCN1,HHT,- micrococcal nuclease
54.19,0.031188999999999995,GCN1,HHT,- micrococcal nuclease
54.29,0.030314999999999995,GCN1,HHT,- micrococcal nuclease
54.39,0.029896999999999993,GCN1,HHT,- micrococcal nuclease
54.49,0.029962000000000003,GCN1,HHT,- micrococcal nuclease
54.59,0.028931,GCN1,HHT,- micrococcal nuclease
54.69,0.029051999999999994,GCN1,HHT,- micrococcal nuclease
54.79,0.028115,GCN1,HHT,- micrococcal nuclease
54.89,0.028087,GCN1,HHT,- micrococcal nuclease
54.99,0.027061,GCN1,HHT,- micrococcal nuclease
55.09,0.026897000000000004,GCN1,HHT,- micrococcal nuclease
55.19,0.026890999999999998,GCN1,HHT,- micrococcal nuclease
55.29,0.026500999999999997,GCN1,HHT,- micrococcal nuclease
55.39,0.025347999999999996,GCN1,HHT,- micrococcal nuclease
55.49,0.025787000000000004,GCN1,HHT,- micrococcal nuclease
55.59,0.025055999999999995,GCN1,HHT,- micrococcal nuclease
55.69,0.024716000000000002,GCN1,HHT,- micrococcal nuclease
55.78,0.024055999999999994,GCN1,HHT,- micrococcal nuclease
55.89,0.022928000000000004,GCN1,HHT,- micrococcal nuclease
55.99,0.022976999999999997,GCN1,HHT,- micrococcal nuclease
56.08,0.022754999999999997,GCN1,HHT,- micrococcal nuclease
56.19,0.02230499999999999,GCN1,HHT,- micrococcal nuclease
56.28,0.021598999999999993,GCN1,HHT,- micrococcal nuclease
56.38,0.021622000000000002,GCN1,HHT,- micrococcal nuclease
56.48,0.021329,GCN1,HHT,- micrococcal nuclease
56.58,0.020585999999999993,GCN1,HHT,- micrococcal nuclease
56.68,0.020554000000000003,GCN1,HHT,- micrococcal nuclease
56.78,0.019988999999999993,GCN1,HHT,- micrococcal nuclease
56.88,0.019832000000000002,GCN1,HHT,- micrococcal nuclease
56.98,0.019443000000000002,GCN1,HHT,- micrococcal nuclease
57.08,0.018638000000000002,GCN1,HHT,- micrococcal nuclease
57.18,0.018112000000000003,GCN1,HHT,- micrococcal nuclease
57.28,0.018197999999999992,GCN1,HHT,- micrococcal nuclease
57.38,0.017967999999999998,GCN1,HHT,- micrococcal nuclease
57.48,0.017225000000000004,GCN1,HHT,- micrococcal nuclease
57.58,0.018001000000000003,GCN1,HHT,- micrococcal nuclease
57.68,0.017196000000000003,GCN1,HHT,- micrococcal nuclease
57.78,0.017006999999999994,GCN1,HHT,- micrococcal nuclease
57.88,0.016156000000000004,GCN1,HHT,- micrococcal nuclease
57.98,0.016791,GCN1,HHT,- micrococcal nuclease
58.08,0.017611,GCN1,HHT,- micrococcal nuclease
58.18,0.016798999999999994,GCN1,HHT,- micrococcal nuclease
58.28,0.016651,GCN1,HHT,- micrococcal nuclease
58.38,0.016399999999999998,GCN1,HHT,- micrococcal nuclease
58.47,0.016133999999999996,GCN1,HHT,- micrococcal nuclease
58.58,0.015387999999999999,GCN1,HHT,- micrococcal nuclease
58.68,0.014895999999999993,GCN1,HHT,- micrococcal nuclease
58.77,0.014253000000000002,GCN1,HHT,- micrococcal nuclease
58.88,0.01482,GCN1,HHT,- micrococcal nuclease
58.98,0.014523999999999995,GCN1,HHT,- micrococcal nuclease
59.08,0.014618999999999993,GCN1,HHT,- micrococcal nuclease
59.18,0.014602999999999991,GCN1,HHT,- micrococcal nuclease
59.27,0.014188999999999993,GCN1,HHT,- micrococcal nuclease
59.37,0.013930999999999999,GCN1,HHT,- micrococcal nuclease
59.47,0.013633999999999993,GCN1,HHT,- micrococcal nuclease
59.57,0.013925999999999994,GCN1,HHT,- micrococcal nuclease
59.67,0.012816999999999995,GCN1,HHT,- micrococcal nuclease
59.77,0.012937000000000004,GCN1,HHT,- micrococcal nuclease
59.87,0.012516,GCN1,HHT,- micrococcal nuclease
59.97,0.012852000000000002,GCN1,HHT,- micrococcal nuclease
60.07,0.012049000000000004,GCN1,HHT,- micrococcal nuclease
60.17,0.012145000000000003,GCN1,HHT,- micrococcal nuclease
60.27,0.012007999999999991,GCN1,HHT,- micrococcal nuclease
60.37,0.012069999999999997,GCN1,HHT,- micrococcal nuclease
60.47,0.011591000000000004,GCN1,HHT,- micrococcal nuclease
60.57,0.011815999999999993,GCN1,HHT,- micrococcal nuclease
60.67,0.010883999999999991,GCN1,HHT,- micrococcal nuclease
60.77,0.010285000000000002,GCN1,HHT,- micrococcal nuclease
60.87,0.010072999999999999,GCN1,HHT,- micrococcal nuclease
60.97,0.010463,GCN1,HHT,- micrococcal nuclease
61.07,0.009623999999999994,GCN1,HHT,- micrococcal nuclease
61.17,0.009650999999999993,GCN1,HHT,- micrococcal nuclease
61.27,0.010136999999999993,GCN1,HHT,- micrococcal nuclease
61.37,0.009673000000000001,GCN1,HHT,- micrococcal nuclease
61.46,0.009441999999999992,GCN1,HHT,- micrococcal nuclease
61.57,0.008571999999999996,GCN1,HHT,- micrococcal nuclease
61.67,0.008811,GCN1,HHT,- micrococcal nuclease
61.77,0.009054999999999994,GCN1,HHT,- micrococcal nuclease
61.87,0.008344000000000004,GCN1,HHT,- micrococcal nuclease
61.97,0.007949999999999999,GCN1,HHT,- micrococcal nuclease
62.06,0.007605000000000001,GCN1,HHT,- micrococcal nuclease
62.17,0.008113999999999996,GCN1,HHT,- micrococcal nuclease
62.26,0.006989999999999996,GCN1,HHT,- micrococcal nuclease
62.36,0.0069059999999999955,GCN1,HHT,- micrococcal nuclease
62.47,0.007070999999999994,GCN1,HHT,- micrococcal nuclease
62.56,0.006253999999999996,GCN1,HHT,- micrococcal nuclease
62.66,0.006859000000000004,GCN1,HHT,- micrococcal nuclease
62.76,0.006515999999999994,GCN1,HHT,- micrococcal nuclease
62.86,0.0064680000000000015,GCN1,HHT,- micrococcal nuclease
62.96,0.004944000000000004,GCN1,HHT,- micrococcal nuclease
63.06,0.005703,GCN1,HHT,- micrococcal nuclease
63.16,0.005582000000000004,GCN1,HHT,- micrococcal nuclease
63.26,0.005246000000000001,GCN1,HHT,- micrococcal nuclease
63.36,0.004980999999999999,GCN1,HHT,- micrococcal nuclease
63.46,0.004715999999999998,GCN1,HHT,- micrococcal nuclease
63.56,0.004744999999999999,GCN1,HHT,- micrococcal nuclease
63.66,0.004500000000000004,GCN1,HHT,- micrococcal nuclease
63.76,0.004586999999999994,GCN1,HHT,- micrococcal nuclease
63.86,0.0035299999999999915,GCN1,HHT,- micrococcal nuclease
63.96,0.004445999999999992,GCN1,HHT,- micrococcal nuclease
64.06,0.003794999999999993,GCN1,HHT,- micrococcal nuclease
64.16,0.003276000000000001,GCN1,HHT,- micrococcal nuclease
64.26,0.0035349999999999965,GCN1,HHT,- micrococcal nuclease
64.36,0.0038880000000000026,GCN1,HHT,- micrococcal nuclease
64.46,0.0033359999999999917,GCN1,HHT,- micrococcal nuclease
64.56,0.0032080000000000025,GCN1,HHT,- micrococcal nuclease
64.66,0.0027249999999999913,GCN1,HHT,- micrococcal nuclease
64.76,0.0024209999999999926,GCN1,HHT,- micrococcal nuclease
64.86,0.002595,GCN1,HHT,- micrococcal nuclease
64.96,0.0027449999999999974,GCN1,HHT,- micrococcal nuclease
65.06,0.00247,GCN1,HHT,- micrococcal nuclease
65.16,0.0023080000000000045,GCN1,HHT,- micrococcal nuclease
65.26,0.0024269999999999986,GCN1,HHT,- micrococcal nuclease
65.36,0.0019549999999999984,GCN1,HHT,- micrococcal nuclease
65.45,0.0019909999999999928,GCN1,HHT,- micrococcal nuclease
65.55,0.0019239999999999952,GCN1,HHT,- micrococcal nuclease
65.66,0.002577999999999997,GCN1,HHT,- micrococcal nuclease
65.76,0.0019279999999999992,GCN1,HHT,- micrococcal nuclease
65.85,0.0016369999999999996,GCN1,HHT,- micrococcal nuclease
65.95,0.001577999999999996,GCN1,HHT,- micrococcal nuclease
66.05,0.002012,GCN1,HHT,- micrococcal nuclease
66.15,0.0017309999999999964,GCN1,HHT,- micrococcal nuclease
66.25,0.0013139999999999957,GCN1,HHT,- micrococcal nuclease
66.35,5.109999999999976e-4,GCN1,HHT,- micrococcal nuclease
66.45,0.0014839999999999992,GCN1,HHT,- micrococcal nuclease
66.55,0.0016489999999999977,GCN1,HHT,- micrococcal nuclease
66.65,8.350000000000024e-4,GCN1,HHT,- micrococcal nuclease
66.75,0,GCN1,HHT,- micrococcal nuclease
66.85,0.0015939999999999982,GCN1,HHT,- micrococcal nuclease
66.95,9.02e-4,GCN1,HHT,- micrococcal nuclease
67.05,0.0016130000000000033,GCN1,HHT,- micrococcal nuclease
67.15,0.0010730000000000045,GCN1,HHT,- micrococcal nuclease
67.25,0.0016609999999999958,GCN1,HHT,- micrococcal nuclease
67.35,0.0018299999999999983,GCN1,HHT,- micrococcal nuclease
67.45,0.0019199999999999912,GCN1,HHT,- micrococcal nuclease
67.55,0.0014450000000000018,GCN1,HHT,- micrococcal nuclease
67.64,0.0020820000000000005,GCN1,HHT,- micrococcal nuclease
67.75,0.0016309999999999936,GCN1,HHT,- micrococcal nuclease
67.84,0.0024320000000000036,GCN1,HHT,- micrococcal nuclease
67.95,0.002139000000000002,GCN1,HHT,- micrococcal nuclease
68.04,0.002377000000000004,GCN1,HHT,- micrococcal nuclease
68.15,0.0025369999999999976,GCN1,HHT,- micrococcal nuclease
68.24,0.002037999999999998,GCN1,HHT,- micrococcal nuclease
68.34,0.003277000000000002,GCN1,HHT,- micrococcal nuclease
68.44,0.003485000000000002,GCN1,HHT,- micrococcal nuclease
68.54,0.003374000000000002,GCN1,HHT,- micrococcal nuclease
68.64,0.003805000000000003,GCN1,HHT,- micrococcal nuclease
68.74,0.0033109999999999945,GCN1,HHT,- micrococcal nuclease
68.84,0.0024440000000000017,GCN1,HHT,- micrococcal nuclease
68.94,0.004170999999999994,GCN1,HHT,- micrococcal nuclease
69.04,0.00383,GCN1,HHT,- micrococcal nuclease
69.14,0.002126000000000003,GCN1,HHT,- micrococcal nuclease
69.24,0.002238999999999991,GCN1,HHT,- micrococcal nuclease
69.34,0.0025440000000000046,GCN1,HHT,- micrococcal nuclease
69.44,0.0017660000000000037,GCN1,HHT,- micrococcal nuclease
69.54,0.0012510000000000021,GCN1,HHT,- micrococcal nuclease
69.64,7.95000000000004e-4,GCN1,HHT,- micrococcal nuclease
69.74,0.001901,GCN1,HHT,- micrococcal nuclease
69.84,0.002599000000000004,GCN1,HHT,- micrococcal nuclease
69.94,0.003467999999999999,GCN1,HHT,- micrococcal nuclease
70.04,0.0033340000000000036,GCN1,HHT,- micrococcal nuclease
70.14,0.003464999999999996,GCN1,HHT,- micrococcal nuclease
70.24,0.003725999999999993,GCN1,HHT,- micrococcal nuclease
70.34,0.003953999999999999,GCN1,HHT,- micrococcal nuclease
70.44,0.0033200000000000035,GCN1,HHT,- micrococcal nuclease
70.54,0.0032080000000000025,GCN1,HHT,- micrococcal nuclease
70.64,0.0038929999999999937,GCN1,HHT,- micrococcal nuclease
70.74,0.003906999999999994,GCN1,HHT,- micrococcal nuclease
70.84,0.004029999999999992,GCN1,HHT,- micrococcal nuclease
70.93,0.004490999999999995,GCN1,HHT,- micrococcal nuclease
71.04,0.004750000000000004,GCN1,HHT,- micrococcal nuclease
71.14,0.004670999999999995,GCN1,HHT,- micrococcal nuclease
71.23,0.0052360000000000045,GCN1,HHT,- micrococcal nuclease
71.34,0.005285999999999999,GCN1,HHT,- micrococcal nuclease
71.44,0.004944999999999991,GCN1,HHT,- micrococcal nuclease
71.53,0.0052309999999999995,GCN1,HHT,- micrococcal nuclease
71.64,0.004830000000000001,GCN1,HHT,- micrococcal nuclease
71.73,0.005253999999999995,GCN1,HHT,- micrococcal nuclease
71.83,0.006274000000000002,GCN1,HHT,- micrococcal nuclease
71.93,0.0058,GCN1,HHT,- micrococcal nuclease
72.03,0.005978999999999998,GCN1,HHT,- micrococcal nuclease
72.13,0.005957000000000004,GCN1,HHT,- micrococcal nuclease
72.23,0.0063539999999999985,GCN1,HHT,- micrococcal nuclease
72.33,0.0062460000000000016,GCN1,HHT,- micrococcal nuclease
72.43,0.006345000000000003,GCN1,HHT,- micrococcal nuclease
72.53,0.007213999999999998,GCN1,HHT,- micrococcal nuclease
