treatment,control,rep,gene,lfc,fdr,p_value,day,lfc.fitness,fdr.fitness,annotation
heavy,mono,rep1,RPL4,-3.3926,3.6e-5,2.2646e-6,day7,-1.484,0.01004,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP0,-4.0221,3.6e-5,2.2646e-6,day13,-6.3088,0.006165,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP0,-4.0221,3.6e-5,2.2646e-6,day7,-2.8899,8.23e-4,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL35A,-3.6368,3.6e-5,2.2646e-6,day13,-6.2928,0.014489,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL35A,-3.6368,3.6e-5,2.2646e-6,day7,-2.7959,8.7e-4,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL9,-3.5667,3.6e-5,2.2646e-6,day13,-6.9103,0.007984,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL9,-3.5667,3.6e-5,2.2646e-6,day7,-2.6945,4.27e-4,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL38,-2.3719,3.6e-5,2.2646e-6,day13,-2.8358,0.079744,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL38,-2.3719,3.6e-5,2.2646e-6,day7,-0.2912,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP16,-2.31,3.6e-5,2.2646e-6,day13,-4.9355,0.017878,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP16,-2.31,3.6e-5,2.2646e-6,day7,-0.97188,0.078774,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL32,-2.9738,3.6e-5,2.2646e-6,day13,-5.6848,0.021692,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL32,-2.9738,3.6e-5,2.2646e-6,day7,-2.3663,0.003805,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,SDAD1,-2.2902,3.6e-5,2.2646e-6,day13,-3.597,0.076615,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,SDAD1,-2.2902,3.6e-5,2.2646e-6,day7,-0.84377,0.063321,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RSL24D1,-2.2487,3.6e-5,2.2646e-6,day13,-5.2693,0.020994,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RSL24D1,-2.2487,3.6e-5,2.2646e-6,day7,-1.5749,0.004909,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,BRIX1,-2.7593,3.6e-5,2.2646e-6,day13,-3.0891,0.110012,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,BRIX1,-2.7593,3.6e-5,2.2646e-6,day7,-0.96897,0.091429,"1 60S ribosome 
& biogenesis"
