sample_name,treatment,control,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,reporter,annotation,priority,x
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPL49,4,0.78509,0.79181,NA,1611,1,0.86345,0.86306,NA,1784,1,-0.18934,0.79181,1,1,NTC,Other,10,1011
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPL49,4,0.69278,0.73542,NA,1476,1,0.42036,0.57349000000000006,NA,1090,2,0.096516,0.57349000000000006,1,2,PTC,Other,10,1011
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPL50,4,0.67784,0.72042,NA,1446,1,0.13006,0.26689,0.304702,620,3,0.46147,0.26689,0.304702,3,NTC,Other,10,1012
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPL50,4,0.77005,0.78439,NA,1588,1,0.76355,0.78441,NA,1554,1,0.043614,0.78441,1,1,PTC,Other,10,1012
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPL51,4,0.36341,0.51142,NA,1019,2,0.31976,0.47472,NA,1031,2,-0.095409,0.51142,1,2,NTC,Other,10,1013
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPL51,4,0.44252,0.59305,NA,1173,1,0.47346,0.62401,NA,1182,2,0.049267,0.62401,1,2,PTC,Other,10,1013
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPL52,3,0.89635,0.8968,NA,1881,0,0.21688,0.3385,NA,828,2,0.53739,0.3385,1,2,NTC,Other,10,1014
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPL52,4,0.096195,0.20878,NA,477,2,0.604,0.6982,NA,1349,1,-0.25842,0.20878,1,2,PTC,Other,10,1014
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPL53,4,0.85538,0.85488,NA,1770,0,0.86,0.85961,NA,1770,1,-0.063482,0.85488,1,0,NTC,Other,10,1015
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPL53,4,0.88699,0.88792,NA,1810,0,0.29614,0.45378,NA,874,2,0.12092,0.45378,1,2,PTC,Other,10,1015
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPL54,4,0.75956,0.77257,NA,1563,1,0.30478,0.46121,NA,1002,2,0.30021,0.46121,1,2,NTC,Other,10,1016
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPL54,4,0.21819,0.37161,NA,775,2,0.47549,0.62605,NA,1188,2,-0.11921,0.37161,1,2,PTC,Other,10,1016
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPL55,4,0.90016,0.90042,NA,1890,0,0.26262,0.42086,NA,911,2,0.35073,0.42086,1,2,NTC,Other,10,1017
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPL55,4,0.025096,0.074799,0.165634,231,3,0.75531,0.77916,NA,1539,1,-0.73195,0.074799,0.165634,3,PTC,Other,10,1017
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPL57,4,0.90159,0.90184,NA,1894,0,0.49919,0.64631,NA,1334,1,0.035591,0.64631,1,1,NTC,Other,10,1018
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPL57,4,0.71929,0.75122,NA,1517,1,0.092886,0.20398,0.277339,439,3,0.53197,0.20398,0.277339,3,PTC,Other,10,1018
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPL58,4,0.91459,0.91491,NA,1928,0,0.0085311,0.028664,0.192498,77,3,1.2628,0.028664,0.192498,3,NTC,Other,10,1019
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPL58,4,0.0061935,0.021308,0.105286,94,4,0.99381,0.99398,NA,2137,0,-0.72483,0.021308,0.105286,4,PTC,Other,10,1019
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPL9,4,0.65978,0.71029,NA,1424,1,0.28631,0.44348,NA,959,2,0.17435,0.44348,1,2,NTC,Other,10,1020
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPL9,4,0.47198,0.62196,NA,1224,1,0.50598,0.65531,NA,1244,1,-0.08351,0.62196,1,1,PTC,Other,10,1020
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS10,3,0.28164,0.41555,NA,890,2,0.23617,0.36189,NA,862,1,-0.33707,0.41555,1,2,NTC,Other,10,1021
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS10,4,0.86841,0.86894,NA,1769,0,0.30853,0.46586,NA,893,2,0.27504,0.46586,1,2,PTC,Other,10,1021
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS11,4,0.8414,0.84076,NA,1725,1,0.091543,0.20242,0.27717,498,3,0.5666,0.20242,0.27717,3,NTC,Other,10,1022
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS11,4,0.27886,0.43177,NA,875,1,0.90543,0.90647,NA,1857,0,-0.081027,0.43177,1,1,PTC,Other,10,1022
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS12,4,0.99108,0.99103,NA,2150,0,0.0089244,0.02985,0.192498,80,4,0.83438,0.02985,0.192498,4,NTC,Other,10,1023
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS12,3,0.97515,0.97523,NA,2037,0,0.024855,0.062284,0.144091,236,3,0.66536,0.062284,0.144091,3,PTC,Other,10,1023
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS14,4,0.17627,0.32684,NA,703,2,0.6851,0.73586,NA,1502,1,-0.25161,0.32684,1,2,NTC,Other,10,1024
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS14,4,0.44311,0.59369,NA,1177,1,0.40812,0.56181,NA,1067,1,-0.13142,0.59369,1,1,PTC,Other,10,1024
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS15,3,0.99508,0.9952,NA,2168,0,0.0049177,0.013812,0.192498,39,3,0.93005,0.013812,0.192498,3,NTC,Other,10,1025
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS15,4,0.98623,0.98627,NA,2070,0,0.013773,0.045254,0.123491,183,4,0.69746,0.045254,0.123491,4,PTC,Other,10,1025
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS16,3,0.98054,0.98105,NA,2113,0,0.019457,0.049987,0.192498,168,3,1.4634,0.049987,0.192498,3,NTC,Other,10,1026
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS16,4,0.68101,0.7286,NA,1457,1,0.36465,0.51979,NA,980,2,0.27904,0.51979,1,2,PTC,Other,10,1026
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS17,4,0.88817,0.88816,NA,1861,0,0.49205,0.6392,NA,1321,2,0.26238,0.6392,1,2,NTC,Other,10,1027
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS17,4,0.84875,0.84932,NA,1728,1,0.42323,0.57634,NA,1094,2,0.22273,0.57634,1,2,PTC,Other,10,1027
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS18A,4,0.073309,0.16817,0.242782,398,3,0.46642,0.61491,NA,1280,1,-1.1512,0.16817,0.242782,3,NTC,Other,10,1028
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS18A,4,0.7112,0.74617,NA,1500,1,0.058663,0.14176,NA,344,2,0.98911,0.14176,1,2,PTC,Other,10,1028
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS18B,4,0.69556,0.7308,NA,1470,1,0.839,0.83992,NA,1722,1,0.16614,0.83992,1,1,NTC,Other,10,1029
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS18B,4,0.30994,0.46263,NA,928,2,0.19453,0.35594,NA,700,1,-0.1352,0.46263,1,2,PTC,Other,10,1029
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS18C,4,0.33354,0.48208,NA,984,1,0.48892,0.63606,NA,1315,1,0.12333,0.63606,1,1,NTC,Other,10,1030
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS18C,4,0.98109,0.98117,NA,2055,0,0.018911,0.060355,0.143737,211,4,0.38417,0.060355,0.143737,4,PTC,Other,10,1030
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS2,4,0.054713,0.13344,NA,327,1,0.22193,0.38206,NA,838,1,-0.024962,0.13344,1,1,NTC,Other,10,1031
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS2,4,0.90761,0.90862,NA,1858,0,0.28503,0.44329,NA,860,2,0.40087,0.44329,1,2,PTC,Other,10,1031
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS21,3,0.60511,0.63012,NA,1354,1,0.9272,0.92776,NA,1934,0,-0.21696,0.63012,1,1,NTC,Other,10,1032
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS21,4,0.25643,0.40931,NA,840,2,0.27994,0.4383,NA,849,1,-0.44831,0.40931,1,2,PTC,Other,10,1032
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS22,4,0.15612,0.30671,NA,666,2,0.12686,0.26159,NA,609,1,-0.69195,0.30671,1,2,NTC,Other,10,1033
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS22,4,0.3212,0.47371,NA,946,2,0.95514,0.95545,NA,1998,0,-0.44145,0.47371,1,2,PTC,Other,10,1033
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS23,4,0.85715,0.85661,NA,1775,0,0.043591,0.11428,0.226886,300,3,0.79224000000000006,0.11428,0.226886,3,NTC,Other,10,1034
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS23,4,0.94155,0.94209,NA,1948,0,0.056875,0.13853,0.231125,337,3,0.65222,0.13853,0.231125,3,PTC,Other,10,1034
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS24,4,0.45267,0.6,NA,1189,2,0.4933,0.64043,NA,1323,2,-0.0011461,0.6,1,2,NTC,Other,10,1035
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS24,4,0.70993,0.74537,NA,1498,1,0.74702,0.77408,NA,1526,1,0.063503,0.77408,1,1,PTC,Other,10,1035
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS25,4,0.95052,0.95068,NA,2033,0,0.045883,0.11889,0.229984,310,3,1.2577,0.11889,0.229984,3,NTC,Other,10,1036
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS25,4,0.18587,0.33963,NA,722,2,0.82684,0.8305,NA,1669,1,-0.22357,0.33963,1,2,PTC,Other,10,1036
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS26,4,0.88529,0.88516,NA,1854,0,0.038708,0.10498,0.224781,270,3,1.0339,0.10498,0.224781,3,NTC,Other,10,1037
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS26,4,0.2266,0.3796,NA,794,1,0.12392,0.25759,0.295531,546,3,0.59203,0.25759,0.295531,3,PTC,Other,10,1037
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS27,4,0.77717,0.78562,NA,1599,1,0.4657,0.61424,NA,1279,2,0.1352,0.61424,1,2,NTC,Other,10,1038
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS27,4,0.14851,0.29775,NA,654,2,0.45371,0.60497,NA,1151,2,-0.15018,0.29775,1,2,PTC,Other,10,1038
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS28,4,0.070188,0.16226,0.241562,384,3,0.66546,0.72566,NA,1480,1,-1.0802,0.16226,0.241562,3,NTC,Other,10,1039
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS28,4,0.033109,0.091172,NA,262,2,0.34605,0.50251,NA,955,1,-0.54872,0.091172,1,2,PTC,Other,10,1039
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS30,4,0.30664,0.45603,NA,935,2,0.24683,0.40578,NA,881,1,-0.48293,0.45603,1,2,NTC,Other,10,1040
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS30,4,0.84942,0.84995,NA,1729,1,0.2734,0.432,NA,837,2,0.37666,0.432,1,2,PTC,Other,10,1040
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS31,4,0.75726,0.77099,NA,1556,1,0.90771,0.90807,NA,1886,0,-0.029308,0.77099,1,1,NTC,Other,10,1041
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS31,4,0.11113,0.235,0.281195,534,3,0.52368,0.6644,NA,1273,1,-0.3297,0.235,0.281195,3,PTC,Other,10,1041
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS33,4,0.43796,0.58562,NA,1163,1,0.23036,0.39001,NA,851,2,0.39013,0.39001,1,2,NTC,Other,10,1042
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS33,4,0.44227,0.59278,NA,1172,2,0.88325,0.88413,NA,1805,0,-0.20017,0.59278,1,2,PTC,Other,10,1042
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS34,4,0.94187,0.94199,NA,2000,0,0.30431,0.46079,NA,1001,2,0.39914,0.46079,1,2,NTC,Other,10,1043
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS34,4,0.012169,0.04034,NA,145,2,0.82397,0.82817,NA,1657,1,-0.37096,0.04034,1,2,PTC,Other,10,1043
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS35,4,0.86356,0.86315,NA,1798,0,0.036589000000000003,0.10091,0.224781,257,3,1.1166,0.10091,0.224781,3,NTC,Other,10,1044
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS35,4,0.035245,0.095457,0.191827,270,3,0.13903,0.28237,NA,588,1,-0.64268,0.095457,0.191827,3,PTC,Other,10,1044
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS36,4,0.84152,0.84089,NA,1726,1,0.45656,0.60566,NA,1260,1,0.16774,0.60566,1,1,NTC,Other,10,1045
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS36,4,0.086268,0.19089,0.26115,450,3,0.71066,0.75214,NA,1478,1,-0.48069,0.19089,0.26115,3,PTC,Other,10,1045
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS5,4,0.32342,0.47182,NA,965,2,0.58233,0.68768,NA,1415,1,-0.3281,0.47182,1,2,NTC,Other,10,1046
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS5,4,0.94403,0.94464,NA,1955,0,0.098441,0.2138,0.277916,464,3,0.4382,0.2138,0.277916,3,PTC,Other,10,1046
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS6,4,0.9695,0.96976,NA,2087,0,0.021153,0.067135,0.200036,175,3,1.0744,0.067135,0.200036,3,NTC,Other,10,1047
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS6,4,0.74272,0.76589,NA,1545,1,0.55237,0.67592,NA,1302,1,-0.19428,0.76589,1,1,PTC,Other,10,1047
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS7,4,0.10708,0.22741,0.274831,507,3,0.8193,0.8227,NA,1686,1,-0.60557,0.22741,0.274831,3,NTC,Other,10,1048
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS7,4,0.95546,0.95578,NA,1984,0,0.11986,0.25063,0.292816,538,3,0.48257,0.25063,0.292816,3,PTC,Other,10,1048
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRPS9,4,0.80394,0.80662,NA,1646,1,0.59042,0.69121,NA,1421,1,-0.0088216,0.80662,1,1,NTC,Other,10,1049
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRPS9,4,0.92561,0.92637,NA,1903,0,0.095405,0.20838,0.277916,449,3,0.51862,0.20838,0.277916,3,PTC,Other,10,1049
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRRF,4,0.27712,0.42651,NA,884,1,0.13735,0.2789,NA,640,2,0.33425,0.2789,1,2,NTC,Other,10,1050
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRRF,4,0.65374,0.71353,NA,1418,1,0.38531,0.54011,NA,1021,2,0.21899,0.54011,1,2,PTC,Other,10,1050
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MRTO4,3,0.94214,0.94273,NA,2002,0,0.057857,0.1365,0.238737,362,3,1.0136,0.1365,0.238737,3,NTC,Other,10,1051
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MRTO4,4,0.84215,0.84277,NA,1713,1,0.17032,0.33279,NA,668,2,0.51476,0.33279,1,2,PTC,Other,10,1051
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MSI1,4,0.97234,0.97265,NA,2096,0,0.08155,0.18477,0.2707,452,3,0.44895,0.18477,0.2707,3,NTC,Other,10,1052
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MSI1,4,0.30591,0.45869,NA,924,1,0.48462,0.63476,NA,1204,2,0.13483,0.63476,1,2,PTC,Other,10,1052
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MSI2,4,0.95633,0.95665,NA,2047,0,0.12777,0.26303,0.303608,614,3,0.47401,0.26303,0.303608,3,NTC,Other,10,1053
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MSI2,4,0.73274,0.7594,NA,1533,1,0.81399,0.82044,NA,1626,1,0.16212,0.82044,1,1,PTC,Other,10,1053
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MSL1,4,0.53872,0.65224,NA,1285,1,0.11086,0.23495,0.291259,562,3,0.40928,0.23495,0.291259,3,NTC,Other,10,1054
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MSL1,4,0.42937,0.58033,NA,1142,2,0.25875,0.41772,NA,817,2,0.17452,0.41772,1,2,PTC,Other,10,1054
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MSL3,4,0.93232,0.93225,NA,1969,0,0.1378,0.27964,0.310793,642,3,0.52323,0.27964,0.310793,3,NTC,Other,10,1055
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MSL3,4,0.046963,0.118,0.211793,312,3,0.93819,0.93868,NA,1942,0,-0.53038,0.118,0.211793,3,PTC,Other,10,1055
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MSN,4,0.79381,0.79845,NA,1627,1,0.1175,0.24605,0.299872,574,3,0.58934,0.24605,0.299872,3,NTC,Other,10,1056
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MSN,4,0.10607,0.22607,NA,513,2,0.38954,0.54418,NA,1035,1,-0.25582,0.22607,1,2,PTC,Other,10,1056
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTAGBFP2,4,0.097214,0.21036,0.264661,482,3,0.831,0.83272,NA,1705,1,-0.6149,0.21036,0.264661,3,NTC,Other,10,1057
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTAGBFP2,4,0.027391,0.079645,0.172908,240,3,0.94171,0.94229,NA,1954,0,-1.0981,0.079645,0.172908,3,PTC,Other,10,1057
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTCL1,4,0.12613,0.25947,NA,572,2,0.79381,0.80322,NA,1648,1,-0.44159,0.25947,1,2,NTC,Other,10,1058
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTCL1,4,0.42486,0.57617,NA,1133,2,0.88371,0.88458,NA,1806,0,-0.20381,0.57617,1,2,PTC,Other,10,1058
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTDH,4,0.14751,0.29541,NA,642,2,0.48024,0.62802,NA,1298,1,-0.5384,0.29541,1,2,NTC,Other,10,1059
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTDH,4,0.26713,0.42021,NA,856,2,0.47852,0.62908,NA,1194,1,-0.27609,0.42021,1,2,PTC,Other,10,1059
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTERF1,4,0.70232000000000006,0.73491,NA,1483,1,0.013651,0.044548,0.192498,125,3,0.97072,0.044548,0.192498,3,NTC,Other,10,1060
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTERF1,4,0.39371,0.54572,NA,1077,2,0.85394,0.85471,NA,1739,1,-0.26399,0.54572,1,2,PTC,Other,10,1060
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTERF4,4,0.31655,0.46529,NA,950,1,0.0016633,0.0062255,NA,13,1,-0.21735,0.46529,1,1,NTC,Other,10,1061
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTERF4,4,0.8799,0.88066,NA,1792,0,0.29475,0.4524,NA,872,2,0.18938,0.4524,1,2,PTC,Other,10,1061
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTFMT,3,0.55119,0.59243,NA,1295,1,0.20842,0.32813,NA,812,1,0.10241,0.32813,1,1,NTC,Other,10,1062
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTFMT,4,0.13152,0.26962,NA,596,2,0.83174,0.83459,NA,1682,1,-0.49767,0.26962,1,2,PTC,Other,10,1062
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTG1,4,0.10994,0.2322,NA,514,2,0.24529,0.40436,NA,878,2,-0.18059,0.2322,1,2,NTC,Other,10,1063
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTG1,4,0.49336,0.64048,NA,1262,1,0.43981,0.5917,NA,1129,2,0.10672,0.5917,1,2,PTC,Other,10,1063
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTHFD1,4,0.87016,0.86966,NA,1816,0,0.4316,0.58218,NA,1228,2,0.26359,0.58218,1,2,NTC,Other,10,1064
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTHFD1,4,0.99475,0.99482,NA,2109,0,0.0052541,0.018332,0.071306,124,4,0.80422,0.018332,0.071306,4,PTC,Other,10,1064
