sample_name,treatment,control,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,reporter,annotation,priority,x
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUB1,4,0.9575,0.95769,NA,2049,0,0.022426,0.070976,0.200036,188,3,0.90078,0.070976,0.200036,3,NTC,Other,10,1858
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUB1,4,0.92158,0.92242,NA,1891,0,0.15085,0.30182,NA,617,2,0.43719,0.30182,1,2,PTC,Other,10,1858
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUCLG1,4,0.99026,0.99031,NA,2146,0,0.0097378,0.032436,0.192498,90,4,0.91426,0.032436,0.192498,4,NTC,Other,10,1859
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUCLG1,4,0.72599,0.75518,NA,1527,1,0.79683,0.80727,NA,1602,1,0.10372,0.80727,1,1,PTC,Other,10,1859
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUCO,4,0.26171,0.41124,NA,859,2,0.11746,0.24593,NA,573,2,-0.17976,0.41124,1,2,NTC,Other,10,1860
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUCO,3,0.46947,0.54158,NA,1221,1,0.55449,0.60115,NA,1304,1,0.2032,0.60115,1,1,PTC,Other,10,1860
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUGP1,3,0.47025,0.54144,NA,1219,1,0.12684,0.22679,NA,608,2,0.8629,0.22679,1,2,NTC,Other,10,1861
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUGP1,4,0.078675,0.17737,0.253623,422,3,0.43354,0.58587,NA,1123,1,-0.71380999999999994,0.17737,0.253623,3,PTC,Other,10,1861
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUGP2,4,0.42758,0.57553,NA,1144,2,0.40434,0.55593,NA,1172,2,0.038286,0.55593,1,2,NTC,Other,10,1862
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUGP2,4,0.70033,0.73966,NA,1484,1,0.8869,0.88784,NA,1813,0,-0.062242,0.73966,1,1,PTC,Other,10,1862
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUMO1,3,0.21573,0.33453,NA,767,1,0.01755,0.045626,NA,157,1,0.14855,0.045626,1,1,NTC,Other,10,1863
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUMO1,4,0.9869,0.9869,NA,2073,0,0.0131,0.043207,0.120307,180,4,0.57089,0.043207,0.120307,4,PTC,Other,10,1863
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUMO2,4,0.18173,0.33219,NA,717,2,0.92087,0.92102,NA,1918,0,-0.72427,0.33219,1,2,NTC,Other,10,1864
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUMO2,4,0.10684,0.22743,NA,514,2,0.75547,0.77926,NA,1540,1,-0.26616,0.22743,1,2,PTC,Other,10,1864
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUPT16H,4,0.69643,0.73122,NA,1472,1,0.61864,0.70348,NA,1442,1,-0.13747,0.73122,1,1,NTC,Other,10,1865
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUPT16H,4,0.013644,0.044842,0.141574,160,4,0.98636,0.98636,NA,2096,0,-0.74815,0.044842,0.141574,4,PTC,Other,10,1865
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUPT4H1,4,0.0049877,0.017435,0.086692,84,4,0.99501,0.99521,NA,2138,0,-0.9389,0.017435,0.086692,4,NTC,Other,10,1866
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUPT4H1,4,0.0011989,0.0046131,0.0625,34,4,0.9988,0.99884,NA,2168,0,-1.4065,0.0046131,0.0625,4,PTC,Other,10,1866
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUPT5H,4,0.0028728,0.010415,0.067067,61,4,0.99713,0.9972,NA,2148,0,-1.7998,0.010415,0.067067,4,NTC,Other,10,1867
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUPT5H,4,0.03983,0.10412,0.198606,288,3,0.91268,0.91352,NA,1876,0,-1.2208,0.10412,0.198606,3,PTC,Other,10,1867
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUPT6H,4,0.032722,0.090262,0.182826,248,3,0.94125,0.94135,NA,1964,0,-1.4079,0.090262,0.182826,3,NTC,Other,10,1868
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUPT6H,4,0.002498,0.0092284,0.082096,51,4,0.9975,0.99765,NA,2158,0,-1.9359,0.0092284,0.082096,4,PTC,Other,10,1868
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUPV3L1,4,0.058351,0.14026,0.23136,340,3,0.92193,0.92195,NA,1921,0,-1.2419,0.14026,0.23136,3,NTC,Other,10,1869
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUPV3L1,4,0.28605,0.43908,NA,888,1,0.48867,0.63834,NA,1212,2,0.026628,0.63834,1,2,PTC,Other,10,1869
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SURF6,4,0.49464,0.63372,NA,1253,1,0.33468,0.48905,NA,1053,2,0.19153,0.48905,1,2,NTC,Other,10,1870
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SURF6,4,0.1635,0.31802,NA,685,1,0.0050154,0.017626,0.071269,122,3,0.98035,0.017626,0.071269,3,PTC,Other,10,1870
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SUZ12,3,0.6471,0.6621,NA,1407,1,0.095817,0.18768,NA,506,2,1.0579,0.18768,1,2,NTC,Other,10,1871
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SUZ12,4,0.016683,0.053683,NA,187,2,0.87962,0.88033,NA,1799,0,-2.2117,0.053683,1,2,PTC,Other,10,1871
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SWT1,3,0.31157,0.45123,NA,942,2,0.44028,0.53769,NA,1243,1,-0.28294,0.45123,1,2,NTC,Other,10,1872
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SWT1,4,0.42405,0.57536,NA,1132,2,0.64086,0.71516,NA,1390,1,-0.48722,0.57536,1,2,PTC,Other,10,1872
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SYF2,4,0.13145,0.26847,0.288847,594,3,0.84519,0.8455,NA,1738,1,-0.32595,0.26847,0.288847,3,NTC,Other,10,1873
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SYF2,4,0.29157,0.4443,NA,899,2,0.18903,0.35053,NA,691,1,-0.15256,0.4443,1,2,PTC,Other,10,1873
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SYMPK,4,0.12418,0.25625,0.288557,563,3,0.93494,0.93495,NA,1949,0,-0.75646,0.25625,0.288557,3,NTC,Other,10,1874
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SYMPK,4,0.057852,0.13861,0.22741,348,3,0.40124,0.55525,NA,1055,1,-0.72384,0.13861,0.22741,3,PTC,Other,10,1874
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SYNCRIP,4,0.98587,0.98595,NA,2130,0,0.014135,0.04592,0.192498,130,4,0.98993,0.04592,0.192498,4,NTC,Other,10,1875
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SYNCRIP,3,0.08787,0.17257,NA,454,2,0.87491,0.87466,NA,1785,0,-0.71358,0.17257,1,2,PTC,Other,10,1875
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SYNE1,3,0.14773,0.24928,NA,644,1,0.87919,0.87978,NA,1821,0,-0.086288,0.24928,1,1,NTC,Other,10,1876
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SYNE1,4,0.83546,0.83653,NA,1704,1,0.15296,0.30527,NA,620,1,-0.11136,0.83653,1,1,PTC,Other,10,1876
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,SYNE2,4,0.87849,0.87803,NA,1837,0,0.071165,0.166,0.262905,406,3,0.63524,0.166,0.262905,3,NTC,Other,10,1877
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,SYNE2,4,0.073794,0.16807,0.246823,405,3,0.82094,0.82584,NA,1649,1,-0.6681,0.16807,0.246823,3,PTC,Other,10,1877
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TACO1,4,0.19802,0.34834,NA,740,2,0.43642,0.58646,NA,1238,1,0.036008,0.58646,1,1,NTC,Other,10,1878
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TACO1,4,0.52156,0.65203,NA,1283,1,0.056649,0.13815,NA,336,1,0.11011,0.13815,1,1,PTC,Other,10,1878
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TAF15,4,0.39441,0.5424,NA,1070,2,0.25296,0.41175,NA,895,2,0.020438,0.41175,1,2,NTC,Other,10,1879
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TAF15,4,0.32087,0.47333,NA,945,1,0.12064,0.25193,0.293602,539,3,0.52364,0.25193,0.293602,3,PTC,Other,10,1879
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TAF2,4,0.033901,0.092649,NA,251,2,0.54032,0.67016,NA,1374,1,-0.66758,0.092649,1,2,NTC,Other,10,1880
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TAF2,4,0.015358,0.049915,0.144961,170,4,0.98464,0.98474,NA,2090,0,-0.81663,0.049915,0.144961,4,PTC,Other,10,1880
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TAF9,4,0.45982,0.60736,NA,1201,2,0.64471,0.71548,NA,1462,1,-0.10166,0.60736,1,2,NTC,Other,10,1881
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TAF9,4,0.74188,0.76537,NA,1543,1,0.59517,0.69425,NA,1343,1,0.066485,0.69425,1,1,PTC,Other,10,1881
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TAGLN,4,0.97806,0.97838,NA,2110,0,0.02194,0.069644,0.200036,185,4,0.68164,0.069644,0.200036,4,NTC,Other,10,1882
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TAGLN,4,0.21538,0.36874,NA,770,2,0.84841,0.84957,NA,1727,1,-0.29937,0.36874,1,2,PTC,Other,10,1882
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TAGLN2,4,0.069216,0.16041,NA,377,1,0.12257,0.25439,0.300689,592,3,0.58083,0.25439,0.300689,3,NTC,Other,10,1883
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TAGLN2,4,0.44513,0.59575,NA,1180,2,0.92055,0.92148,NA,1896,0,-0.2104,0.59575,1,2,PTC,Other,10,1883
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TARBP1,4,0.10609,0.22563,NA,504,2,0.48413,0.63149,NA,1309,2,-0.38935,0.22563,1,2,NTC,Other,10,1884
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TARBP1,4,0.91006,0.91093,NA,1865,0,0.34936,0.5057,NA,960,2,0.25845,0.5057,1,2,PTC,Other,10,1884
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TARBP2,4,0.96363,0.96402,NA,2067,0,0.014424,0.046753,0.192498,134,3,1.0982,0.046753,0.192498,3,NTC,Other,10,1885
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TARBP2,4,0.26479,0.41785,NA,850,2,0.74054,0.76978,NA,1518,1,-0.33999,0.41785,1,2,PTC,Other,10,1885
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TARDBP,4,0.95664,0.95693,NA,2048,0,0.14627,0.29367,0.314499,668,3,0.52324,0.29367,0.314499,3,NTC,Other,10,1886
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TARDBP,4,0.79289,0.80119,NA,1619,1,0.61741,0.7042,NA,1363,1,-0.045998,0.80119,1,1,PTC,Other,10,1886
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TARS1,3,0.20537,0.32169,NA,750,1,0.25192,0.38091,NA,892,2,0.43189,0.38091,1,2,NTC,tRNA metabolism,3,1887
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TARS1,4,0.98837,0.98838,NA,2080,0,4.3038e-4,0.0017143,0.015631,51,4,1.4576,0.0017143,0.015631,4,PTC,tRNA metabolism,3,1887
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TARS2,4,0.0085269,0.028654,NA,119,2,0.86632,0.86596,NA,1794,0,-0.93654,0.028654,1,2,NTC,Other,10,1888
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TARS2,3,0.58331,0.61406,NA,1332,1,0.11802,0.21484,NA,529,2,0.29663,0.21484,1,2,PTC,Other,10,1888
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TARS3,4,0.41597,0.56372,NA,1117,2,0.30169,0.45814,NA,995,2,0.11222,0.45814,1,2,NTC,Other,10,1889
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TARS3,4,0.47955,0.62962,NA,1239,2,0.63375,0.7118,NA,1384,1,-0.060676,0.62962,1,2,PTC,Other,10,1889
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TASOR,4,0.091368,0.2005,0.261843,461,3,0.87057,0.87005999999999994,NA,1807,0,-0.65076,0.2005,0.261843,3,NTC,Other,10,1890
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TASOR,4,0.0020301,0.0076205,0.076205,45,4,0.99062,0.99083,NA,2117,0,-1.109,0.0076205,0.076205,4,PTC,Other,10,1890
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TBCA,4,0.067225,0.15689,0.241562,373,3,0.97566,0.97613,NA,2051,0,-0.95783,0.15689,0.241562,3,NTC,Other,10,1891
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TBCA,4,0.14546,0.29278,0.307344,641,3,0.85404,0.85484,NA,1740,1,-0.38361,0.29278,0.307344,3,PTC,Other,10,1891
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TBL2,4,0.0028954,0.010474,0.067067,62,3,0.76102,0.78055,NA,1600,1,-1.3334,0.010474,0.067067,3,NTC,Other,10,1892
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TBL2,4,0.37052,0.5227,NA,1037,1,0.12655,0.26194,0.297707,555,3,0.32225,0.26194,0.297707,3,PTC,Other,10,1892
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TBL3,4,0.33179,0.4804,NA,979,2,0.3025,0.45903,NA,998,1,-0.437,0.4804,1,2,NTC,Other,10,1893
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TBL3,4,0.45616,0.60644,NA,1193,2,0.035275,0.097576,NA,269,1,-0.1854,0.60644,1,2,PTC,Other,10,1893
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TBRG4,4,0.90473,0.90502,NA,1901,0,0.099042,0.2148,NA,516,1,0.014132,0.2148,1,1,NTC,Other,10,1894
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TBRG4,4,0.42931,0.58028,NA,1141,2,0.9546,0.95492,NA,1995,0,-0.22775,0.58028,1,2,PTC,Other,10,1894
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TCEA1,4,0.45141,0.59878,NA,1186,2,0.31015,0.46618,NA,1015,2,0.10979,0.46618,1,2,NTC,Other,10,1895
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TCEA1,4,0.84122,0.84195,NA,1712,1,0.086624,0.19265,0.272191,415,3,0.66967,0.19265,0.272191,3,PTC,Other,10,1895
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TCERG1,4,0.43456,0.5826,NA,1158,1,0.24607,0.40513,NA,880,2,0.38097,0.40513,1,2,NTC,Other,10,1896
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TCERG1,4,0.010742,0.035824,0.129283,133,4,0.98926,0.98943,NA,2112,0,-0.62693,0.035824,0.129283,4,PTC,Other,10,1896
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TCF20,4,0.98509,0.98524,NA,2127,0,0.014911,0.048307,0.192498,138,4,0.71376,0.048307,0.192498,4,NTC,Other,10,1897
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TCF20,4,0.2882,0.44104,NA,893,2,0.8998,0.90096,NA,1845,0,-0.26985,0.44104,1,2,PTC,Other,10,1897
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TCOF1,4,0.13072,0.26724,NA,590,1,0.1999,0.36133,NA,798,2,0.44331,0.36133,1,2,NTC,Other,10,1898
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TCOF1,4,0.12165,0.25304,0.292445,567,3,0.76852,0.78751,NA,1564,1,-0.63029,0.25304,0.292445,3,PTC,Other,10,1898
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TCP1,4,6.6634e-4,0.0025613,0.037047,28,4,0.99623,0.99634,NA,2139,0,-2.4621,0.0025613,0.037047,4,NTC,Other,10,1899
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TCP1,4,8.9938e-5,3.4196e-4,0.017953,8,4,0.98718,0.98718,NA,2099,0,-1.9535,3.4196e-4,0.017953,4,PTC,Other,10,1899
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TDRD1,4,0.44636,0.59401,NA,1176,2,0.37732,0.52992,NA,1129,1,-0.12158,0.59401,1,2,NTC,Other,10,1900
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TDRD1,4,0.99356,0.99367,NA,2099,0,0.0064415,0.022128,0.079149,139,4,0.48658,0.022128,0.079149,4,PTC,Other,10,1900
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TDRD10,4,0.94512,0.94523,NA,2015,0,0.10088,0.21809,0.285251,523,3,0.58379,0.21809,0.285251,3,NTC,Other,10,1901
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TDRD10,4,0.12596,0.26046,NA,580,2,0.19884,0.35998,NA,712,2,-0.16199,0.26046,1,2,PTC,Other,10,1901
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TDRD12,4,0.38164,0.52973,NA,1043,1,0.64733,0.71667,NA,1466,1,0.084765,0.71667,1,1,NTC,Other,10,1902
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TDRD12,4,0.89765,0.8988,NA,1838,0,0.054266,0.13382,NA,332,2,0.61459,0.13382,1,2,PTC,Other,10,1902
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TDRD3,4,0.67976,0.72161,NA,1448,1,0.026597,0.080904,0.207968,212,3,0.85496,0.080904,0.207968,3,NTC,Other,10,1903
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TDRD3,4,0.16552,0.31977,NA,690,1,0.93029,0.93093,NA,1925,0,-0.089979,0.31977,1,1,PTC,Other,10,1903
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TDRD5,3,0.55328,0.59374,NA,1297,1,0.64011,0.66287,NA,1461,1,0.18304,0.66287,1,1,NTC,Other,10,1904
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TDRD5,4,0.89315,0.89428,NA,1827,0,0.30193,0.45966,NA,884,2,0.33907,0.45966,1,2,PTC,Other,10,1904
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TDRD6,4,0.84926,0.84877,NA,1745,0,0.097722,0.2126,NA,511,1,0.056526,0.2126,1,1,NTC,Other,10,1905
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TDRD6,4,0.053997,0.13157,NA,336,2,0.82881,0.83206,NA,1674,1,-0.4611,0.13157,1,2,PTC,Other,10,1905
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TDRD7,4,0.2286,0.3782,NA,805,2,0.2583,0.41676,NA,902,2,-0.063529,0.3782,1,2,NTC,Other,10,1906
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TDRD7,4,0.27705,0.43003,NA,871,1,0.46064,0.61183,NA,1162,2,0.1433,0.61183,1,2,PTC,Other,10,1906
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TDRD9,4,0.77702,0.78552,NA,1598,1,0.68309,0.73477,NA,1500,1,0.11052,0.73477,1,1,NTC,Other,10,1907
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TDRD9,4,0.79062,0.7995,NA,1615,1,0.43384,0.58619,NA,1124,2,0.024465,0.58619,1,2,PTC,Other,10,1907
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TDRKH,4,0.56426,0.66361,NA,1309,1,0.46381,0.61245,NA,1274,2,0.19836,0.61245,1,2,NTC,Other,10,1908
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TDRKH,4,0.95276,0.95301,NA,1978,0,0.021063,0.06666,0.151945,223,3,0.81622,0.06666,0.151945,3,PTC,Other,10,1908
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TECR,4,0.0089659,0.030022,0.107377,124,4,0.99103,0.991,NA,2114,0,-0.63061,0.030022,0.107377,4,NTC,Other,10,1909
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TECR,4,0.0065047,0.022318,0.105891,96,4,0.9935,0.99362,NA,2136,0,-0.95542,0.022318,0.105891,4,PTC,Other,10,1909
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TEFM,3,0.42241,0.51327,NA,1133,1,0.012961,0.03437,NA,117,1,0.20072,0.03437,1,1,NTC,Other,10,1910
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,TEFM,4,0.12251,0.25447,NA,571,2,0.3045,0.46208,NA,887,2,-0.16695,0.25447,1,2,PTC,Other,10,1910
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,TENT2,4,0.42016,0.56839,NA,1125,1,0.10457,0.22419,NA,540,2,0.68283,0.22419,1,2,NTC,Other,10,1911
